1 init
2 using solver PHASE
3 DBS simplification allowed
288 addClause 13 -33 -138 
289 addClause 14 5 -44 
290 addClause 27 -117 109 
291 addClause -28 119 62 
292 addClause -161 44 26 
293 addClause -103 -61 -65 
294 addClause -189 90 36 
295 addClause 51 -6 112 
296 addClause 58 -25 54 
297 addClause 120 189 122 
298 addClause 154 -162 114 
299 addClause 56 110 50 
300 addClause 134 -16 107 
301 addClause -124 29 -186 
302 addClause 104 100 184 
303 addClause -137 6 106 
304 addClause -46 -95 83 
305 addClause -130 -95 81 
306 addClause 95 -21 173 
307 addClause 1 -176 -148 
308 addClause 144 -181 167 
309 addClause -92 64 173 
310 addClause 140 171 -154 
311 addClause 129 -62 166 
312 addClause -89 173 77 
313 addClause 118 152 49 
314 addClause -123 146 -120 
315 addClause 26 76 -109 
316 addClause -133 11 -131 
317 addClause 63 -132 25 
318 addClause -124 -90 27 
319 addClause 64 -186 119 
320 addClause 107 157 41 
321 addClause -189 -190 157 
322 addClause 37 3 -97 
323 addClause 89 -167 33 
324 addClause 171 -38 121 
325 addClause -66 -30 11 
326 addClause -86 71 -156 
327 addClause -163 -175 -94 
328 addClause -41 -31 149 
329 addClause -69 63 170 
330 addClause -65 -168 -116 
331 addClause 22 -52 -153 
332 addClause 5 -105 -22 
333 addClause 171 114 -159 
334 addClause 137 62 133 
335 addClause 30 161 118 
336 addClause 187 20 109 
337 addClause -3 -184 97 
338 addClause 30 182 143 
339 addClause 88 -149 171 
340 addClause 30 86 -53 
341 addClause -90 -183 -142 
342 addClause 155 -130 10 
343 addClause -122 -96 163 
344 addClause 154 48 -117 
345 addClause 166 -6 -69 
346 addClause 27 -140 83 
347 addClause 4 -106 58 
348 addClause 34 -69 -166 
349 addClause 7 -151 26 
350 addClause 9 170 59 
351 addClause -185 66 17 
352 addClause 151 119 100 
353 addClause 57 -51 13 
354 addClause 118 51 -153 
355 addClause -139 125 -83 
356 addClause -40 -50 -114 
357 addClause 83 34 -23 
358 addClause -173 153 120 
359 addClause 40 -86 -85 
360 addClause -57 48 147 
361 addClause -104 163 -84 
362 addClause 82 176 102 
363 addClause 122 44 -167 
364 addClause 48 11 152 
365 addClause -39 173 -153 
366 addClause 139 -185 4 
367 addClause -145 -55 91 
368 addClause -150 109 23 
369 addClause -25 164 89 
370 addClause -62 5 -170 
371 addClause -131 -182 139 
372 addClause -12 -138 -116 
373 addClause -185 79 94 
374 addClause -46 -93 -31 
375 addClause 24 164 -40 
376 addClause 131 -153 148 
377 addClause 96 -105 -4 
378 addClause -131 146 -42 
379 addClause 172 -86 -84 
380 addClause 111 54 -99 
381 addClause -101 -67 14 
382 addClause 19 -89 186 
383 addClause 3 57 183 
384 addClause -182 73 -48 
385 addClause 141 -144 -158 
386 addClause -181 128 -20 
387 addClause -56 -144 -5 
388 addClause 124 164 -15 
389 addClause -17 -79 -176 
390 addClause -142 -58 -99 
391 addClause 3 -51 46 
392 addClause 67 -86 -180 
393 addClause 172 112 180 
394 addClause 59 174 -19 
395 addClause -161 -58 57 
396 addClause -18 -170 12 
397 addClause -83 -79 -182 
398 addClause 39 155 -136 
399 addClause -7 122 92 
400 addClause -106 31 -47 
401 addClause 80 -64 -108 
402 addClause -105 -18 173 
403 addClause -16 59 84 
404 addClause 55 -87 93 
405 addClause -9 -39 -110 
406 addClause -169 -181 -34 
407 addClause 5 152 -71 
408 addClause -64 155 34 
409 addClause 163 11 153 
410 addClause 150 22 40 
411 addClause -9 16 -124 
412 addClause 127 165 -9 
413 addClause -112 -171 -74 
414 addClause 23 -35 -181 
415 addClause 124 98 -110 
416 addClause -32 -169 -94 
417 addClause 169 157 -106 
418 addClause 82 -23 -33 
419 addClause -117 -53 27 
420 addClause -183 -8 -62 
421 addClause -79 -151 -74 
422 addClause 80 180 66 
423 addClause -125 -89 -77 
424 addClause -91 -87 27 
425 addClause -120 -160 -107 
426 addClause -60 -139 3 
427 addClause 46 187 105 
428 addClause 46 -87 -164 
429 addClause -39 80 -178 
430 addClause 144 -185 -37 
431 addClause -166 29 -137 
432 addClause -180 -119 48 
433 addClause -82 -150 145 
434 addClause 180 -113 -25 
435 addClause -60 69 -142 
436 addClause 187 -158 -128 
437 addClause 185 -54 -2 
438 addClause 131 37 161 
439 addClause 27 159 -12 
440 addClause 169 32 92 
441 addClause 59 60 32 
442 addClause 113 103 -136 
443 addClause 52 112 -92 
444 addClause 110 43 9 
445 addClause 138 140 -155 
446 addClause -64 -27 -52 
447 addClause -27 -127 33 
448 addClause 1 140 -156 
449 addClause 120 -9 -66 
450 addClause -98 62 -153 
451 addClause 100 55 151 
452 addClause -91 -63 42 
453 addClause 103 131 183 
454 addClause 172 112 83 
455 addClause 109 184 162 
456 addClause -48 -90 172 
457 addClause 87 -98 73 
458 addClause 133 -126 -48 
459 addClause 188 112 -180 
460 addClause -160 -34 24 
461 addClause 142 63 -54 
462 addClause 19 -35 -95 
463 addClause -110 15 151 
464 addClause -155 132 -28 
465 addClause -28 -4 -90 
466 addClause -69 139 120 
467 addClause 138 -74 53 
468 addClause -161 -148 7 
469 addClause 119 -30 -94 
470 addClause 134 -2 -71 
471 addClause -77 -170 -178 
472 addClause 165 51 -113 
473 addClause 20 -131 -185 
474 addClause -115 -46 40 
475 addClause -52 -126 -43 
476 addClause 183 123 -26 
477 addClause 37 -77 -132 
478 addClause -24 182 -175 
479 addClause 112 58 -174 
480 addClause 166 102 26 
481 addClause 159 -21 76 
482 addClause 163 -53 134 
483 addClause 52 47 159 
484 addClause 8 89 -10 
485 addClause 142 94 -23 
486 addClause 169 -13 142 
487 addClause 98 -62 142 
488 addClause -138 148 -157 
489 addClause 184 93 -153 
490 addClause -61 -16 -105 
491 addClause 168 72 -73 
492 addClause -176 154 151 
493 addClause -88 37 -64 
494 addClause 59 -167 -190 
495 addClause -14 -160 -124 
496 addClause 51 -147 -179 
497 addClause -103 -158 -140 
498 assuming -65 153 -183 -13 62 73 47 3 -170 -16 54 169 140 145 -80 135 -105 -141 -181 
499 addClause 217 146 21 
500 addClause -74 -173 208 
501 addClause -145 -134 136 
502 addClause 30 -83 -198 
503 addClause -98 -71 -197 
504 addClause -10 239 162 
505 addClause 155 -13 -39 
506 addClause 200 13 55 
507 addClause -77 86 -23 
508 addClause -95 -165 -137 
509 addClause -151 -158 10 
510 addClause -223 -92 60 
511 addClause 200 -27 -139 
512 addClause -43 -4 50 
513 addClause 122 -168 124 
514 addClause -32 216 -184 
515 addClause 163 -96 28 
516 addClause -190 -128 61 
517 addClause 221 -210 75 
518 addClause -82 125 1 
519 addClause -46 -68 109 
520 addClause 51 82 -149 
521 addClause 144 216 1 
522 addClause -154 24 124 
523 addClause 104 -21 77 
524 addClause -64 111 -48 
525 addClause -116 140 -176 
526 addClause -175 -116 80 
527 addClause 237 -200 187 
528 addClause -133 -99 7 
529 addClause 7 -41 -31 
530 addClause -60 -71 -97 
531 addClause 85 226 188 
532 addClause -3 -94 200 
533 addClause -4 -188 145 
534 addClause 160 9 -185 
535 addClause 58 30 154 
536 addClause 117 -166 170 
537 addClause -210 146 -125 
538 addClause -147 173 179 
539 addClause 237 -204 14 
540 addClause -139 -214 4 
541 addClause -14 58 -200 
542 addClause -230 77 225 
543 addClause 15 189 37 
544 addClause 129 -6 67 
545 addClause -238 130 162 
546 addClause -131 -122 -201 
547 addClause 38 -97 -218 
548 addClause 156 135 -208 
549 addClause -106 169 160 
550 addClause -86 115 112 
551 addClause -45 15 218 
552 addClause 217 -67 232 
553 addClause -218 -138 -116 
554 addClause -69 -169 5 
555 addClause 135 -119 -51 
556 addClause -157 107 -160 
557 addClause 51 103 87 
558 addClause -92 153 -222 
559 addClause 61 181 -38 
560 addClause 177 -135 29 
561 addClause 189 220 93 
562 addClause -8 -170 -177 
563 addClause 139 -224 -148 
564 addClause -206 -132 21 
565 addClause -202 70 157 
566 addClause 101 94 -129 
567 addClause -71 -163 -57 
568 addClause -199 -175 44 
569 addClause 203 -8 233 
570 addClause 208 -3 192 
571 addClause -196 96 -18 
572 addClause -19 -209 85 
573 addClause -21 -16 35 
574 addClause 22 -61 -89 
575 addClause 68 127 -59 
576 addClause 184 -226 204 
577 addClause 8 10 16 
578 addClause 231 197 -33 
579 addClause 217 -52 223 
580 addClause -110 46 -10 
581 addClause 227 105 -51 
582 addClause -216 -22 151 
583 addClause 140 186 155 
584 addClause 49 -53 189 
585 addClause -115 106 200 
586 addClause 77 -181 -82 
587 addClause -143 210 -16 
588 addClause -233 -173 -13 
589 addClause -143 48 81 
590 addClause -136 90 -157 
591 addClause 81 -7 144 
592 addClause -63 113 233 
593 addClause -138 -18 -9 
594 addClause -231 -117 -91 
595 addClause -59 42 81 
596 addClause 80 75 179 
597 addClause -55 156 -73 
598 addClause 171 89 60 
599 addClause 39 19 207 
600 addClause 221 31 -189 
601 addClause -1 -127 -10 
602 addClause 207 -24 -165 
603 addClause 11 22 -11 
604 addClause 133 213 -121 
605 addClause 128 193 216 
606 addClause -111 -79 -149 
607 addClause 51 69 132 
608 addClause 215 54 74 
609 addClause -88 44 -16 
610 addClause 61 -157 -228 
611 addClause 135 -30 83 
612 addClause 31 -127 75 
613 addClause 111 43 -97 
614 addClause -156 44 -78 
615 addClause 10 -7 92 
616 addClause 184 37 -27 
617 addClause -207 16 66 
618 addClause 56 -233 16 
619 addClause 195 64 -102 
620 addClause -110 -221 -111 
621 addClause -160 -117 -152 
622 addClause 217 -112 -106 
623 addClause -127 -215 -186 
624 addClause -46 198 -97 
625 addClause 40 26 -158 
626 addClause -91 -225 210 
627 addClause -229 182 -46 
628 addClause -195 -65 33 
629 assuming 124 -79 -133 -3 -2 -207 -54 214 105 -40 -58 155 -193 -25 -110 49 -230 104 182 -195 9 -222 6 -188 -217 136 -179 171 -231 11 -169 -227 68 -240 216 -149 233 -36 -36 -211 -33 -116 172 -25 139 194 58 103 
