1 init
2 using solver LEARNING
3 Random Walk
4 DBS simplification allowed
155 addClause 28 92 -29 
156 addClause 9 11 44 
157 addClause 62 25 -2 
158 addClause 3 40 -58 
159 addClause -3 -75 48 
160 addClause 29 53 41 
161 addClause 46 -60 -77 
162 addClause 29 -19 -30 
163 addClause 76 14 -40 
164 addClause -58 -55 -3 
165 addClause 75 -82 -79 
166 addClause 90 -77 -39 
167 addClause -64 -29 -7 
168 addClause 53 -38 -18 
169 addClause 46 -63 -4 
170 addClause 20 -4 55 
171 addClause -58 78 10 
172 addClause 18 54 -5 
173 addClause -18 -33 -8 
174 addClause 14 -74 -1 
175 addClause -25 -76 74 
176 addClause 35 -67 21 
177 addClause -45 24 66 
178 addClause -81 34 -78 
179 addClause -83 -4 -14 
180 addClause -40 6 -31 
181 addClause 53 -61 -84 
182 addClause 66 22 33 
183 addClause -39 -56 -33 
184 addClause 80 34 -28 
185 addClause -38 82 -33 
186 addClause 63 -59 2 
187 addClause -52 -41 -49 
188 addClause 82 -77 25 
189 addClause 82 -40 -62 
190 addClause 38 1 -52 
191 addClause -10 54 4 
192 addClause -7 52 -3 
193 addClause -6 21 -4 
194 addClause -89 13 -75 
195 addClause -13 35 -89 
196 addClause -63 84 77 
197 addClause -20 -25 -7 
198 addClause -62 -75 -74 
199 addClause -25 78 13 
200 addClause -53 -16 -58 
201 addClause -58 49 -87 
202 addClause 23 49 74 
203 addClause 57 1 -16 
204 addClause -56 53 4 
205 addClause -18 47 -15 
206 addClause 47 -20 32 
207 addClause 60 74 -33 
208 addClause 2 56 -82 
209 addClause 62 -64 -47 
210 addClause -15 -74 44 
211 addClause -65 -16 6 
212 addClause -63 74 -78 
213 addClause 11 -58 17 
214 addClause -47 -20 39 
215 addClause 49 69 -7 
216 addClause -54 -38 -56 
217 addClause -72 29 92 
218 addClause 37 91 -1 
219 addClause 24 -56 28 
220 addClause 21 -33 -20 
221 addClause 42 -93 30 
222 addClause 81 -37 31 
223 addClause 16 -60 -66 
224 addClause -6 -70 59 
225 addClause -57 -59 21 
226 addClause 41 -20 43 
227 addClause -17 27 48 
228 addClause -40 -42 5 
229 addClause 26 -53 -11 
230 addClause -60 -79 -74 
231 addClause -18 26 -70 
232 addClause -27 -92 -54 
233 addClause 3 -36 -74 
234 addClause 85 33 -5 
235 addClause 91 1 -30 
236 addClause 56 -90 38 
237 assuming -18 39 -76 89 9 88 -27 65 2 
238 addClause -35 6 43 
239 addClause 38 90 -10 
240 addClause 53 -64 -114 
241 addClause -27 -33 106 
242 addClause -93 -48 33 
243 addClause 74 -72 73 
244 addClause -111 48 -37 
245 addClause 74 -71 -86 
246 addClause -109 -108 -57 
247 addClause -127 109 -124 
248 addClause -5 -78 -121 
249 addClause -46 108 84 
250 addClause 3 43 -7 
251 addClause 129 -2 -79 
252 addClause -17 92 34 
253 addClause -50 105 -29 
254 addClause -85 130 -27 
255 addClause 95 38 -49 
256 addClause -78 2 68 
257 addClause 130 46 35 
258 addClause 40 137 8 
259 addClause 64 124 11 
260 addClause 79 -11 51 
261 addClause 24 -109 -135 
262 addClause 121 -33 -86 
263 addClause -97 -68 54 
264 addClause -36 24 42 
265 addClause -55 -128 7 
266 addClause -76 2 -134 
267 addClause 138 -126 113 
268 addClause -115 136 82 
269 addClause 68 86 72 
270 addClause 15 114 -89 
271 addClause 125 66 -2 
272 addClause -65 71 -113 
273 addClause 95 -66 -6 
274 addClause -142 -122 79 
275 addClause 114 -112 58 
276 addClause -111 -92 50 
277 addClause -22 6 -43 
278 addClause 103 -55 71 
279 addClause 89 30 4 
280 addClause -48 -57 -30 
281 addClause 133 -54 7 
282 addClause 11 132 111 
283 addClause -128 81 -30 
284 addClause -65 15 55 
285 addClause -34 -10 33 
286 addClause 2 -120 -99 
287 addClause -13 81 86 
288 addClause -105 56 3 
289 addClause -115 -103 -58 
290 addClause 112 -125 -70 
291 addClause -26 47 -49 
292 addClause 13 -42 108 
293 addClause -109 141 -60 
294 addClause -130 -124 100 
295 addClause 56 -71 -123 
296 addClause -5 -136 -116 
297 addClause -56 -78 -68 
298 addClause -94 -47 135 
299 addClause 109 2 69 
300 addClause -70 128 88 
301 addClause 16 129 -93 
302 addClause 82 -29 77 
303 addClause 68 -3 96 
304 addClause 41 -138 114 
305 addClause 76 -38 -28 
306 addClause -35 135 8 
307 addClause 91 -71 5 
308 addClause 141 113 -16 
309 addClause -68 -56 7 
310 addClause 58 -71 102 
311 addClause 59 -141 32 
312 addClause -84 10 71 
313 addClause -131 -112 85 
314 addClause -22 19 3 
315 addClause -88 -57 -126 
316 addClause 92 44 117 
317 addClause -52 -120 -17 
318 addClause 101 76 -110 
319 addClause 58 -4 19 
320 addClause 61 10 -9 
321 addClause -110 -48 72 
322 addClause -115 98 90 
323 addClause -69 -84 -17 
324 addClause -49 124 -101 
325 addClause 55 128 37 
326 addClause -140 102 7 
327 addClause -4 -3 15 
328 addClause 35 -114 25 
329 addClause -141 -44 60 
330 addClause 107 90 -78 
331 addClause 14 24 -45 
332 addClause 140 99 105 
333 addClause 136 12 -90 
334 addClause -21 -13 -50 
335 addClause 110 139 65 
336 addClause -106 109 22 
337 addClause -75 115 -121 
338 addClause 119 -106 38 
339 addClause -34 -71 -108 
340 addClause -20 54 -61 
341 addClause 121 -69 -77 
342 addClause 49 73 -20 
343 addClause -85 -119 -104 
344 addClause -93 -1 -44 
345 addClause 84 24 78 
346 addClause 60 -71 123 
347 addClause 129 7 22 
348 addClause -1 -127 54 
349 addClause -93 -125 29 
350 addClause -137 -42 -23 
351 addClause 13 -39 51 
352 addClause -31 -75 -25 
353 addClause -70 14 37 
354 addClause 64 108 -28 
355 addClause 81 122 98 
356 addClause 10 85 20 
357 addClause 87 -10 123 
358 addClause -25 -118 72 
359 addClause -113 54 -69 
360 assuming 70 62 -96 -35 -67 -87 -90 133 57 112 -37 92 45 60 
361 addClause 93 88 185 
362 addClause 28 -141 -130 
363 addClause 194 -124 59 
364 addClause -49 180 -166 
365 addClause -136 193 -20 
366 addClause 105 -95 182 
367 addClause 103 152 198 
368 addClause 32 -118 -81 
369 addClause 198 -7 -161 
370 addClause 137 50 113 
371 addClause 181 31 209 
372 addClause 159 -152 -12 
373 addClause 111 56 -27 
374 addClause -134 213 -200 
375 addClause 208 193 119 
376 addClause -72 108 194 
377 addClause 3 21 -110 
378 addClause -27 108 -21 
379 addClause 82 -161 93 
380 addClause -135 -68 -75 
381 addClause 102 70 -201 
382 addClause -125 128 -149 
383 addClause -110 -48 39 
384 addClause -24 -190 -181 
385 addClause -200 -100 -96 
386 addClause -149 135 -71 
387 addClause 56 116 -62 
388 addClause 139 74 129 
389 addClause 210 11 -6 
390 addClause 37 5 -131 
391 addClause -85 -42 26 
392 addClause 103 60 -205 
393 addClause 151 -33 79 
394 addClause -33 -184 138 
395 addClause 79 -85 162 
396 addClause 137 -100 -95 
397 addClause 79 42 65 
398 addClause 61 -14 175 
399 addClause -34 131 -93 
400 addClause -37 -39 49 
401 addClause 196 -198 26 
402 addClause 157 -48 -196 
403 addClause 94 107 82 
404 addClause -28 182 -123 
405 addClause 191 71 192 
406 addClause -28 -112 9 
407 addClause 211 89 -65 
408 addClause -212 -211 153 
409 addClause -17 -56 119 
410 addClause -52 151 -106 
411 addClause 4 -139 -115 
412 addClause -187 9 -185 
413 addClause -71 -30 83 
414 addClause 18 149 132 
415 addClause 66 131 71 
416 addClause 210 -142 20 
417 addClause -104 -127 130 
418 addClause -142 -110 95 
419 addClause -91 -151 99 
420 addClause -135 -23 41 
421 addClause 90 174 -73 
422 addClause -2 -12 -1 
423 addClause -209 -50 -207 
424 addClause 11 156 -153 
425 addClause -158 -64 16 
426 addClause -122 12 -70 
427 addClause 138 66 -127 
428 addClause -35 57 13 
429 addClause 83 19 -8 
430 addClause 116 -137 147 
431 addClause -20 -88 -21 
432 addClause 209 -59 -207 
433 addClause 154 -154 -199 
434 addClause 31 25 -189 
435 addClause 206 -123 107 
436 addClause -43 -196 55 
437 addClause 153 172 126 
438 addClause 75 196 -54 
439 addClause -175 -100 -93 
440 addClause -14 197 -22 
441 addClause -20 -166 121 
442 addClause 203 157 -72 
443 addClause -110 143 -148 
444 addClause -189 -147 133 
445 addClause -83 152 -35 
446 addClause -60 -23 -27 
447 addClause 156 -120 -211 
448 addClause -52 15 -53 
449 addClause 113 -191 -92 
450 addClause 179 12 105 
451 addClause 173 -180 -173 
452 addClause -69 -153 163 
453 addClause -91 -124 122 
454 addClause -192 143 -167 
455 addClause 64 182 215 
456 addClause 9 -50 36 
457 addClause 113 -89 43 
458 addClause 94 177 -156 
459 addClause 138 7 142 
460 addClause -149 -24 86 
461 addClause 107 115 -149 
462 addClause -146 121 128 
463 addClause -188 20 -80 
464 addClause -88 -211 147 
465 addClause 131 -164 -1 
466 addClause -162 166 -14 
467 addClause -125 -103 -7 
468 addClause -84 197 -133 
469 addClause 111 -101 -16 
470 addClause 71 -116 99 
471 addClause -62 13 4 
472 addClause -72 -4 184 
473 addClause 157 53 146 
474 addClause -71 -9 122 
475 addClause -105 170 198 
476 addClause -83 -167 156 
477 addClause -70 -53 -196 
478 addClause -104 -70 88 
479 addClause -2 190 206 
480 addClause -185 -151 -122 
481 addClause 86 207 42 
482 addClause 187 47 -147 
483 addClause 142 -112 -205 
484 addClause 153 -71 -80 
485 addClause -65 174 117 
486 addClause 176 60 -176 
487 addClause 32 205 -137 
488 addClause -164 150 -188 
489 addClause 214 116 109 
490 addClause -51 -90 -131 
491 addClause 31 163 -40 
492 addClause -20 86 -53 
493 addClause 76 43 62 
494 addClause -146 112 170 
495 addClause 15 35 -28 
496 addClause 198 50 30 
497 addClause 35 -215 -77 
498 addClause -64 -190 215 
499 addClause 208 139 27 
500 addClause 88 -143 -58 
501 addClause 99 -83 152 
502 addClause -130 2 -163 
503 addClause 180 102 211 
504 addClause 95 182 -152 
505 addClause 52 -159 -193 
506 addClause -186 -100 115 
507 addClause -114 -52 -49 
508 addClause 164 98 -32 
509 addClause 212 87 -1 
510 addClause -182 14 151 
511 addClause -150 189 -215 
512 addClause 147 -21 -36 
513 addClause 99 98 -46 
514 addClause -173 -147 175 
515 addClause 11 -48 82 
516 addClause 170 194 173 
517 addClause -75 -62 104 
518 addClause -180 203 -78 
519 addClause -23 -30 -187 
520 addClause -20 101 59 
521 addClause 18 -200 19 
522 addClause 39 -82 -191 
523 addClause 187 75 103 
524 addClause -172 198 -152 
525 addClause 186 -211 78 
526 addClause 99 -80 12 
527 addClause 79 121 -209 
528 addClause 170 61 198 
529 addClause 111 -118 1 
530 addClause -171 155 164 
531 addClause 139 81 140 
532 addClause -8 -186 -131 
533 addClause -170 -39 -158 
534 addClause 33 -89 -208 
535 addClause -135 -185 119 
536 addClause 203 60 165 
537 addClause -5 -141 -105 
538 addClause 2 34 -52 
539 addClause -26 163 119 
540 addClause -199 -68 202 
541 addClause -141 69 58 
542 addClause 101 44 -210 
543 addClause 205 139 -64 
544 addClause -114 50 -144 
545 addClause 163 -56 -127 
546 addClause 107 172 -175 
547 addClause 91 89 18 
548 assuming -186 -146 -162 -97 -184 -119 120 72 -138 57 -5 -143 -187 -27 -217 91 -180 134 93 154 -82 
