1 init
2 using solver PHASE
3 Random Walk 0.35100929497510247
4 DBS simplification allowed
128 addClause 158 -136 136 
129 addClause 78 16 -189 
130 addClause 49 6 -127 
131 addClause -16 61 170 
132 addClause -108 -39 24 
133 addClause 42 165 -45 
134 addClause -182 -44 -27 
135 addClause 30 -35 -153 
136 addClause 141 -152 -179 
137 addClause 145 37 156 
138 addClause -167 11 4 
139 addClause -112 -114 -42 
140 addClause -154 -53 42 
141 addClause 23 53 18 
142 addClause 3 156 85 
143 addClause 96 143 -77 
144 addClause 27 178 29 
145 addClause 132 173 105 
146 addClause 158 -125 28 
147 addClause 121 -22 -136 
148 addClause 39 154 81 
149 addClause 143 -188 -86 
150 addClause -105 56 137 
151 addClause 155 -136 -69 
152 addClause -115 -180 -80 
153 addClause 90 144 163 
154 addClause -65 159 -51 
155 addClause -115 49 -103 
156 addClause 83 150 -98 
157 addClause 76 -79 -179 
158 addClause -124 -115 76 
159 addClause 19 -162 36 
160 addClause 10 -4 -142 
161 addClause 133 96 146 
162 addClause -145 -154 111 
163 addClause -90 73 118 
164 addClause -115 187 153 
165 addClause -73 96 -74 
166 addClause -104 67 -91 
167 addClause 24 53 -111 
168 addClause -69 34 56 
169 addClause 63 97 122 
170 addClause 63 -56 26 
171 addClause -63 123 -68 
172 addClause -124 177 -105 
173 addClause -41 -47 -95 
174 addClause 57 -125 143 
175 addClause 111 157 59 
176 addClause -140 185 -184 
177 addClause -11 -96 167 
178 addClause 124 113 46 
179 addClause -106 -102 -66 
180 addClause -160 99 -179 
181 addClause 40 64 -89 
182 addClause 17 -11 -77 
183 addClause 91 135 142 
184 addClause -53 61 -150 
185 addClause -141 -36 -29 
186 addClause -2 -71 55 
187 addClause -67 -106 123 
188 addClause 73 163 -49 
189 addClause 29 -48 -71 
190 addClause 111 162 69 
191 addClause -116 68 -36 
192 addClause 3 -6 -124 
193 addClause 130 -176 -71 
194 addClause -62 -66 17 
195 addClause 68 -39 -7 
196 addClause 97 -185 74 
197 addClause 148 106 -174 
198 addClause -76 -12 184 
199 addClause -65 -149 135 
200 addClause 115 -43 84 
201 addClause -74 176 8 
202 addClause -107 91 149 
203 addClause -18 174 -60 
204 addClause -114 -81 4 
205 addClause -71 -93 -114 
206 addClause -109 -72 114 
207 addClause -3 -107 55 
208 addClause -161 -104 -22 
209 addClause -180 -123 -47 
210 addClause 55 -135 -27 
211 addClause 91 -52 93 
212 addClause 81 76 19 
213 addClause -20 -50 -187 
214 addClause 38 91 -14 
215 addClause -185 -83 -140 
216 addClause -3 -124 -72 
217 addClause -63 65 53 
218 addClause 52 -117 105 
219 addClause -82 -155 -169 
220 addClause -109 -30 -11 
221 addClause 4 -11 138 
222 addClause -40 -135 -187 
223 addClause 53 -101 -133 
224 addClause -142 -97 4 
225 addClause 2 23 107 
226 addClause 44 -143 144 
227 addClause -170 160 -69 
228 addClause -97 -154 -93 
229 addClause 98 -76 28 
230 addClause -4 88 14 
231 addClause -13 127 41 
232 addClause -142 -54 82 
233 addClause 60 -92 -111 
234 addClause -74 -32 -147 
235 addClause 99 169 78 
236 addClause -146 -156 26 
237 addClause 122 34 -90 
238 addClause -112 -88 27 
239 addClause 150 -143 -66 
240 addClause -36 -141 91 
241 addClause -8 -141 162 
242 addClause -62 15 6 
243 addClause -112 -19 -74 
244 addClause 69 153 -35 
245 addClause -25 142 -23 
246 addClause -172 -97 -158 
247 addClause -122 187 110 
248 addClause -88 -174 -149 
249 addClause -166 -29 -161 
250 addClause 143 -126 -91 
251 addClause -102 -105 -14 
252 addClause -82 128 118 
253 addClause 82 -96 -168 
254 addClause 141 168 169 
255 addClause 177 135 -4 
256 addClause -137 166 109 
257 addClause -12 -43 -163 
258 addClause 187 -115 146 
259 addClause 50 126 33 
260 addClause -129 67 25 
261 addClause -54 59 -151 
262 addClause -49 139 34 
263 addClause 113 -117 22 
264 addClause 16 -136 -66 
265 addClause -114 175 -32 
266 addClause 71 64 15 
267 addClause -155 124 -126 
268 addClause 127 161 -2 
269 addClause -45 13 -55 
270 addClause -41 114 116 
271 addClause -156 -65 -6 
272 addClause 42 57 -97 
273 addClause 3 20 -171 
274 addClause 168 -117 38 
275 addClause 174 -75 80 
276 addClause 59 92 -36 
277 addClause 129 -114 -189 
278 addClause 6 172 45 
279 addClause 38 -49 -136 
280 addClause 43 -41 -44 
281 addClause 109 117 111 
282 addClause 29 -170 78 
283 addClause -47 179 -99 
284 addClause 119 -137 -130 
285 addClause 110 -10 22 
286 addClause 145 -131 -157 
287 addClause -64 123 69 
288 addClause 61 -117 -166 
289 addClause 88 183 12 
290 addClause 71 -79 -70 
291 addClause 125 -8 -82 
292 addClause -37 -116 178 
293 addClause -142 -1 134 
294 addClause 112 170 148 
295 addClause 65 -187 -87 
296 addClause -116 47 2 
297 addClause 106 124 3 
298 addClause -8 -137 -62 
299 addClause 37 -80 -60 
300 addClause -100 158 54 
301 addClause -139 164 66 
302 addClause 80 156 -146 
303 addClause 23 -9 -45 
304 addClause -135 -177 -39 
305 addClause 18 -170 -54 
306 addClause -127 118 -36 
307 addClause 65 -3 -89 
308 addClause -115 15 -138 
309 addClause -89 -26 -90 
310 addClause -43 4 100 
311 addClause -166 7 -9 
312 addClause -29 187 -113 
313 addClause -144 -175 48 
314 addClause -132 -52 52 
315 addClause -19 -38 -136 
316 addClause 102 165 86 
317 addClause 44 178 -7 
318 addClause -31 115 91 
319 addClause -62 182 86 
320 addClause -47 149 -100 
321 addClause 5 -84 -146 
322 addClause 112 -47 -127 
323 addClause 139 -27 53 
324 addClause 125 99 13 
325 addClause 172 -80 95 
326 addClause 135 42 -21 
327 addClause 163 -33 175 
328 addClause 50 70 -166 
329 addClause 91 -179 -87 
330 addClause 21 -150 -49 
331 addClause 159 73 -57 
332 addClause -44 -85 59 
333 addClause -158 48 -66 
334 addClause 82 129 185 
335 addClause 112 102 129 
336 addClause -98 109 65 
337 addClause 153 118 -7 
338 addClause -175 67 -144 
339 addClause -47 -155 -90 
340 addClause 97 135 -3 
341 addClause 108 27 84 
342 addClause -118 51 -2 
343 addClause -63 -105 -6 
344 addClause 29 -9 33 
345 addClause 109 154 -66 
346 addClause 35 108 68 
347 addClause 15 -49 -11 
348 addClause 168 -24 128 
349 addClause -75 -152 -151 
350 addClause -33 63 -14 
351 addClause -66 157 126 
352 addClause -102 1 137 
353 addClause 5 -6 -182 
354 addClause 165 159 -22 
355 addClause 40 -162 167 
356 addClause 86 -92 -117 
357 addClause -81 106 33 
358 addClause 56 -64 -84 
359 addClause 31 66 -46 
360 addClause 181 -4 -116 
361 addClause 6 178 76 
362 addClause -80 114 6 
363 addClause 13 -92 -43 
364 addClause -135 -127 -16 
365 addClause -180 150 180 
366 addClause 56 113 -70 
367 addClause 153 -161 98 
368 addClause -108 140 -60 
369 addClause -154 -28 -170 
370 addClause -102 -87 16 
371 addClause 70 -77 -187 
372 addClause 87 118 -26 
373 addClause -110 48 -123 
374 addClause -179 -98 24 
375 addClause -186 -94 125 
376 addClause 56 -122 -182 
377 addClause -107 133 123 
378 addClause -55 -6 -33 
379 addClause -45 -107 -161 
380 addClause 29 115 -120 
381 addClause -91 183 -87 
382 addClause 69 -176 98 
383 addClause 185 19 -41 
384 addClause -139 67 95 
385 addClause 164 -179 -137 
386 addClause -47 38 186 
387 addClause 13 -79 152 
388 addClause -51 189 -149 
389 addClause -93 2 -116 
390 addClause 23 -53 -41 
391 addClause 105 -27 102 
392 addClause -32 -106 -22 
393 addClause -37 -165 -130 
394 addClause -88 135 -72 
395 addClause -176 -185 -178 
396 addClause -163 -85 116 
397 addClause 134 -21 -106 
398 addClause 144 104 -180 
399 addClause 175 54 96 
400 addClause 46 119 -165 
401 addClause 157 150 -120 
402 addClause 83 -59 158 
403 addClause -4 -115 -63 
404 addClause -23 94 -5 
405 addClause 38 149 -121 
406 addClause 60 -174 75 
407 addClause 147 -113 -43 
408 addClause -117 33 48 
409 addClause -158 -125 -131 
410 addClause 159 145 -59 
411 addClause 2 53 -89 
412 addClause -42 125 147 
413 addClause 118 -130 -31 
414 addClause 15 -40 -106 
415 addClause 127 -154 91 
416 addClause 52 146 144 
417 addClause 179 -171 -15 
418 addClause 53 103 -73 
419 addClause -134 185 -122 
420 addClause -110 179 -24 
421 addClause 78 45 -149 
422 addClause 4 184 30 
423 addClause 186 -30 -132 
424 addClause -58 -50 -181 
425 addClause 122 8 127 
426 addClause -185 -126 38 
427 addClause 66 -189 8 
428 addClause -107 -141 -104 
429 addClause 41 -122 -164 
430 addClause 137 -169 168 
431 addClause 174 -105 -4 
432 addClause -142 -106 -15 
433 addClause -169 -165 29 
434 addClause 166 111 -88 
435 addClause -18 1 -180 
436 addClause -4 93 -164 
437 addClause -96 186 102 
438 addClause 166 107 -180 
439 addClause 159 -113 107 
440 addClause -108 -161 -85 
441 addClause 47 155 -64 
442 addClause -86 -69 -162 
443 addClause -52 -81 -79 
444 addClause -99 -76 116 
445 addClause -136 -23 159 
446 addClause 39 -10 -167 
447 addClause -185 -84 -88 
448 addClause 175 164 -34 
449 addClause 126 -161 170 
450 addClause 100 21 77 
451 addClause -115 5 169 
452 addClause 19 151 41 
453 addClause -173 -179 19 
454 addClause 47 -96 9 
455 addClause 49 90 128 
456 addClause 170 -2 37 
457 addClause 189 20 -162 
458 addClause -66 105 -75 
459 addClause 118 50 -15 
460 addClause -107 -64 -102 
461 addClause -80 147 -88 
462 addClause -45 182 64 
463 addClause -119 84 9 
464 addClause -52 -129 -121 
465 addClause -109 119 169 
466 addClause -22 -151 68 
467 addClause -25 -54 -104 
468 addClause -117 75 -121 
469 addClause 7 -160 -101 
470 addClause 114 72 116 
471 addClause -117 134 76 
472 addClause -98 166 -96 
473 addClause -135 55 80 
474 addClause 142 39 115 
475 addClause 154 -149 43 
476 addClause 182 121 -88 
477 addClause -51 -79 37 
478 addClause -53 -4 50 
479 addClause -52 63 -51 
480 assuming 67 17 111 134 189 -10 100 -141 12 -128 -29 -84 176 -165 146 -58 51 -15 -54 -166 8 76 136 172 -190 -47 80 -50 -26 -147 -85 118 -137 175 -28 -33 149 -35 
