1 init
2 using solver LEARNING
3 Random Walk 0.8780507347451837
4 DBS simplification allowed
228 addClause -44 154 -19 
229 addClause -172 170 2 
230 addClause -89 -184 87 
231 addClause -143 155 -27 
232 addClause -56 -36 -107 
233 addClause 162 62 146 
234 addClause 99 -11 135 
235 addClause -42 107 132 
236 addClause -115 44 144 
237 addClause -90 -3 -144 
238 addClause 78 -133 -129 
239 addClause 48 -47 -95 
240 addClause 161 164 102 
241 addClause -118 17 105 
242 addClause 28 57 -174 
243 addClause -151 -5 -43 
244 addClause -131 175 -15 
245 addClause 132 165 -175 
246 addClause -163 -179 126 
247 addClause 97 30 179 
248 addClause -141 -103 28 
249 addClause 145 -184 43 
250 addClause -116 -29 109 
251 addClause -63 -124 126 
252 addClause -163 27 68 
253 addClause 11 -107 -42 
254 addClause 165 -40 -146 
255 addClause -134 -28 70 
256 addClause 89 134 173 
257 addClause 69 30 -52 
258 addClause 163 129 27 
259 addClause 87 -66 18 
260 addClause 45 -91 -9 
261 addClause 160 -102 -116 
262 addClause -72 -190 187 
263 addClause -181 134 -159 
264 addClause -24 167 -89 
265 addClause -149 180 33 
266 addClause 157 5 156 
267 addClause 162 -43 -177 
268 addClause -29 129 122 
269 addClause 118 158 -183 
270 addClause 73 31 140 
271 addClause -78 -77 -88 
272 addClause -17 -20 78 
273 addClause -84 -18 -124 
274 addClause -66 112 -41 
275 addClause 189 -69 16 
276 addClause -51 -34 -181 
277 addClause 140 -37 -67 
278 addClause 74 15 154 
279 addClause -54 21 -55 
280 addClause 21 -136 -3 
281 addClause 29 -44 78 
282 addClause -16 114 -147 
283 addClause 48 -128 167 
284 addClause -46 123 111 
285 addClause -64 32 -98 
286 addClause -122 -25 -91 
287 addClause -153 171 44 
288 addClause 70 112 -114 
289 addClause -127 -133 -141 
290 addClause -2 -165 -162 
291 addClause 49 85 -137 
292 addClause -12 61 157 
293 addClause -105 -86 23 
294 addClause 88 172 77 
295 addClause -154 9 -25 
296 addClause 75 -33 -34 
297 addClause 71 -120 -162 
298 addClause -92 17 -2 
299 addClause 17 -25 154 
300 addClause -88 -60 134 
301 addClause 175 -124 -133 
302 addClause 157 -184 -48 
303 addClause -101 21 -6 
304 addClause -20 -192 -90 
305 addClause -29 78 -177 
306 addClause -178 1 167 
307 addClause 92 -125 -170 
308 addClause -189 129 20 
309 addClause 96 -60 17 
310 addClause -48 46 -120 
311 addClause 49 -133 29 
312 addClause -56 141 -145 
313 addClause -192 -70 100 
314 addClause 7 67 149 
315 addClause -100 134 -169 
316 addClause 177 176 158 
317 addClause 138 129 6 
318 addClause -137 76 -142 
319 addClause -142 24 -177 
320 addClause -50 -40 -181 
321 addClause -113 -129 -97 
322 addClause 37 124 -64 
323 addClause 187 -146 -152 
324 addClause 152 68 -130 
325 addClause 155 -160 -43 
326 addClause 186 -96 132 
327 addClause 129 -137 -149 
328 addClause -165 13 135 
329 addClause -137 -123 147 
330 addClause 89 -55 -84 
331 addClause 47 -177 -110 
332 addClause 129 -51 25 
333 addClause -53 -78 44 
334 addClause -146 155 74 
335 addClause -3 -158 135 
336 addClause -97 88 -55 
337 addClause 179 12 48 
338 addClause -96 -77 7 
339 addClause -68 79 176 
340 addClause 34 59 42 
341 addClause -115 77 -112 
342 addClause 27 133 35 
343 addClause 162 53 168 
344 addClause 155 -68 133 
345 addClause -179 -58 -20 
346 addClause -180 190 -80 
347 addClause -104 32 10 
348 addClause -129 139 160 
349 addClause 137 128 -114 
350 addClause 190 -95 -144 
351 addClause 157 69 -77 
352 addClause 184 -68 -39 
353 addClause 70 -35 41 
354 addClause 85 -178 -54 
355 addClause -173 -81 -66 
356 addClause -170 -169 -125 
357 addClause -18 -4 106 
358 addClause -30 -93 -131 
359 addClause 128 95 -183 
360 addClause -131 63 90 
361 addClause -89 -47 26 
362 addClause -171 -148 131 
363 addClause 43 -21 -38 
364 addClause 145 -29 -96 
365 addClause -135 -129 -98 
366 addClause 77 37 -46 
367 addClause 85 -167 115 
368 addClause -45 -123 -146 
369 addClause -99 119 189 
370 addClause 71 -167 -83 
371 addClause -110 -64 -6 
372 addClause -160 44 -187 
373 addClause -157 52 150 
374 addClause 97 -89 170 
375 addClause 18 53 -82 
376 addClause 28 -189 127 
377 addClause 110 -16 148 
378 addClause 99 -116 -96 
379 addClause 113 -116 -172 
380 addClause -82 14 41 
381 addClause 37 -15 -59 
382 addClause -26 79 -87 
383 addClause -3 -23 115 
384 addClause 5 70 34 
385 addClause -139 -175 18 
386 addClause 101 15 5 
387 addClause -8 81 -88 
388 addClause -12 181 75 
389 addClause -157 -143 -128 
390 addClause 50 46 -173 
391 addClause -144 -88 63 
392 addClause -157 92 -126 
393 addClause -56 70 72 
394 addClause -50 -133 189 
395 addClause -108 -4 -56 
396 addClause -79 -93 -132 
397 addClause -113 -89 8 
398 addClause -55 -161 -103 
399 addClause 187 169 -100 
400 addClause 178 -181 -50 
401 addClause -3 -178 18 
402 addClause -40 -174 -28 
403 addClause -74 103 134 
404 addClause 167 142 71 
405 addClause 70 -35 -113 
406 addClause 115 -8 37 
407 addClause 33 -30 8 
408 addClause -51 187 152 
409 addClause 91 -82 138 
410 addClause -78 99 -99 
411 addClause 80 137 -28 
412 addClause -126 120 14 
413 addClause -166 71 -109 
414 addClause -85 -130 122 
415 addClause -23 109 162 
416 addClause 118 -26 81 
417 addClause 163 46 -8 
418 addClause 108 76 75 
419 addClause -130 73 -105 
420 addClause -93 35 15 
421 addClause 24 78 123 
422 addClause 66 142 22 
423 addClause 109 -91 -155 
424 addClause 120 21 -98 
425 addClause 94 -152 -55 
426 addClause 52 -157 -125 
427 addClause -187 104 65 
428 addClause 86 94 99 
429 addClause 9 109 104 
430 addClause 56 -39 -36 
431 addClause -107 -113 -30 
432 addClause -91 10 149 
433 addClause 167 -88 -192 
434 addClause -48 139 108 
435 addClause 51 126 70 
436 addClause -12 148 81 
437 addClause -14 54 50 
438 addClause 98 168 -162 
439 addClause 7 -32 2 
440 addClause 21 166 -16 
441 addClause 176 113 -41 
442 addClause 82 -184 171 
443 addClause -120 -104 103 
444 addClause -128 17 119 
445 addClause 86 71 108 
446 addClause -191 39 22 
447 addClause 2 36 134 
448 addClause -56 85 -128 
449 addClause 98 -118 129 
450 addClause 158 101 150 
451 addClause 58 36 -126 
452 addClause 164 -86 162 
453 addClause 27 63 -45 
454 addClause -49 108 104 
455 addClause -183 69 97 
456 addClause -67 -14 -42 
457 addClause 182 118 -162 
458 addClause 28 55 -51 
459 addClause 153 -66 -3 
460 addClause 159 113 177 
461 addClause 4 131 54 
462 addClause 8 -7 167 
463 addClause -36 -85 -116 
464 addClause -162 165 -175 
465 addClause 51 -142 -134 
466 addClause -98 -121 -16 
467 addClause 22 -32 71 
468 addClause -38 -112 168 
469 addClause 191 173 -178 
470 addClause 86 -40 -172 
471 addClause 137 53 -45 
472 addClause 30 -90 22 
473 addClause -170 91 -77 
474 addClause -101 -186 186 
475 addClause 43 -77 -171 
476 addClause 71 -173 11 
477 addClause -163 -24 -147 
478 addClause 23 -12 127 
479 addClause 38 -80 133 
480 addClause -68 -147 63 
481 addClause -50 -191 -59 
482 addClause -151 163 -65 
483 addClause -81 25 27 
484 addClause 55 -113 -102 
485 addClause -91 187 -132 
486 addClause 117 50 160 
487 assuming -158 -135 -163 177 -98 58 150 175 -27 38 176 71 -1 156 -79 -72 33 186 -134 
488 addClause -169 59 -120 
489 addClause -138 16 203 
490 addClause 126 122 -195 
491 addClause -217 -90 -118 
492 addClause -160 42 -164 
493 addClause 164 -49 2 
494 addClause -102 -230 -154 
495 addClause 9 -157 171 
496 addClause 123 -231 57 
497 addClause 127 226 -62 
498 addClause 92 66 -165 
499 addClause 232 148 85 
500 addClause -164 29 189 
501 addClause -223 14 -98 
502 addClause -229 -188 70 
503 addClause -245 -88 -106 
504 addClause 85 24 -241 
505 addClause 76 -75 59 
506 addClause -213 245 4 
507 addClause 113 -165 -167 
508 addClause -115 -158 22 
509 addClause -29 -59 32 
510 addClause -99 33 232 
511 addClause -117 -186 182 
512 addClause -70 -85 -220 
513 addClause -36 105 -3 
514 addClause 49 -17 -205 
515 addClause -221 -17 31 
516 addClause 38 64 -158 
517 addClause 78 -40 8 
518 addClause -119 -10 214 
519 addClause 98 -55 -66 
520 addClause -155 -84 -145 
521 addClause 87 -181 247 
522 addClause 97 -45 228 
523 addClause -243 -5 -181 
524 addClause -3 127 -172 
525 addClause -122 -218 244 
526 addClause 148 -34 24 
527 addClause 29 38 -3 
528 addClause 46 -182 135 
529 addClause 184 105 -137 
530 addClause 174 -215 232 
531 addClause 16 47 76 
532 addClause 34 218 -201 
533 addClause 34 -241 172 
534 addClause -159 205 117 
535 addClause 21 -193 -129 
536 addClause -82 -68 -207 
537 addClause 201 14 235 
538 addClause -221 114 203 
539 addClause -34 -209 35 
540 addClause 66 80 188 
541 addClause 98 -1 141 
542 addClause 166 223 83 
543 addClause -110 -64 -36 
544 addClause -89 -46 -106 
545 addClause -12 -158 -203 
546 addClause 169 51 -87 
547 addClause 193 79 -136 
548 addClause -92 -221 216 
549 addClause -181 227 -122 
550 addClause -61 30 -210 
551 addClause 167 39 -126 
552 addClause 179 5 235 
553 addClause -137 10 153 
554 addClause -156 226 -28 
555 addClause 78 -86 184 
556 addClause 70 -122 -176 
557 addClause 11 -16 -151 
558 addClause 66 -38 198 
559 addClause -24 135 45 
560 addClause 9 -46 120 
561 addClause -41 83 147 
562 addClause -199 108 -102 
563 addClause -174 209 -145 
564 addClause -112 -123 -104 
565 addClause 246 -94 12 
566 addClause -203 108 17 
567 addClause -209 -38 -19 
568 addClause 205 165 -218 
569 addClause 24 196 185 
570 addClause -183 85 19 
571 addClause -12 -69 -29 
572 addClause 146 233 54 
573 addClause -179 174 201 
574 addClause 78 185 -175 
575 addClause 172 97 151 
576 addClause -92 81 -56 
577 addClause -100 136 11 
578 addClause -19 -209 -228 
579 addClause 68 245 23 
580 addClause -89 -122 110 
581 addClause 123 -45 206 
582 addClause 114 56 206 
583 addClause -232 100 177 
584 addClause -183 -54 -35 
585 addClause -197 -89 21 
586 addClause 146 15 243 
587 addClause 77 -23 116 
588 addClause -37 -146 26 
589 addClause 105 228 7 
590 addClause -155 -184 19 
591 addClause -80 -3 50 
592 addClause -41 37 -117 
593 addClause -29 -188 -92 
594 addClause -135 71 72 
595 addClause -63 2 79 
596 addClause -112 213 -42 
597 addClause 16 60 106 
598 addClause 140 -35 80 
599 addClause -164 40 -45 
600 addClause -1 -104 222 
601 addClause 131 246 219 
602 addClause -229 -71 84 
603 addClause 41 -71 -41 
604 addClause 198 -186 36 
605 addClause 31 -179 230 
606 addClause -221 36 97 
607 addClause -97 25 -35 
608 addClause -54 50 -36 
609 addClause -178 -86 84 
610 addClause 47 -61 197 
611 addClause 72 -236 -97 
612 addClause -8 83 -219 
613 addClause -34 -27 236 
614 addClause 88 -49 101 
615 addClause -174 59 -106 
616 addClause 204 163 6 
617 addClause 114 33 238 
618 addClause -24 -169 -122 
619 addClause 137 108 -2 
620 addClause 211 -34 91 
621 addClause -26 24 240 
622 addClause 172 -41 94 
623 addClause -169 109 -42 
624 addClause 162 -188 -10 
625 addClause 133 205 -238 
626 addClause -167 141 164 
627 addClause -53 -141 10 
628 addClause -125 -201 162 
629 addClause 94 37 100 
630 assuming -141 241 -152 154 -189 97 164 248 97 97 102 -155 -72 86 173 56 218 -150 101 -120 -103 153 -168 -191 120 
