1 init
2 using solver PHASE
3 Random Walk 0.5152359565364061
4 DBS simplification allowed
220 addClause -71 53 47 
221 addClause -85 -4 -107 
222 addClause 69 -76 28 
223 addClause -84 84 54 
224 addClause 4 26 56 
225 addClause 51 118 21 
226 addClause 18 84 -95 
227 addClause -27 42 38 
228 addClause 45 -67 -54 
229 addClause 44 22 63 
230 addClause -118 71 -109 
231 addClause -60 -21 -77 
232 addClause 98 -79 114 
233 addClause -61 -47 -91 
234 addClause -124 5 19 
235 addClause -73 48 -97 
236 addClause -2 84 102 
237 addClause -95 -67 -2 
238 addClause -54 52 -1 
239 addClause -64 -36 -32 
240 addClause -101 29 71 
241 addClause -93 5 73 
242 addClause -116 -99 42 
243 addClause -73 58 -63 
244 addClause -12 42 36 
245 addClause -106 26 -97 
246 addClause 104 -108 -57 
247 addClause 23 -9 1 
248 addClause -90 -101 94 
249 addClause 83 71 -104 
250 addClause -104 -72 -48 
251 addClause -102 -3 49 
252 addClause -101 -36 52 
253 addClause -107 96 -91 
254 addClause -16 97 -81 
255 addClause -34 66 46 
256 addClause 100 16 35 
257 addClause 19 -33 3 
258 addClause -5 121 78 
259 addClause 26 -109 102 
260 addClause 106 -94 -109 
261 addClause -112 11 8 
262 addClause 73 123 -63 
263 addClause -110 64 78 
264 addClause 8 109 65 
265 addClause 48 -17 -58 
266 addClause -112 56 101 
267 addClause 93 45 74 
268 addClause 88 84 85 
269 addClause 53 59 -51 
270 addClause -68 -119 75 
271 addClause 105 2 -122 
272 addClause -33 77 55 
273 addClause -113 -6 -18 
274 addClause -68 117 15 
275 addClause -91 -32 41 
276 addClause 31 46 35 
277 addClause -103 9 50 
278 addClause -70 -92 -121 
279 addClause -3 -88 -31 
280 addClause 24 -38 46 
281 addClause 40 -80 26 
282 addClause 55 -100 65 
283 addClause 91 -6 -120 
284 addClause 115 5 116 
285 addClause 111 -49 72 
286 addClause 97 64 100 
287 addClause 97 -113 -42 
288 addClause 60 -53 -25 
289 addClause 37 7 34 
290 addClause 97 -88 -30 
291 addClause 27 116 -56 
292 addClause 11 48 71 
293 addClause -81 27 24 
294 addClause -10 -69 -48 
295 addClause 42 -124 -115 
296 addClause 62 25 105 
297 addClause 73 -110 -85 
298 addClause -72 96 91 
299 addClause -4 -48 -62 
300 addClause 5 24 -19 
301 addClause -25 83 -10 
302 addClause -78 -68 -120 
303 addClause -48 -67 -93 
304 addClause 98 86 -88 
305 addClause -94 -92 -46 
306 addClause 63 -114 79 
307 addClause 78 51 9 
308 addClause 28 42 -14 
309 addClause -98 88 57 
310 addClause 56 5 85 
311 addClause -85 46 2 
312 addClause -95 -98 101 
313 addClause -40 -108 -27 
314 addClause 95 19 -117 
315 assuming -21 -92 40 -61 -12 -74 50 11 115 15 63 88 
316 addClause -178 5 33 
317 addClause 111 -89 138 
318 addClause -42 169 88 
319 addClause 23 138 14 
320 addClause 85 103 86 
321 addClause 54 174 162 
322 addClause -180 -69 162 
323 addClause -176 -70 -148 
324 addClause 144 51 2 
325 addClause -60 -55 -181 
326 addClause -73 110 79 
327 addClause 63 -136 -164 
328 addClause -5 13 45 
329 addClause -167 -1 151 
330 addClause -147 -136 137 
331 addClause 159 58 -41 
332 addClause -77 58 -114 
333 addClause 2 150 -159 
334 addClause 68 -172 149 
335 addClause 125 -4 58 
336 addClause 126 180 -161 
337 addClause -165 -160 -3 
338 addClause 74 -161 -177 
339 addClause 136 -111 161 
340 addClause 44 -131 118 
341 addClause 174 -155 -101 
342 addClause 113 -49 10 
343 addClause 149 -101 137 
344 addClause 22 124 -33 
345 addClause 17 90 106 
346 addClause 145 15 -6 
347 addClause 47 32 -21 
348 addClause -23 124 6 
349 addClause -11 8 -61 
350 addClause 163 77 -54 
351 addClause 177 15 -51 
352 addClause 55 -134 17 
353 addClause -152 146 118 
354 addClause 153 38 -72 
355 addClause 130 29 163 
356 addClause -128 126 54 
357 addClause 79 136 87 
358 addClause -147 -1 -96 
359 addClause 157 129 -19 
360 addClause 151 159 -105 
361 addClause -154 69 -156 
362 addClause -93 122 12 
363 addClause -15 -109 -83 
364 addClause -107 58 132 
365 addClause 20 61 -37 
366 addClause -56 165 5 
367 addClause -129 131 1 
368 addClause -139 -177 -154 
369 addClause -153 -61 -85 
370 addClause 32 -46 159 
371 addClause -44 -79 118 
372 addClause -177 23 -173 
373 addClause -144 132 102 
374 addClause 72 17 -114 
375 addClause 62 129 94 
376 addClause 29 -148 -17 
377 addClause 177 -39 -160 
378 addClause 1 -63 155 
379 addClause 145 63 157 
380 addClause 101 -167 154 
381 addClause -111 111 116 
382 addClause -27 -2 73 
383 addClause -79 171 155 
384 addClause 70 114 -23 
385 addClause -74 -131 -154 
386 addClause 109 -141 -174 
387 addClause -93 160 -9 
388 addClause -59 -178 -174 
389 addClause -144 21 -140 
390 addClause 28 -160 27 
391 addClause 1 -178 19 
392 addClause -90 85 146 
393 addClause -39 -180 -152 
394 addClause -99 127 139 
395 addClause 36 -13 138 
396 addClause 53 171 -104 
397 addClause -161 112 62 
398 addClause -55 99 -146 
399 addClause 6 108 48 
400 addClause -36 171 -111 
401 addClause 26 -107 -35 
402 addClause -179 -89 -160 
403 addClause -139 56 -170 
404 addClause -105 -89 -49 
405 addClause 165 -134 122 
406 addClause -176 -69 -32 
407 addClause -39 131 -7 
408 addClause 72 83 19 
409 addClause -110 -3 142 
410 addClause 113 157 -67 
411 addClause -21 -93 25 
412 addClause -77 -21 -100 
413 addClause 41 -81 -59 
414 addClause 7 -79 22 
415 addClause -104 4 49 
416 addClause 167 101 148 
417 addClause -48 -78 -30 
418 addClause -173 -88 127 
419 addClause -21 -88 114 
420 addClause -49 175 -69 
421 addClause -115 153 88 
422 addClause 106 173 -175 
423 addClause 168 124 74 
424 addClause 159 42 170 
425 addClause 153 125 -90 
426 addClause -10 170 -156 
427 addClause 110 -52 11 
428 addClause 159 -38 68 
429 addClause 16 -178 6 
430 addClause -5 -7 -169 
431 addClause -77 111 167 
432 addClause -67 -56 165 
433 addClause -58 135 -97 
434 addClause -148 -22 146 
435 addClause 8 58 42 
436 addClause -3 36 32 
437 addClause 20 13 5 
438 addClause 46 154 42 
439 addClause -141 -32 45 
440 addClause 67 -12 20 
441 addClause 13 -164 57 
442 addClause 139 -148 -120 
443 addClause 161 -155 103 
444 addClause -66 -150 144 
445 addClause 161 -140 -113 
446 addClause -180 -170 40 
447 addClause 69 58 -55 
448 addClause -176 120 149 
449 addClause -69 -72 48 
450 addClause 35 -35 -180 
451 addClause 15 -150 118 
452 addClause -161 -71 140 
453 addClause 25 -53 157 
454 addClause 142 -178 -83 
455 addClause -152 -42 -111 
456 addClause 151 139 132 
457 addClause -27 -39 38 
458 assuming 137 -145 -16 -122 -27 52 99 84 41 67 -72 160 -18 36 -39 78 -14 142 
459 addClause 341 -214 22 
460 addClause 200 74 -279 
461 addClause 332 -210 -74 
462 addClause -343 -341 -130 
463 addClause -12 -249 -211 
464 addClause -344 -241 -372 
465 addClause 138 -58 -33 
466 addClause 169 248 205 
467 addClause -185 -225 134 
468 addClause -312 -356 -373 
469 addClause -247 -371 -99 
470 addClause -71 -288 -287 
471 addClause 354 89 341 
472 addClause -121 229 47 
473 addClause 211 -324 276 
474 addClause -369 93 -47 
475 addClause -358 -316 81 
476 addClause -167 365 271 
477 addClause -108 -83 101 
478 addClause -108 241 159 
479 addClause 136 58 144 
480 addClause -196 301 -198 
481 addClause 360 26 -358 
482 addClause 159 -324 62 
483 addClause -369 -86 -15 
484 addClause 152 59 -186 
485 addClause 208 -196 -20 
486 addClause 34 -346 333 
487 addClause -251 -192 104 
488 addClause 327 23 250 
489 addClause 324 217 -350 
490 addClause 76 -45 -66 
491 addClause 149 1 283 
492 addClause 151 81 157 
493 addClause 113 70 43 
494 addClause 164 -52 265 
495 addClause -79 -26 -268 
496 addClause 17 324 -328 
497 addClause -296 191 19 
498 addClause 160 335 346 
499 addClause 296 -323 -9 
500 addClause 111 -340 304 
501 addClause 250 -235 -59 
502 addClause 347 -82 -197 
503 addClause -16 -76 -229 
504 addClause 289 -326 -75 
505 addClause -73 112 136 
506 addClause 292 333 -361 
507 addClause 326 314 -355 
508 addClause 83 -212 19 
509 addClause 332 -182 -291 
510 addClause -79 348 -28 
511 addClause -359 172 -89 
512 addClause -138 -253 -374 
513 addClause -11 284 300 
514 addClause -9 -323 18 
515 addClause 334 -207 -297 
516 addClause 144 -203 307 
517 addClause 352 262 -68 
518 addClause -57 -67 277 
519 addClause -309 52 -374 
520 addClause -151 -310 -72 
521 addClause 91 127 -252 
522 addClause -48 212 192 
523 addClause -301 -365 -115 
524 addClause 346 -294 -325 
525 addClause -354 75 252 
526 addClause -192 -211 316 
527 addClause -120 -96 -159 
528 addClause 315 -30 267 
529 addClause -95 240 174 
530 addClause 234 -273 -15 
531 addClause -53 63 90 
532 addClause -79 138 312 
533 addClause 324 179 -262 
534 addClause -339 34 124 
535 addClause -366 -23 57 
536 addClause -10 106 262 
537 addClause -69 -63 -234 
538 addClause 225 -307 149 
539 addClause 47 28 228 
540 addClause -78 160 242 
541 addClause 140 296 58 
542 addClause -363 373 -45 
543 addClause 84 -13 -150 
544 addClause -98 -221 -89 
545 addClause 239 -280 -350 
546 addClause 108 54 371 
547 addClause 318 205 -82 
548 addClause -327 -191 103 
549 addClause -87 -295 281 
550 addClause -16 9 -336 
551 addClause -44 352 -330 
552 addClause 35 -198 -35 
553 addClause -130 312 -10 
554 addClause 118 121 -107 
555 addClause 258 37 360 
556 addClause -336 -289 -217 
557 addClause -166 -347 14 
558 addClause -296 299 -298 
559 addClause 14 359 -311 
560 addClause 269 -94 -119 
561 addClause 100 92 -242 
562 addClause 265 65 -234 
563 addClause -274 269 347 
564 addClause 70 115 339 
565 addClause 87 -163 363 
566 addClause -85 -238 -39 
567 addClause -52 350 217 
568 addClause 241 -308 236 
569 addClause 20 -19 -16 
570 addClause -364 -176 -62 
571 addClause -225 -308 -327 
572 addClause -52 147 272 
573 addClause -288 259 -133 
574 addClause -41 270 -112 
575 addClause -16 337 341 
576 addClause 169 306 -100 
577 addClause -273 24 -163 
578 addClause -10 -282 10 
579 addClause -226 -211 175 
580 addClause -205 236 2 
581 addClause 372 206 -155 
582 addClause -324 -356 242 
583 addClause 182 249 -8 
584 addClause 241 -170 335 
585 addClause -51 138 -49 
586 addClause -303 -182 -242 
587 addClause -278 285 21 
588 addClause 48 -57 -286 
589 addClause -154 37 -74 
590 addClause -305 -337 10 
591 addClause -107 -170 182 
592 addClause -251 -170 -257 
593 addClause -207 68 155 
594 addClause -279 -339 34 
595 addClause -287 91 267 
596 addClause 248 231 -39 
597 addClause -152 -240 -23 
598 addClause 50 -249 324 
599 addClause -163 358 -35 
600 addClause 21 -39 69 
601 addClause 168 312 -17 
602 addClause -237 205 -54 
603 addClause -137 167 -35 
604 addClause -27 55 274 
605 addClause -349 74 -95 
606 addClause -291 -84 -354 
607 addClause 57 -68 323 
608 addClause -126 306 -145 
609 addClause 57 170 228 
610 addClause 374 206 319 
611 addClause -37 -284 -194 
612 addClause 95 367 237 
613 addClause -341 354 -228 
614 addClause 345 2 232 
615 addClause -163 59 173 
616 addClause 286 -294 -86 
617 addClause 261 -128 -373 
618 addClause -258 49 312 
619 addClause -328 71 -97 
620 addClause 100 63 375 
621 addClause -370 294 48 
622 addClause 144 -186 117 
623 addClause -200 264 212 
624 addClause 192 -343 -119 
625 addClause -282 179 -62 
626 addClause 101 -65 98 
627 addClause 128 -234 136 
628 addClause 306 97 148 
629 addClause -332 311 192 
630 addClause -257 -35 360 
631 addClause 354 -20 208 
632 addClause -33 332 301 
633 addClause -46 -212 -145 
634 addClause -151 30 217 
635 addClause 321 -245 124 
636 addClause 232 137 261 
637 addClause -49 -151 183 
638 addClause -155 75 -200 
639 addClause -370 48 -240 
640 addClause -77 238 -325 
641 addClause 40 185 -46 
642 addClause -103 329 221 
643 addClause 259 175 -360 
644 addClause 10 -313 115 
645 addClause -133 -335 -278 
646 addClause -190 -40 -307 
647 addClause 103 -304 -33 
648 addClause -216 163 283 
649 addClause 240 -282 -186 
650 addClause -200 -245 -113 
651 addClause 166 -81 371 
652 addClause -54 -174 -157 
653 addClause 333 357 -327 
654 addClause 361 -133 338 
655 addClause 20 -166 -17 
656 addClause 331 -154 291 
657 addClause -322 -283 319 
658 addClause 10 -284 -302 
659 addClause -89 -357 -275 
660 addClause -160 29 -32 
661 addClause -169 192 172 
662 addClause 351 -30 -15 
663 addClause -25 -371 336 
664 addClause 171 -255 -272 
665 addClause 287 -9 -149 
666 addClause -61 352 -325 
667 addClause -229 -14 51 
668 addClause -156 -331 -139 
669 addClause -223 -36 281 
670 addClause -70 101 -85 
671 addClause 265 -133 328 
672 addClause 265 -188 -322 
673 addClause 121 97 180 
674 addClause -325 341 369 
675 addClause 353 -152 -224 
676 addClause 192 -128 256 
677 addClause -138 187 -93 
678 addClause -71 -306 -290 
679 addClause -185 -213 169 
680 addClause 139 -84 61 
681 addClause -375 347 300 
682 addClause -108 111 -110 
683 addClause -191 -148 -2 
684 addClause 333 -367 -335 
685 addClause 286 -149 -299 
686 addClause -342 301 -219 
687 addClause -265 -157 -209 
688 addClause -84 314 134 
689 addClause -282 29 131 
690 addClause -10 -370 291 
691 addClause 84 311 -337 
692 addClause -151 90 -355 
693 addClause 69 -38 364 
694 addClause 111 -132 103 
695 addClause 164 87 -76 
696 addClause 324 202 -182 
697 addClause 100 64 12 
698 addClause 110 331 16 
699 addClause 298 29 -126 
700 addClause 311 237 165 
701 addClause 46 -301 -312 
702 addClause 121 -31 -250 
703 addClause 54 359 16 
704 addClause -209 35 -90 
705 addClause -65 246 167 
706 addClause 332 296 -95 
707 addClause -243 234 58 
708 addClause -107 289 373 
709 addClause 46 236 216 
710 addClause -78 325 63 
711 addClause 10 -147 14 
712 addClause -160 -342 261 
713 addClause 99 151 278 
714 addClause -120 163 -361 
715 addClause 169 -106 363 
716 addClause -356 78 84 
717 addClause 349 -124 336 
718 addClause 224 18 7 
719 addClause 124 -164 363 
720 addClause 276 136 -295 
721 addClause 355 -327 125 
722 addClause -15 -319 174 
723 addClause -177 177 266 
724 addClause 319 301 49 
725 addClause -141 -60 100 
726 addClause -318 -93 -177 
727 addClause -130 291 167 
728 addClause 82 -120 303 
729 addClause 160 234 -127 
730 addClause -266 -25 -132 
731 addClause -339 39 272 
732 addClause -278 -230 -169 
733 addClause 268 -303 -197 
734 addClause 288 -56 67 
735 addClause -337 -103 -77 
736 addClause -100 262 94 
737 addClause -323 195 202 
738 addClause -292 59 -129 
739 addClause -296 251 312 
740 addClause 179 -94 56 
741 addClause -267 199 301 
742 addClause 270 -192 357 
743 addClause -299 -239 -46 
744 addClause 125 -63 -10 
745 addClause -13 101 305 
746 addClause 66 24 -287 
747 addClause -188 -114 140 
748 addClause -293 -314 308 
749 addClause -163 95 -26 
750 addClause 136 61 -283 
751 addClause 309 262 -294 
752 addClause -357 -342 -76 
753 addClause 7 -370 323 
754 addClause 227 -72 -346 
755 addClause 118 104 -259 
756 addClause 60 86 289 
757 addClause -154 168 -31 
758 addClause -346 197 -181 
759 addClause 342 -114 -192 
760 addClause 117 -60 107 
761 addClause 277 -332 205 
762 addClause 163 265 347 
763 addClause -295 -340 -199 
764 addClause -294 -297 -333 
765 addClause -238 368 190 
766 addClause -72 -293 -23 
767 addClause -286 42 -16 
768 addClause 373 -61 267 
769 addClause 298 -200 -81 
770 addClause 303 201 183 
771 addClause -249 -362 67 
772 addClause 245 -194 308 
773 addClause -138 -166 -130 
774 addClause 58 154 -243 
775 addClause 341 -318 211 
776 addClause -290 -35 76 
777 addClause 194 -333 -278 
778 addClause 32 -278 -340 
779 addClause 12 -113 -368 
780 addClause -107 132 155 
781 addClause 235 248 18 
782 addClause -161 -261 12 
783 addClause 125 220 -249 
784 addClause 14 189 354 
785 addClause 110 202 -174 
786 addClause -329 -145 -154 
787 addClause 359 375 228 
788 addClause 347 128 136 
789 addClause -23 353 -271 
790 addClause 344 315 -202 
791 addClause 313 85 -293 
792 addClause 171 -37 -375 
793 addClause 193 59 365 
794 addClause 161 270 169 
795 addClause 41 8 -118 
796 addClause -331 289 -332 
797 addClause 363 106 -177 
798 addClause -211 -217 343 
799 addClause 155 -363 -127 
800 addClause -360 -203 329 
801 addClause 191 272 -350 
802 addClause 18 204 -75 
803 addClause 36 24 217 
804 addClause -39 242 -236 
805 addClause 207 128 199 
806 addClause 272 144 67 
807 addClause -266 -290 187 
808 addClause 287 -277 210 
809 addClause -35 122 -116 
810 addClause -340 37 -331 
811 addClause -258 -90 352 
812 addClause 295 196 70 
813 addClause 275 91 -78 
814 addClause 96 104 199 
815 addClause 257 -308 -241 
816 addClause -329 203 15 
817 addClause -171 -185 -75 
818 addClause 89 306 362 
819 addClause -291 -54 -4 
820 addClause -135 -296 177 
821 addClause -55 187 -178 
822 addClause -333 -222 77 
823 addClause -142 -156 -220 
824 addClause -353 -7 198 
825 addClause 96 -149 -148 
826 addClause -373 161 306 
827 addClause 57 72 157 
828 addClause 245 -109 184 
829 addClause 149 -67 25 
830 addClause 121 -41 -185 
831 addClause -284 -40 -189 
832 addClause -368 250 116 
833 addClause 250 -312 -32 
834 addClause -367 -30 -154 
835 addClause 365 -372 118 
836 addClause 24 313 86 
837 addClause 250 -155 -268 
838 addClause 143 -116 -350 
839 addClause -45 160 -121 
840 addClause -67 149 36 
841 addClause 305 41 -108 
842 addClause 340 -252 -170 
843 addClause 70 -258 26 
844 addClause 236 -157 -159 
845 addClause 177 308 193 
846 addClause 136 -66 19 
847 addClause 28 304 62 
848 addClause 356 273 168 
849 addClause -201 -303 -311 
850 addClause 244 45 318 
851 addClause -13 174 -368 
852 addClause 370 -22 154 
853 addClause 211 98 -58 
854 addClause 115 -137 172 
855 addClause 366 215 -202 
856 addClause -19 75 45 
857 addClause -244 -225 -249 
858 addClause -354 -368 115 
859 addClause 196 23 -32 
860 addClause -185 138 -119 
861 addClause -374 164 8 
862 addClause -117 -249 6 
863 addClause -100 -211 -287 
864 addClause 217 13 329 
865 addClause -170 -116 -123 
866 addClause 104 -155 101 
867 addClause -83 -33 52 
868 addClause -223 157 -300 
869 addClause -298 -303 -96 
870 addClause 188 183 -87 
871 addClause -61 179 -365 
872 addClause -120 -241 -310 
873 addClause -134 141 -366 
874 addClause 101 61 -288 
875 addClause 19 137 -271 
876 addClause 45 24 -207 
877 addClause -33 -101 -78 
878 addClause -149 236 -374 
879 addClause 150 15 128 
880 addClause -244 -136 -48 
881 addClause -123 -166 326 
882 addClause 139 -226 71 
883 addClause 190 -164 49 
884 addClause -367 125 -160 
885 addClause 339 -333 245 
886 addClause 53 286 40 
887 addClause -278 46 -15 
888 addClause 187 42 -77 
889 addClause 228 -134 263 
890 addClause 197 55 -312 
891 addClause -30 350 198 
892 addClause 225 373 -25 
893 addClause 155 -328 60 
894 addClause -269 -224 -115 
895 addClause -47 329 271 
896 addClause -262 164 319 
897 addClause 40 236 -189 
898 addClause -111 318 -273 
899 addClause -101 1 -98 
900 addClause 18 11 -263 
901 addClause -163 -86 338 
902 addClause 44 -131 -13 
903 addClause -315 218 188 
904 addClause 224 190 210 
905 addClause 266 339 371 
906 addClause -238 84 -279 
907 addClause -190 185 -142 
908 addClause 157 -73 78 
909 addClause 217 -196 186 
910 addClause -374 93 328 
911 addClause -184 320 151 
912 addClause -106 140 134 
913 addClause 275 -311 -87 
914 addClause -57 -269 -154 
915 addClause 13 -237 250 
916 addClause -73 271 -280 
917 addClause 131 -299 -343 
918 addClause -160 -275 169 
919 addClause -88 -217 134 
920 addClause 282 288 22 
921 addClause 320 32 221 
922 addClause -86 32 -76 
923 addClause 100 -81 277 
924 addClause 198 359 -322 
925 addClause -315 330 -56 
926 addClause 288 275 273 
927 addClause 341 110 -307 
928 addClause -209 -127 -25 
929 addClause 34 -178 228 
930 addClause -83 257 175 
931 addClause 152 156 -244 
932 addClause -56 -140 -168 
933 addClause 299 -370 86 
934 addClause 210 -195 -96 
935 addClause -183 -106 330 
936 addClause 77 247 52 
937 addClause -172 148 -249 
938 addClause -359 139 230 
939 addClause -281 -70 367 
940 addClause -342 325 109 
941 addClause -256 -259 359 
942 addClause 148 354 -61 
943 addClause -133 -282 -291 
944 addClause 207 136 171 
945 addClause 256 362 275 
946 assuming -189 78 52 -64 196 -150 -257 -303 -19 270 366 25 -320 -160 252 -119 -376 -49 -32 85 -170 323 184 -120 -311 -307 238 369 233 136 105 251 65 161 371 -197 -9 
