1 init
2 using solver CLEANING
3 Random Walk 0.8729655647715467
4 DBS simplification allowed
332 addClause -41 -74 79 
333 addClause -38 73 -130 
334 addClause 86 -118 -39 
335 addClause -71 -80 -59 
336 addClause 93 72 -31 
337 addClause 57 -147 16 
338 addClause -139 -50 108 
339 addClause -59 -3 -16 
340 addClause -41 148 -59 
341 addClause 23 -149 -10 
342 addClause -54 154 99 
343 addClause 15 -146 71 
344 addClause -122 -141 34 
345 addClause 52 -147 42 
346 addClause -26 -32 -135 
347 addClause 140 68 136 
348 addClause 106 66 159 
349 addClause 139 -73 -89 
350 addClause -146 -51 54 
351 addClause 130 83 98 
352 addClause 99 165 -51 
353 addClause 139 -24 -38 
354 addClause -128 90 65 
355 addClause -31 -24 -70 
356 addClause -125 -16 35 
357 addClause 135 155 -40 
358 addClause -160 -2 94 
359 addClause -8 26 65 
360 addClause 102 99 31 
361 addClause 156 -149 52 
362 addClause 125 124 -41 
363 addClause 32 -21 -103 
364 addClause -89 63 -166 
365 addClause -120 -132 78 
366 addClause -59 38 -5 
367 addClause -11 22 -148 
368 addClause -39 135 -101 
369 addClause 140 39 57 
370 addClause 70 -148 92 
371 addClause -113 57 80 
372 addClause 79 18 -54 
373 addClause -157 -63 26 
374 addClause 112 125 44 
375 addClause 138 56 97 
376 addClause 61 -18 -89 
377 addClause -125 52 -39 
378 addClause -79 -106 10 
379 addClause 37 -32 -83 
380 addClause -117 -167 -71 
381 addClause -109 18 107 
382 addClause 129 38 141 
383 addClause -128 -46 56 
384 addClause -131 112 17 
385 addClause -137 -119 40 
386 addClause 75 -41 32 
387 addClause -139 -103 44 
388 addClause 18 -33 -51 
389 addClause -39 -38 127 
390 addClause -64 84 -142 
391 addClause 50 151 72 
392 addClause -40 -121 135 
393 addClause 148 -74 7 
394 addClause 111 134 -45 
395 addClause 46 -72 -138 
396 addClause 137 -59 -100 
397 addClause 11 19 10 
398 addClause -78 -41 98 
399 addClause -157 48 93 
400 addClause -151 159 -148 
401 addClause -110 -162 23 
402 addClause -17 -37 -48 
403 addClause 56 -113 121 
404 addClause -67 -93 50 
405 addClause -117 91 -29 
406 addClause -120 -38 -39 
407 addClause -44 62 33 
408 addClause 135 -62 37 
409 addClause -154 -124 -31 
410 addClause -112 -66 19 
411 addClause 31 -167 -162 
412 addClause 151 -159 -132 
413 addClause 22 -45 -55 
414 addClause -139 -82 18 
415 addClause 146 137 -79 
416 addClause -138 -103 160 
417 addClause 137 111 -82 
418 addClause 89 -96 50 
419 addClause 118 -59 117 
420 addClause 91 102 -27 
421 addClause -95 -81 -146 
422 assuming -28 12 124 -59 43 41 -123 -132 137 12 145 -63 145 -151 108 65 
423 addClause 46 -95 -185 
424 addClause 104 214 28 
425 addClause 144 140 -184 
426 addClause 104 -129 -143 
427 addClause 44 -17 -125 
428 addClause 99 40 -61 
429 addClause -50 187 35 
430 addClause 156 214 -206 
431 addClause 18 -193 95 
432 addClause 96 185 103 
433 addClause -152 172 -165 
434 addClause -97 152 106 
435 addClause -100 -88 50 
436 addClause -160 51 -135 
437 addClause 3 193 184 
438 addClause -47 -87 40 
439 addClause -176 -186 -196 
440 addClause -42 -48 -172 
441 addClause 135 105 -175 
442 addClause -144 -128 -131 
443 addClause -3 -113 -15 
444 addClause -113 179 55 
445 addClause -8 124 -15 
446 addClause 90 -72 -197 
447 addClause -97 206 34 
448 addClause 140 -79 37 
449 addClause -174 -162 97 
450 addClause 161 -174 -136 
451 addClause 215 -132 229 
452 addClause 133 38 58 
453 addClause -118 -154 63 
454 addClause 20 -16 -136 
455 addClause -190 158 -102 
456 addClause 71 226 44 
457 addClause 8 25 174 
458 addClause -33 45 -36 
459 addClause -106 42 228 
460 addClause 188 215 140 
461 addClause 29 149 138 
462 addClause -146 -20 -70 
463 addClause -171 -154 82 
464 addClause -190 24 -56 
465 addClause 133 -184 -155 
466 addClause -13 215 -14 
467 addClause 66 -169 71 
468 addClause -114 118 -82 
469 addClause -226 227 218 
470 addClause 49 98 -173 
471 addClause -120 -52 32 
472 addClause 156 -153 -208 
473 addClause 120 -214 -137 
474 addClause -182 162 16 
475 addClause -92 40 54 
476 addClause -22 -126 209 
477 addClause 162 -27 -145 
478 addClause 81 19 166 
479 addClause 82 -65 73 
480 addClause -42 -45 -70 
481 addClause -79 -217 -72 
482 addClause -29 -18 -73 
483 addClause 55 213 228 
484 addClause 209 137 116 
485 addClause -50 -90 48 
486 addClause -216 -90 -6 
487 addClause -120 -166 27 
488 addClause 41 -163 133 
489 addClause 50 -199 -88 
490 addClause 111 87 -208 
491 addClause -129 43 7 
492 addClause -12 -128 67 
493 addClause 167 -117 -190 
494 addClause 210 -84 -78 
495 addClause -23 104 -118 
496 addClause -222 136 87 
497 addClause -84 -167 -104 
498 addClause -150 -31 23 
499 addClause 78 109 -207 
500 addClause 29 198 -153 
501 addClause 65 -96 -128 
502 addClause 132 166 210 
503 addClause 45 -113 -210 
504 addClause 57 68 111 
505 addClause 166 150 -100 
506 addClause -87 -175 -33 
507 addClause -121 160 -152 
508 addClause -149 -169 87 
509 addClause 66 -187 215 
510 addClause 115 1 -120 
511 addClause 69 54 -201 
512 addClause -113 -104 -199 
513 addClause -134 31 219 
514 addClause -216 229 -171 
515 addClause -12 -139 139 
516 addClause -175 10 -229 
517 addClause -161 -41 184 
518 addClause -26 81 -204 
519 addClause -69 170 175 
520 addClause -171 -144 -148 
521 addClause 44 116 -33 
522 addClause 140 -68 -139 
523 addClause 220 -36 106 
524 addClause 185 -40 133 
525 addClause 126 29 111 
526 addClause 21 -210 193 
527 addClause -119 106 -49 
528 addClause 211 220 -25 
529 addClause -202 -105 -7 
530 addClause 85 -19 -66 
531 addClause -113 72 -128 
532 addClause 173 33 48 
533 addClause 132 -220 8 
534 addClause 51 24 27 
535 addClause -176 96 -134 
536 addClause -156 143 -97 
537 addClause -38 -126 104 
538 addClause -222 185 -154 
539 addClause 177 -95 -2 
540 addClause -115 134 -153 
541 addClause -30 203 -20 
542 addClause -132 13 161 
543 addClause -222 93 172 
544 addClause -110 -118 -91 
545 addClause 141 -34 69 
546 addClause -131 -159 -127 
547 addClause -21 -95 156 
548 addClause -162 110 133 
549 addClause -35 -142 -37 
550 addClause -63 84 -74 
551 addClause 54 126 -81 
552 addClause 114 100 -33 
553 addClause 33 108 -220 
554 addClause -81 -184 153 
555 addClause 50 212 115 
556 addClause 67 -166 193 
557 addClause -229 -75 -160 
558 addClause -143 183 -49 
559 addClause 134 -107 178 
560 addClause -91 -199 180 
561 addClause -123 -144 -122 
562 addClause -63 167 40 
563 addClause -140 -138 -100 
564 addClause 157 62 -76 
565 addClause 155 209 -14 
566 addClause -124 180 178 
567 addClause -143 -227 106 
568 addClause 213 159 -153 
569 addClause 39 12 48 
570 addClause -156 -204 -13 
571 addClause -151 69 144 
572 addClause -90 65 198 
573 addClause 174 156 -156 
574 addClause 227 -193 175 
575 addClause -151 155 -150 
576 addClause 17 164 11 
577 addClause -218 72 -74 
578 addClause 99 10 3 
579 addClause -191 122 -12 
580 assuming 99 125 -62 177 97 206 88 -112 203 -173 -100 64 217 76 147 -188 -213 -151 -207 -162 152 -112 17 
581 addClause -176 7 -26 
582 addClause 20 -70 -1 
583 addClause -3 224 26 
584 addClause -121 -197 -132 
585 addClause 75 30 -80 
586 addClause 251 -11 -140 
587 addClause 156 -48 -147 
588 addClause -151 -227 116 
589 addClause 146 -64 45 
590 addClause -110 -16 7 
591 addClause 76 44 -24 
592 addClause 160 87 222 
593 addClause -232 71 33 
594 addClause -38 -127 -81 
595 addClause 95 -7 99 
596 addClause -108 -164 193 
597 addClause 92 11 118 
598 addClause 144 229 130 
599 addClause 48 -155 10 
600 addClause 130 -227 -90 
601 addClause 113 -27 238 
602 addClause -155 -221 -238 
603 addClause 48 141 -49 
604 addClause -155 -219 -154 
605 addClause -236 177 41 
606 addClause 202 -222 72 
607 addClause 237 94 20 
608 addClause 181 -81 -52 
609 addClause -131 -27 -135 
610 addClause 66 188 134 
611 addClause 132 123 -72 
612 addClause -174 128 209 
613 addClause 213 -237 167 
614 addClause -200 79 -220 
615 addClause 245 -85 -31 
616 addClause -127 214 -149 
617 addClause 199 -2 179 
618 addClause 149 110 -88 
619 addClause 100 -180 44 
620 addClause -180 -232 157 
621 addClause -98 -30 -61 
622 addClause -247 96 98 
623 addClause -55 50 -168 
624 addClause -18 -6 38 
625 addClause -209 39 30 
626 addClause 249 -166 -169 
627 addClause -4 190 -156 
628 addClause 72 244 250 
629 addClause 97 12 236 
630 addClause 158 -50 168 
631 addClause -250 -217 240 
632 addClause -161 51 -93 
633 addClause -129 203 110 
634 addClause -127 -79 -197 
635 addClause -108 97 89 
636 addClause -234 -58 196 
637 addClause -219 -129 242 
638 addClause -16 -85 -13 
639 addClause 92 -115 91 
640 addClause 107 -148 151 
641 assuming 20 -57 -254 135 143 -79 63 132 -114 16 -70 13 -112 -242 35 -212 233 222 -110 -222 -241 -183 -168 150 120 
