1 init
2 using solver RESTARTS
3 Random Walk 0.46741541395872843
4 DBS simplification allowed
303 addClause -16 -120 -141 
304 addClause 176 231 -56 
305 addClause 238 -126 195 
306 addClause -14 154 -213 
307 addClause 168 138 12 
308 addClause -173 -191 78 
309 addClause -204 71 96 
310 addClause 186 -95 39 
311 addClause 46 -224 -62 
312 addClause 57 -132 -19 
313 addClause -114 9 214 
314 addClause -86 38 62 
315 addClause -154 207 -45 
316 addClause 188 -42 122 
317 addClause -185 130 -140 
318 addClause 19 104 82 
319 addClause -245 143 204 
320 addClause 109 238 -141 
321 addClause -223 -9 89 
322 addClause 73 237 -116 
323 addClause -40 39 -238 
324 addClause -103 24 -81 
325 addClause 159 -147 -59 
326 addClause -53 11 -6 
327 addClause -82 41 156 
328 addClause 177 33 -17 
329 addClause 97 -125 94 
330 addClause -122 -127 -118 
331 addClause -69 -200 -202 
332 addClause -131 -54 140 
333 addClause -67 -148 31 
334 addClause -90 -7 -245 
335 addClause -122 100 180 
336 addClause 129 -239 225 
337 addClause -133 -7 -238 
338 addClause 33 -15 -114 
339 addClause 203 -26 -246 
340 addClause -235 -224 38 
341 addClause 163 47 230 
342 addClause -151 -58 -91 
343 addClause 179 86 -192 
344 addClause 12 53 189 
345 addClause -70 -31 196 
346 addClause -83 -96 -60 
347 addClause 221 -39 91 
348 addClause -161 -88 5 
349 addClause 79 -90 31 
350 addClause 107 101 -77 
351 addClause 179 -61 -54 
352 addClause 124 -124 13 
353 addClause 107 -97 15 
354 addClause -194 -159 -92 
355 addClause -204 -34 147 
356 addClause 82 134 -152 
357 addClause -64 180 65 
358 addClause -245 79 182 
359 addClause -213 -214 -123 
360 addClause 233 128 145 
361 addClause 219 5 -234 
362 addClause 50 112 121 
363 addClause -38 166 -177 
364 addClause -235 -68 -10 
365 addClause 93 -68 194 
366 addClause -86 152 -45 
367 addClause -222 205 115 
368 addClause -101 2 157 
369 addClause -41 -29 -121 
370 addClause -178 -113 227 
371 addClause -120 -199 125 
372 addClause -30 -36 4 
373 addClause 220 62 227 
374 addClause -78 -61 129 
375 addClause -97 104 -105 
376 addClause 38 43 25 
377 addClause 138 82 128 
378 addClause 232 84 221 
379 addClause -115 44 -136 
380 addClause -48 -219 226 
381 addClause -44 146 -7 
382 addClause 211 -18 24 
383 addClause -117 220 -239 
384 addClause 234 -11 163 
385 addClause -64 -172 -73 
386 addClause -102 -109 21 
387 addClause -176 12 177 
388 addClause -168 93 -159 
389 addClause 55 -111 104 
390 addClause 72 141 190 
391 addClause -68 156 -74 
392 addClause -141 -74 134 
393 addClause 194 -177 20 
394 addClause -49 -219 178 
395 addClause -6 170 -232 
396 addClause -195 -95 -238 
397 addClause 116 190 123 
398 addClause 61 51 -87 
399 addClause -170 232 -171 
400 addClause 86 159 -165 
401 addClause -60 -236 -89 
402 addClause 25 97 -173 
403 addClause -220 -173 -32 
404 addClause -196 -79 10 
405 addClause -28 47 72 
406 addClause -97 -45 -223 
407 addClause 10 166 39 
408 addClause -57 -62 34 
409 addClause -71 222 -166 
410 addClause 20 -235 -66 
411 addClause -215 -125 96 
412 addClause 151 -130 -3 
413 addClause 102 115 -37 
414 addClause -55 -192 174 
415 addClause 132 73 -71 
416 addClause 190 80 -202 
417 addClause -63 28 -84 
418 addClause 26 -153 161 
419 addClause 175 74 104 
420 addClause 222 -175 210 
421 addClause 209 -201 135 
422 addClause 171 -187 170 
423 addClause -111 -200 25 
424 addClause 1 -37 244 
425 addClause 217 1 112 
426 addClause 199 96 -30 
427 addClause -175 135 -246 
428 addClause -200 -122 -21 
429 addClause 22 -144 -106 
430 addClause 49 206 -103 
431 addClause -209 -166 -119 
432 addClause 223 -163 88 
433 addClause -210 -115 165 
434 addClause 213 -238 -228 
435 addClause -36 173 190 
436 addClause -50 -3 183 
437 addClause -198 201 -185 
438 addClause -10 244 -51 
439 addClause 5 60 160 
440 addClause 73 -197 88 
441 addClause 208 -131 195 
442 addClause -178 -212 -21 
443 addClause -105 -114 181 
444 addClause 73 -116 -41 
445 addClause -219 89 133 
446 addClause 119 144 233 
447 addClause -214 -85 218 
448 addClause -106 12 -175 
449 addClause -83 243 -196 
450 addClause 190 -55 102 
451 addClause 20 167 -126 
452 addClause 94 114 -185 
453 addClause -157 -135 -113 
454 addClause 74 -78 -234 
455 addClause -13 122 -56 
456 addClause 204 16 75 
457 addClause 219 -111 -180 
458 addClause 130 13 -115 
459 addClause -160 55 1 
460 addClause -93 19 -29 
461 addClause -158 -6 57 
462 addClause 21 16 146 
463 addClause -78 129 44 
464 addClause -90 19 -201 
465 addClause -178 98 -8 
466 addClause -125 134 -110 
467 addClause 227 -123 152 
468 addClause 126 -159 -128 
469 addClause -103 -186 34 
470 addClause 68 -196 -159 
471 addClause 71 8 -135 
472 addClause -147 81 40 
473 addClause 29 189 -83 
474 addClause -12 -65 48 
475 addClause 244 -83 144 
476 addClause 159 76 -243 
477 addClause -130 122 -72 
478 addClause 113 -170 -191 
479 addClause 89 -167 -84 
480 addClause -76 30 96 
481 addClause -104 -46 -236 
482 addClause -43 24 211 
483 addClause -245 174 -134 
484 addClause 136 20 -13 
485 addClause 36 188 -175 
486 addClause -211 -72 222 
487 addClause 169 -134 15 
488 addClause 178 179 150 
489 addClause -219 1 155 
490 addClause 8 -199 -67 
491 addClause 215 -20 -8 
492 addClause 225 -183 -139 
493 addClause 179 -71 25 
494 addClause 82 -62 50 
495 addClause -18 -117 145 
496 addClause 33 -63 103 
497 addClause 94 -209 30 
498 addClause -156 228 145 
499 addClause -85 -193 -58 
500 addClause 1 -19 55 
501 addClause 139 -79 193 
502 addClause -215 -162 19 
503 addClause 141 -2 106 
504 addClause 134 51 189 
505 addClause -60 33 -37 
506 addClause 219 202 -134 
507 addClause 190 -3 200 
508 addClause -101 133 101 
509 addClause 122 209 237 
510 addClause -194 192 -75 
511 addClause 61 -202 7 
512 addClause 180 -57 -39 
513 addClause 85 -7 100 
514 addClause 223 -109 98 
515 addClause 188 -124 -2 
516 addClause 75 -214 -82 
517 addClause -204 -116 4 
518 addClause 10 -103 -147 
519 addClause -202 -31 138 
520 addClause -31 138 32 
521 addClause 204 43 61 
522 addClause -104 -87 87 
523 addClause 92 -117 -119 
524 addClause 158 188 -87 
525 addClause -218 16 -22 
526 addClause -4 -104 24 
527 addClause 194 206 -87 
528 addClause 47 51 -52 
529 addClause 110 215 77 
530 addClause -183 -15 -124 
531 addClause -181 -111 175 
532 addClause 76 40 60 
533 addClause 83 -82 -191 
534 addClause -33 -144 189 
535 addClause 108 -123 -151 
536 addClause 87 -244 -21 
537 addClause 37 -238 57 
538 addClause -206 126 176 
539 addClause 191 131 66 
540 addClause 211 -29 101 
541 addClause -116 20 -158 
542 addClause 211 -111 -61 
543 addClause 19 -147 -99 
544 addClause -171 -180 181 
545 addClause 237 166 65 
546 addClause 167 -213 -10 
547 addClause -7 94 130 
548 addClause 120 5 -38 
549 addClause 104 -231 27 
550 addClause 146 112 216 
551 addClause -76 238 -191 
552 addClause 230 -14 159 
553 addClause 23 -43 -2 
554 addClause -84 240 146 
555 addClause 138 -114 -170 
556 addClause 8 -58 112 
557 addClause 183 113 205 
558 addClause -193 -98 151 
559 addClause -17 117 10 
560 addClause 55 123 -147 
561 addClause -235 -102 148 
562 addClause -132 31 34 
563 addClause -240 20 -111 
564 addClause -58 -52 121 
565 addClause -23 98 -130 
566 addClause -12 -196 232 
567 addClause -127 -40 -205 
568 addClause -121 165 -140 
569 addClause -157 -34 63 
570 addClause 32 -156 199 
571 addClause -176 -220 1 
572 addClause -142 -210 -137 
573 addClause 118 144 87 
574 addClause -182 18 133 
575 addClause -69 92 -235 
576 addClause 150 92 233 
577 addClause -106 -15 237 
578 addClause 47 -145 -214 
579 addClause 220 -163 -118 
580 addClause -182 -163 47 
581 addClause -70 195 153 
582 addClause 172 -89 -112 
583 addClause -196 -53 223 
584 addClause 209 119 225 
585 addClause 219 194 213 
586 addClause -228 178 -216 
587 addClause -227 -79 -43 
588 addClause 149 -178 -28 
589 addClause -79 45 -185 
590 addClause -152 142 -174 
591 addClause 29 130 -108 
592 addClause -31 -145 20 
593 addClause -224 59 124 
594 addClause -9 -164 183 
595 addClause 197 -2 76 
596 addClause 219 -88 -226 
597 addClause 22 -10 -144 
598 addClause -202 -51 44 
599 addClause -37 168 -1 
600 addClause -164 105 179 
601 addClause -52 203 131 
602 addClause 201 187 -17 
603 addClause -43 -160 -220 
604 addClause -240 84 236 
605 addClause 51 -85 172 
606 addClause -4 93 -91 
607 addClause -6 126 -92 
608 addClause 34 238 62 
609 addClause -14 -221 -135 
610 addClause -233 -37 -197 
611 addClause -226 -131 144 
612 addClause -231 -1 123 
613 addClause 153 -217 -241 
614 addClause 189 -74 26 
615 addClause 10 174 -145 
616 addClause -190 129 -153 
617 addClause -131 -30 56 
618 addClause -204 -244 -6 
619 addClause 62 -35 -25 
620 assuming 157 243 -106 -213 -173 -187 -221 241 217 -60 -237 -142 42 -237 150 143 133 -213 -34 -21 76 100 -134 -58 
621 addClause -40 -255 -294 
622 addClause 164 -332 -184 
623 addClause -46 119 -35 
624 addClause 31 134 -14 
625 addClause 193 -166 -267 
626 addClause 48 -332 176 
627 addClause 252 -70 5 
628 addClause -296 145 54 
629 addClause 306 -83 -19 
630 addClause -45 -179 211 
631 addClause 210 -284 -209 
632 addClause 208 1 58 
633 addClause -256 321 302 
634 addClause 179 -266 134 
635 addClause 180 -266 45 
636 addClause -5 -248 5 
637 addClause 162 -336 199 
638 addClause -214 -301 -272 
639 addClause -145 -288 4 
640 addClause 194 -260 -134 
641 addClause 132 171 -215 
642 addClause -101 -167 210 
643 addClause 124 -109 -101 
644 addClause -247 332 333 
645 addClause -79 -163 -296 
646 addClause -194 57 326 
647 addClause -11 -246 306 
648 addClause -280 173 -315 
649 addClause -259 -50 -122 
650 addClause 10 -97 -212 
651 addClause -190 -110 -169 
652 addClause -225 59 164 
653 addClause 175 235 281 
654 addClause 107 223 -202 
655 addClause -243 -267 114 
656 addClause -27 -314 212 
657 addClause 73 -83 -58 
658 addClause 270 107 178 
659 addClause -61 -136 -327 
660 addClause -209 164 318 
661 addClause 227 -220 128 
662 addClause 193 313 -107 
663 addClause 114 321 -314 
664 addClause -160 281 -237 
665 addClause -205 246 -167 
666 addClause -109 -216 -49 
667 addClause -22 126 -49 
668 addClause 99 339 -83 
669 addClause 312 -129 -103 
670 addClause 96 -38 -20 
671 addClause 119 -284 170 
672 addClause -321 -193 -264 
673 addClause -57 -136 190 
674 addClause 277 270 -195 
675 addClause -306 -299 281 
676 addClause -201 7 163 
677 addClause 326 -143 -65 
678 addClause 137 -52 -160 
679 addClause -331 -49 -314 
680 addClause 24 271 -149 
681 addClause 289 -20 -134 
682 addClause 60 38 183 
683 addClause -298 329 -282 
684 addClause -305 -85 142 
685 addClause 163 121 -234 
686 addClause 234 -188 -6 
687 addClause -134 293 192 
688 addClause 4 -96 151 
689 addClause 183 105 333 
690 addClause -248 165 -209 
691 addClause 305 109 278 
692 addClause -77 -289 297 
693 addClause 139 -116 -110 
694 addClause -270 -259 -280 
695 addClause -68 274 -216 
696 addClause 322 291 -99 
697 addClause 220 156 299 
698 addClause 17 -157 111 
699 addClause 92 -251 -101 
700 addClause -245 52 56 
701 addClause 290 277 93 
702 addClause 23 -297 163 
703 addClause 250 107 20 
704 addClause -265 -130 -247 
705 addClause -82 148 -233 
706 addClause -94 -286 -61 
707 addClause -63 -54 255 
708 addClause 131 96 35 
709 addClause -320 -77 -249 
710 addClause -208 189 -143 
711 addClause -308 62 -273 
712 addClause -326 -319 -35 
713 addClause -103 -303 97 
714 addClause -47 -130 -127 
715 addClause -300 -34 300 
716 addClause -326 333 304 
717 addClause 253 107 -251 
718 addClause 113 335 64 
719 addClause 45 57 158 
720 addClause 123 -2 -139 
721 addClause 87 211 250 
722 addClause -291 -209 -97 
723 addClause 314 -295 -200 
724 addClause 189 229 -49 
725 addClause -127 -234 202 
726 addClause 303 165 298 
727 addClause 223 -241 65 
728 addClause 87 -94 -174 
729 addClause -329 339 -257 
730 addClause 270 -330 -185 
731 addClause -262 136 323 
732 addClause 108 -320 80 
733 addClause -81 -235 8 
734 addClause 38 337 239 
735 addClause -170 -139 134 
736 addClause 268 63 -328 
737 addClause 148 314 135 
738 addClause -230 -16 46 
739 addClause 123 166 -216 
740 addClause 42 -20 3 
741 addClause 115 30 -29 
742 addClause -252 -84 -116 
743 addClause 189 12 -81 
744 addClause 22 -286 150 
745 addClause 17 -144 203 
746 addClause -264 36 -143 
747 addClause 39 201 323 
748 addClause -196 -112 185 
749 addClause -140 -164 59 
750 addClause 255 -320 223 
751 addClause 283 271 277 
752 addClause 103 -55 -3 
753 addClause 108 51 29 
754 addClause -132 -154 -116 
755 addClause 258 -223 178 
756 addClause -306 266 164 
757 addClause 203 -96 198 
758 addClause -236 28 126 
759 addClause 234 -55 318 
760 addClause -104 -145 289 
761 addClause -151 -313 101 
762 addClause 257 -160 158 
763 addClause -137 -247 319 
764 addClause -302 126 -111 
765 addClause -167 216 -73 
766 addClause 287 -197 159 
767 addClause 315 -296 -49 
768 addClause 215 135 -247 
769 addClause -254 -219 253 
770 addClause -243 261 -133 
771 addClause -215 -72 -285 
772 addClause 56 -54 -281 
773 addClause 63 -144 209 
774 addClause -185 95 -39 
775 addClause -24 253 270 
776 addClause 172 -148 300 
777 addClause -24 35 89 
778 addClause 111 97 208 
779 addClause -261 -224 -21 
780 addClause -51 187 156 
781 addClause -30 -1 50 
782 addClause -88 -181 -61 
783 addClause 59 122 95 
784 addClause -144 123 157 
785 addClause -92 -54 209 
786 addClause -191 -83 -96 
787 addClause -180 -208 -71 
788 addClause -232 338 -111 
789 addClause -148 -100 179 
790 addClause 92 115 260 
791 addClause -122 119 -51 
792 addClause 265 -324 -280 
793 addClause 184 -280 -335 
794 addClause 79 186 221 
795 addClause -102 -47 -258 
796 addClause -230 -145 -78 
797 addClause -191 76 -152 
798 addClause 102 39 167 
799 addClause 45 -273 -225 
800 addClause -280 4 -145 
801 addClause -266 151 -76 
802 addClause -56 -106 234 
803 addClause 334 -176 2 
804 addClause 243 -74 -231 
805 addClause -144 160 -214 
806 addClause 75 -53 135 
807 addClause 284 171 301 
808 addClause -39 -335 156 
809 addClause -184 311 -120 
810 addClause -339 184 125 
811 addClause 317 331 -50 
812 addClause -4 -226 -108 
813 addClause 249 49 -292 
814 addClause -23 311 -155 
815 addClause -16 339 214 
816 addClause 189 222 175 
817 addClause -105 179 -223 
818 addClause -153 -299 -122 
819 addClause 160 85 -255 
820 addClause -33 -51 161 
821 addClause 45 297 -128 
822 addClause 311 336 -66 
823 addClause -300 -215 138 
824 addClause 13 58 -188 
825 addClause 274 83 -2 
826 addClause -111 156 -292 
827 addClause 269 254 21 
828 addClause 192 172 -133 
829 addClause 76 -314 166 
830 addClause 189 -124 -236 
831 addClause -184 187 -99 
832 addClause -251 -20 -126 
833 addClause 183 -263 -15 
834 addClause -153 -46 -55 
835 addClause -322 -150 56 
836 addClause -139 102 -112 
837 addClause -310 247 337 
838 addClause 336 215 196 
839 addClause 29 -276 3 
840 addClause -326 -26 73 
841 addClause 111 -239 -125 
842 addClause -63 44 180 
843 addClause -284 -31 257 
844 addClause -99 -248 -128 
845 addClause 242 -287 338 
846 addClause -247 153 279 
847 addClause -236 -5 -14 
848 addClause 215 328 -259 
849 addClause -207 -97 -71 
850 addClause -117 44 -199 
851 addClause 37 78 7 
852 addClause -149 -262 -302 
853 addClause -320 -47 -148 
854 addClause 194 -169 -20 
855 addClause -125 240 252 
856 addClause -261 216 -5 
857 addClause -215 60 -247 
858 assuming 241 214 -130 45 251 169 -80 232 -256 287 203 279 186 -43 -340 74 231 110 234 -124 -89 -29 -185 -189 160 -319 -169 -203 -140 -305 186 276 -78 -217 
