1 init
2 using solver MinOneSolver
3 DBS simplification allowed
439 addClause 202 -105 207 
440 addClause -62 -172 107 
441 addClause -125 208 -176 
442 addClause -86 112 -141 
443 addClause -160 177 -159 
444 addClause 110 -71 -105 
445 addClause -138 227 -16 
446 addClause -236 -216 171 
447 addClause -95 204 149 
448 addClause -229 -221 101 
449 addClause 162 -76 -114 
450 addClause -125 112 -71 
451 addClause 231 -120 151 
452 addClause 157 227 172 
453 addClause -59 192 204 
454 addClause -48 -261 -93 
455 addClause -249 139 3 
456 addClause 148 114 -195 
457 addClause 149 163 -49 
458 addClause 81 -161 38 
459 addClause -161 48 -143 
460 addClause 60 -166 -219 
461 addClause -33 61 -107 
462 addClause -221 50 -43 
463 addClause -178 -46 204 
464 addClause 1 -173 116 
465 addClause 179 -156 -87 
466 addClause 91 -8 -92 
467 addClause -20 178 -87 
468 addClause -14 151 37 
469 addClause -244 229 221 
470 addClause -193 16 188 
471 addClause -60 -58 121 
472 addClause 60 216 34 
473 addClause 198 249 245 
474 addClause -13 -144 26 
475 addClause 55 -158 237 
476 addClause -32 -244 153 
477 addClause -193 224 6 
478 addClause 76 -124 160 
479 addClause -185 8 12 
480 addClause 36 -8 146 
481 addClause 39 14 -184 
482 addClause -243 103 -121 
483 addClause 12 85 -73 
484 addClause 90 212 -101 
485 addClause 97 29 95 
486 addClause 95 185 -133 
487 addClause 12 -93 251 
488 addClause 100 -53 223 
489 addClause 210 116 -72 
490 addClause -74 -89 88 
491 addClause -148 -107 47 
492 addClause 90 -80 -90 
493 addClause -110 11 -159 
494 addClause 142 -121 90 
495 addClause 9 55 -180 
496 addClause 257 -243 -16 
497 addClause 49 86 -22 
498 addClause -203 167 111 
499 addClause 233 70 127 
500 addClause 89 191 -218 
501 addClause 248 241 107 
502 addClause -10 -102 129 
503 addClause -135 236 -123 
504 addClause -16 75 -135 
505 addClause -132 208 233 
506 addClause 232 -41 -165 
507 addClause 87 -104 -167 
508 addClause 127 -211 -261 
509 addClause -156 -35 -102 
510 addClause 36 18 -123 
511 addClause 84 18 -30 
512 addClause -195 -223 -168 
513 addClause -144 -176 165 
514 addClause 242 -159 245 
515 addClause -143 -104 9 
516 addClause -95 37 -257 
517 addClause 127 -161 -34 
518 addClause 231 -214 -227 
519 addClause -18 198 -259 
520 addClause -25 -29 35 
521 addClause 98 -200 -214 
522 addClause -13 -219 132 
523 addClause -177 113 -223 
524 addClause 35 199 -15 
525 addClause -169 98 -117 
526 addClause 179 -189 208 
527 solve
