1 init
2 Data Structure Factory : CardinalityDataStructureYanMax
3 Order : VarOrderHeap/varDecay=0.8356017063763439
4 Phase Selection Strategy : PositiveLiteralSelectionStrategy
5 Learning Strategy : FixedLengthLearning/maxlength=9
242 addClause 34 84 -98 
243 addClause 73 -62 83 
244 addClause 3 131 -60 
245 addClause -122 30 -10 
246 addClause 132 47 -116 
247 addClause -134 53 -131 
248 addClause -132 -47 30 
249 addClause 100 -60 8 
250 addClause 37 54 -19 
251 addClause -123 -54 96 
252 addClause 142 115 10 
253 addClause 131 -10 136 
254 addClause 68 78 -29 
255 addClause -49 -41 -11 
256 addClause 143 118 42 
257 addClause -48 10 -74 
258 addClause -58 -14 99 
259 addClause 58 126 35 
260 addClause 32 111 111 
261 addClause -131 46 71 
262 addClause 34 128 -46 
263 addClause 137 -82 114 
264 addClause -99 120 -102 
265 addClause -42 -2 62 
266 addClause 128 8 -79 
267 addClause -74 -115 -109 
268 addClause 21 115 -123 
269 addClause -81 -68 -80 
270 addClause 36 -134 27 
271 addClause -12 95 -78 
272 addClause -127 97 105 
273 addClause -52 -27 -70 
274 addClause -14 20 -40 
275 addClause 79 -23 -63 
276 addClause 121 38 1 
277 addClause 20 -121 104 
278 addClause 50 13 -111 
279 addClause -59 55 -54 
280 addClause -55 68 -43 
281 addClause 125 -104 -117 
282 addClause 27 -119 -21 
283 addClause 104 36 121 
284 addClause -118 -38 -71 
285 addClause 61 105 -129 
286 addClause -12 -62 88 
287 addClause -102 128 -84 
288 addClause 85 128 124 
289 addClause -78 97 96 
290 addClause -130 -105 112 
291 addClause -83 20 131 
292 addClause 137 5 -73 
293 addClause 15 47 87 
294 addClause 59 -25 -131 
295 addClause 9 -30 54 
296 addClause -132 32 44 
297 addClause -1 -50 -64 
298 addClause -91 -64 -45 
299 addClause -144 118 -117 
300 addClause -104 -32 136 
301 addClause -12 -67 -122 
302 addClause 55 -122 -96 
303 addClause -61 -113 -79 
304 addClause -21 69 6 
305 addClause -34 119 -123 
306 addClause 86 -61 60 
307 addClause 49 -11 -47 
308 addClause 54 36 -78 
309 addClause 10 -107 -15 
310 addClause 141 -111 -31 
311 addClause -33 -108 -102 
312 addClause -88 14 22 
313 addClause -32 102 88 
314 addClause 38 117 48 
315 addClause -46 -50 -76 
316 addClause -35 -47 141 
317 addClause 50 49 42 
318 addClause -81 -13 -89 
319 addClause -46 7 -71 
320 addClause 122 -124 107 
321 addClause 119 80 1 
322 addClause 44 -28 132 
323 addClause -111 -79 -20 
324 addClause 110 -121 -81 
325 addClause -32 113 -29 
326 addClause -25 -116 -31 
327 addClause -142 60 -23 
328 addClause 15 16 47 
329 addClause -119 -141 141 
330 addClause -71 -80 85 
331 addClause -84 100 -29 
332 addClause 120 -120 70 
333 addClause 88 3 -14 
334 addClause 60 141 -52 
335 addClause -42 -97 -140 
336 addClause 3 -36 5 
337 addClause -116 -7 106 
338 addClause -138 -117 140 
339 addClause -90 73 -73 
340 addClause -144 24 -69 
341 addClause 52 27 -114 
342 addClause 44 -105 -116 
343 addClause 58 -42 -102 
344 addClause -7 118 10 
345 addClause -88 21 -88 
346 addClause -23 120 58 
347 addClause -32 -69 -138 
348 addClause -40 126 -80 
349 addClause 124 -102 -48 
350 addClause 81 1 -143 
351 addClause -103 66 8 
352 addClause -1 14 -42 
353 addClause 57 66 122 
354 addClause -17 -116 124 
355 addClause -31 17 129 
356 addClause 59 97 -95 
357 addClause -19 -55 116 
358 addClause -97 -81 50 
359 addClause -110 -3 -63 
360 addClause 13 116 -101 
361 addClause 106 10 115 
362 addClause 97 -16 55 
363 addClause 47 -40 11 
364 addClause -82 -85 -27 
365 addClause -44 -2 118 
366 addClause 131 60 -140 
367 addClause 37 28 -7 
368 addClause -91 -101 -125 
369 addClause -69 -133 -118 
370 addClause 49 -99 -133 
371 addClause 51 91 87 
372 addClause -81 10 44 
373 addClause -144 -76 21 
374 addClause 100 17 -30 
375 addClause -45 109 117 
376 addClause -45 -39 21 
377 addClause -4 -142 -73 
378 addClause -19 31 -94 
379 addClause 90 29 94 
380 addClause 40 106 -127 
381 addClause 20 -42 -108 
382 addClause 37 12 20 
383 addClause -30 120 -51 
384 addClause 109 101 -16 
385 addClause 49 -109 -75 
386 addClause -6 83 -80 
387 addClause -17 -69 7 
388 addClause -85 93 104 
389 addClause 131 -109 -44 
390 addClause 95 59 43 
391 addClause -105 -95 -21 
392 addClause 18 88 12 
393 addClause 141 -114 63 
394 addClause -136 106 116 
395 addClause -93 -114 -19 
396 addClause 118 21 96 
397 addClause -109 -55 -132 
398 addClause 73 31 -46 
399 addClause -38 98 106 
400 addClause -83 -18 -66 
401 addClause -73 90 -141 
402 addClause -93 101 101 
403 addClause -58 -58 29 
404 addClause -49 132 65 
405 addClause 11 -66 114 
406 addClause -141 -118 -130 
407 addClause 118 -108 56 
408 addClause 50 99 19 
409 addClause 73 -5 50 
410 addClause 79 -105 68 
411 addClause -53 14 -106 
412 addClause 136 -61 -35 
413 addClause 38 96 -62 
414 addClause 66 45 23 
415 addClause 6 21 62 
416 addClause -138 115 12 
417 addClause -65 62 -119 
418 addClause -122 -34 40 
419 addClause -115 -56 -101 
420 addClause -87 -62 110 
421 addClause -53 16 -61 
422 addClause 28 -87 -116 
423 addClause 3 114 58 
424 addClause 106 -2 -130 
425 addClause -133 -133 -100 
426 addClause 139 9 85 
427 addClause -62 -9 45 
428 addClause -112 -108 98 
429 addClause 130 -143 -53 
430 addClause 34 -92 3 
431 addClause -49 115 87 
432 addClause 32 81 -116 
433 addClause -79 112 -88 
434 addClause -114 -27 -87 
435 addClause 134 -43 141 
436 addClause 84 -74 -47 
437 addClause -109 48 116 
438 addClause -114 60 80 
439 addClause -24 -114 -142 
440 addClause -1 65 -7 
441 addClause -20 4 10 
442 addClause 139 -132 32 
443 addClause 12 44 -76 
444 addClause 116 -32 61 
445 assuming -49 109 -137 38 40 11 -80 13 -131 118 33 -30 -134 -15 
