1 init
2 Data Structure Factory : CardinalityDataStructure
3 Order : NaturalStaticOrder
74 addClause 18 15 21 
75 addClause 19 1 17 
76 addClause -19 -26 -10 
77 addClause 17 -19 27 
78 addClause -27 -20 -25 
79 addClause -32 -23 2 
80 addClause -27 33 -6 
81 addClause 1 -24 28 
82 addClause -22 32 30 
83 addClause 26 34 -9 
84 addClause -35 -16 -9 
85 addClause -3 26 -33 
86 addClause 11 -19 -7 
87 addClause -18 -4 29 
88 addClause 3 -27 -1 
89 addClause 24 -22 -15 
90 addClause -9 -1 13 
91 addClause -15 34 27 
92 addClause -25 14 -23 
93 addClause 19 -14 -16 
94 addClause -24 22 15 
95 addClause -25 -1 -27 
96 addClause 30 29 -17 
97 addClause 1 7 6 
98 addClause 9 10 21 
99 addClause -28 17 25 
100 addClause 17 -3 -25 
101 addClause -33 -15 -35 
102 addClause -24 -35 -30 
103 addClause 34 17 -25 
104 addClause -22 -4 8 
105 addClause -1 29 19 
106 addClause 4 -13 21 
107 addClause -29 -15 -27 
108 addClause 6 -15 33 
109 addClause 2 19 -6 
110 addClause -15 -25 -1 
111 addClause -3 18 4 
112 addClause -25 -26 26 
113 addClause 21 -19 -8 
114 addClause -23 -28 31 
115 assuming 26 -30 -32 
116 newVar 147
117 addClause -175 175 110 
118 addClause 54 27 -131 
119 addClause -80 -78 -117 
120 addClause 95 -97 78 
121 addClause -23 124 -150 
122 addClause 114 -103 -106 
123 addClause -168 178 -115 
124 addClause 109 113 86 
125 addClause 82 85 -82 
126 addClause -76 -114 -165 
127 addClause 115 -176 24 
128 addClause 29 -132 88 
129 addClause 7 149 51 
130 addClause 24 116 -1 
131 addClause -142 132 16 
132 addClause -161 -136 161 
133 addClause -1 -90 -23 
134 addClause -66 -60 174 
135 addClause 59 -141 -115 
136 addClause -80 -147 -11 
137 addClause -51 -13 87 
138 addClause 114 -7 95 
139 addClause -108 172 -51 
140 addClause -41 -147 69 
141 addClause 170 -90 -18 
142 addClause -143 -11 -160 
143 addClause 67 -149 -151 
144 addClause 148 17 -121 
145 addClause 58 -138 87 
146 addClause -27 -50 -105 
147 addClause 156 -53 -87 
148 addClause 42 -122 149 
149 addClause -118 130 69 
150 addClause -26 88 170 
151 addClause -85 -144 -81 
152 addClause -86 -56 -79 
153 addClause 157 175 119 
154 addClause -144 -19 -6 
155 addClause 8 -81 167 
156 addClause 105 -48 167 
157 addClause 24 -46 43 
158 addClause -34 -111 62 
159 addClause 32 166 137 
160 addClause 67 -112 -62 
161 addClause 57 -97 -76 
162 addClause 2 -104 132 
163 addClause 41 48 167 
164 addClause -104 -88 158 
165 addClause 33 -26 -22 
166 addClause 24 -168 80 
167 addClause 155 -15 -131 
168 addClause 8 -142 63 
169 addClause -118 -54 -8 
170 addClause 128 -81 51 
171 addClause 115 116 -13 
172 addClause 1 -26 138 
173 addClause -75 -129 -156 
174 addClause -146 107 -4 
175 addClause -79 -58 26 
176 addClause -84 140 56 
177 addClause 172 -6 -129 
178 addClause 133 23 70 
179 addClause 9 44 3 
180 addClause -170 175 -104 
181 addClause 120 141 -129 
182 addClause 149 -146 -164 
183 addClause -158 -31 -22 
184 addClause -7 -95 -48 
185 addClause -142 30 151 
186 addClause -34 44 6 
187 addClause 144 181 91 
188 addClause 59 109 156 
189 addClause 76 44 33 
190 addClause 126 -123 127 
191 addClause -31 6 -168 
192 addClause 140 -119 39 
193 addClause -149 -120 -101 
194 addClause 179 175 -152 
195 addClause -88 8 -45 
196 addClause 74 -55 -138 
197 addClause -137 2 76 
198 addClause -78 38 39 
199 addClause 81 9 82 
200 addClause -90 -136 26 
201 addClause 59 -48 -139 
202 addClause 125 139 43 
203 addClause 172 -17 69 
204 addClause 66 47 7 
205 addClause -36 -111 69 
206 addClause -13 -181 9 
207 addClause 160 177 -165 
208 addClause -87 -113 83 
209 addClause 73 59 -169 
210 addClause -179 -14 127 
211 addClause -68 -58 -131 
212 addClause -3 164 69 
213 addClause -79 -165 -168 
214 addClause -19 -8 164 
215 addClause 163 -179 -180 
216 addClause -56 68 -30 
217 addClause 101 -175 -92 
218 addClause 180 112 -165 
219 addClause -131 155 -169 
220 addClause -158 122 19 
221 addClause 88 112 168 
222 addClause -112 62 158 
223 addClause -69 -6 55 
224 addClause 177 5 105 
225 addClause -39 134 -162 
226 addClause -27 120 126 
227 addClause -57 -131 97 
228 addClause 157 90 33 
229 addClause -152 -182 51 
230 addClause 156 -25 -72 
231 addClause -104 21 -156 
232 addClause -2 27 48 
233 addClause -150 -145 -99 
234 addClause 97 127 100 
235 addClause 72 -74 49 
236 addClause -78 -47 163 
237 addClause -46 16 -112 
238 addClause 102 -66 40 
239 addClause 136 -37 11 
240 addClause -63 12 162 
241 addClause -79 155 90 
242 addClause -34 -172 137 
243 addClause -57 -114 81 
244 addClause 56 -44 -181 
245 addClause 51 -76 172 
246 addClause -51 68 8 
247 addClause -142 -41 -57 
248 addClause -89 -171 -54 
249 addClause 116 -130 23 
250 addClause 170 -94 66 
251 addClause -128 -17 -91 
252 addClause -170 -138 90 
253 addClause 169 -158 -85 
254 addClause -147 11 -150 
255 addClause -39 -161 -69 
256 addClause -126 37 -127 
257 addClause 38 -83 -106 
258 addClause 37 -117 -102 
259 addClause 17 -172 114 
260 addClause -97 -8 35 
261 addClause -75 -45 12 
262 addClause 147 -5 133 
263 addClause 72 -73 165 
264 addClause 35 131 -33 
265 addClause 71 -33 -70 
266 addClause -118 121 -145 
267 addClause 124 126 -92 
268 addClause -84 154 93 
269 addClause -114 -53 -65 
270 addClause -108 -115 -109 
271 addClause -175 138 -5 
272 addClause -104 99 82 
273 addClause 178 165 176 
274 addClause 87 -182 -66 
275 addClause -4 10 2 
276 addClause -160 69 -1 
277 addClause -12 157 -48 
278 addClause 49 30 73 
279 addClause 2 -182 -2 
280 addClause -84 148 142 
281 addClause -7 -37 163 
282 addClause -35 -16 -164 
283 addClause -115 13 -13 
284 addClause -39 -3 19 
285 addClause 155 17 -143 
286 addClause 81 148 164 
287 addClause 87 69 -16 
288 addClause 162 -15 -140 
289 addClause -24 -22 174 
290 addClause 153 128 107 
291 addClause 87 147 57 
292 addClause 14 38 102 
293 addClause -68 85 158 
294 addClause -125 10 -66 
295 addClause -115 94 -40 
296 addClause -150 -17 -23 
297 addClause -60 -56 20 
298 addClause 131 -103 -120 
299 addClause 124 162 -67 
300 addClause 48 38 -70 
301 addClause 169 174 -60 
302 addClause 178 -118 42 
303 addClause 151 174 43 
304 addClause -58 143 156 
305 addClause -122 -20 -74 
306 addClause 18 169 140 
307 addClause 89 12 -21 
308 addClause -21 72 2 
309 addClause 32 149 144 
310 addClause -132 -107 70 
311 addClause 134 -83 48 
312 addClause -124 -36 -172 
313 addClause 20 -20 19 
314 addClause -179 6 -168 
315 addClause 96 81 -68 
316 addClause 66 117 129 
317 addClause 171 70 -177 
318 addClause 164 168 -70 
319 addClause 11 30 175 
320 addClause 55 -162 -144 
321 addClause 154 -106 90 
322 addClause -18 -167 24 
323 addClause 66 -81 -62 
324 addClause 82 109 -181 
325 addClause 67 81 140 
326 addClause 129 -84 -91 
327 addClause -46 100 80 
328 addClause -182 166 85 
329 addClause -115 -56 125 
330 addClause -170 -88 20 
331 addClause 137 -155 38 
332 addClause -176 -110 -84 
333 addClause 168 -112 -58 
334 addClause -131 -182 180 
335 addClause 72 60 -44 
336 addClause -142 51 108 
337 addClause -123 40 30 
338 addClause 75 38 139 
339 addClause 41 109 -16 
340 addClause 143 41 -144 
341 addClause -42 -34 141 
342 addClause -129 177 5 
343 addClause 29 33 105 
344 addClause 131 -71 5 
345 addClause -43 -3 84 
346 addClause -145 -180 143 
347 addClause -174 -2 -40 
348 addClause 44 159 -130 
349 addClause 108 28 -67 
350 addClause 54 -15 -69 
351 addClause 181 -150 -67 
352 addClause -149 -109 74 
353 addClause -63 176 165 
354 addClause -101 -79 -32 
355 addClause 55 -84 106 
356 addClause 170 52 29 
357 addClause 55 48 84 
358 addClause -80 109 84 
359 addClause 45 -72 2 
360 addClause 23 25 -113 
361 addClause -159 -107 40 
362 addClause 29 49 14 
363 addClause 26 47 -152 
364 addClause -138 -164 -94 
365 addClause 58 177 130 
366 addClause -16 59 142 
367 addClause -90 -122 5 
368 addClause -151 41 -119 
369 addClause -49 -144 146 
370 addClause 14 -100 59 
371 addClause 121 -168 176 
372 addClause -127 97 72 
373 addClause 10 -77 99 
374 addClause 89 106 175 
375 addClause 43 -4 110 
376 addClause 21 -35 80 
377 addClause 180 -130 40 
378 addClause 9 -53 170 
379 addClause 138 -179 -97 
380 addClause 174 53 52 
381 addClause -126 -116 -26 
382 addClause 146 -150 -2 
383 addClause 165 65 109 
384 addClause 45 117 37 
385 addClause -44 -118 62 
386 addClause 119 140 32 
387 addClause -67 69 -141 
388 addClause 73 75 160 
389 addClause 115 -40 138 
390 addClause -131 153 131 
391 addClause 98 -38 173 
392 addClause 118 -56 156 
393 addClause -58 -20 -115 
394 addClause -86 4 10 
395 addClause 181 17 42 
396 addClause 175 149 84 
397 addClause -80 -30 -40 
398 addClause 96 53 -40 
399 addClause -137 -91 155 
400 addClause -135 -90 55 
401 addClause -112 50 52 
402 addClause -9 -41 81 
403 addClause 89 94 24 
404 addClause 12 -53 62 
405 addClause 41 -34 -149 
406 addClause -88 111 -112 
407 addClause 75 146 47 
408 addClause -99 178 -75 
409 addClause -38 -151 9 
410 addClause -2 74 -35 
411 addClause 138 13 153 
412 addClause 165 -36 -114 
413 addClause -51 -61 -179 
414 addClause -22 6 20 
415 addClause 11 59 18 
416 addClause 136 143 141 
417 addClause -174 -141 -76 
418 addClause -106 -121 117 
419 addClause 59 149 -132 
420 addClause 51 -176 -144 
421 addClause 52 96 -53 
422 addClause 107 160 87 
423 addClause -78 21 130 
424 addClause 74 -4 -82 
425 addClause 17 -172 -69 
426 addClause -134 -143 132 
427 addClause -129 -114 -97 
428 addClause 2 -126 -39 
429 addClause -26 -125 -167 
430 addClause 10 37 169 
431 addClause 85 -87 -31 
432 addClause -26 -24 144 
433 addClause 12 -117 -110 
434 addClause 44 -40 -91 
435 addClause 35 101 -22 
436 addClause 158 3 -50 
437 addClause 149 157 -143 
438 addClause -49 87 181 
439 addClause -178 102 -84 
440 addClause -80 66 -148 
441 addClause 50 -19 -51 
442 addClause -35 178 11 
443 addClause -37 86 136 
444 addClause -27 -1 63 
445 addClause -25 168 78 
446 addClause 138 -156 -16 
447 addClause -84 16 -8 
448 addClause 35 -20 111 
449 addClause -11 59 -60 
450 addClause -8 -159 27 
451 addClause -63 138 -33 
452 addClause -106 -120 129 
453 addClause -12 52 119 
454 addClause 25 -43 165 
455 addClause 43 -89 119 
456 addClause -36 86 118 
457 addClause 16 109 -166 
458 addClause -78 169 -5 
459 addClause -168 47 -70 
460 addClause -62 180 177 
461 addClause -151 16 -158 
462 addClause 129 131 104 
463 addClause -142 -49 -91 
464 addClause -112 85 42 
465 addClause -89 63 144 
466 addClause 2 12 -120 
467 addClause -54 -15 -79 
468 addClause 136 -59 -182 
469 addClause 140 -48 -86 
470 addClause 138 -75 -172 
471 addClause 178 28 -144 
472 addClause -136 38 -47 
473 addClause 54 166 -29 
474 addClause -179 -145 -129 
475 addClause 3 -59 49 
476 addClause -29 -109 -50 
477 addClause -74 108 114 
478 addClause 74 148 175 
479 addClause 129 119 -178 
480 addClause 93 5 -81 
481 addClause 151 53 -86 
482 addClause 126 -26 -73 
483 addClause 49 -63 22 
484 addClause -30 22 116 
485 addClause -134 92 -178 
486 addClause -160 161 -17 
487 addClause -110 -55 -103 
488 addClause -50 127 112 
489 addClause 140 -119 45 
490 addClause -72 -85 153 
491 addClause -48 171 -119 
492 addClause 174 13 39 
493 addClause -9 48 -150 
494 addClause -20 146 141 
495 addClause -10 26 -119 
496 addClause -180 -82 -159 
497 addClause -85 142 177 
498 addClause -61 11 93 
499 addClause -174 -99 42 
500 addClause -100 -91 129 
501 addClause -62 67 -102 
502 addClause 175 165 155 
503 addClause 108 -174 -138 
504 addClause -61 -110 47 
505 addClause 18 78 136 
506 addClause -66 72 64 
507 addClause -66 -34 -10 
508 addClause -114 -121 88 
509 addClause -168 151 113 
510 addClause -48 40 -79 
511 addClause 61 60 129 
512 addClause 109 112 -43 
513 addClause -122 127 63 
514 addClause 44 135 -43 
515 addClause 60 137 25 
516 addClause -124 161 132 
517 addClause -89 -95 38 
518 addClause -150 33 -181 
519 addClause -167 -82 -34 
520 addClause 87 -118 -86 
521 addClause -6 122 30 
522 addClause 164 45 27 
523 addClause -149 -165 -176 
524 addClause 133 -171 91 
525 addClause -86 -84 -103 
526 addClause -156 -40 122 
527 addClause 111 76 153 
528 addClause -172 -77 -105 
529 addClause 160 -181 -36 
530 addClause -19 155 125 
531 addClause 177 47 170 
532 addClause 81 -151 -66 
533 addClause 126 108 -18 
534 addClause 17 -175 81 
535 addClause -90 62 -169 
536 addClause 72 138 -152 
537 addClause 173 86 -39 
538 addClause 76 38 153 
539 addClause -100 126 -153 
540 addClause -168 -99 52 
541 addClause 5 135 -115 
542 addClause -101 -70 97 
543 addClause -114 169 53 
544 addClause -19 95 83 
545 addClause -21 -137 -29 
546 addClause 2 -34 176 
547 addClause -86 153 -31 
548 addClause -102 -82 -108 
549 addClause -145 163 22 
550 addClause -124 13 165 
551 addClause -174 83 -101 
552 addClause 15 134 -134 
553 addClause 39 -150 -19 
554 addClause -86 105 -182 
555 addClause 114 -24 -10 
556 addClause -157 -110 -95 
557 addClause 24 29 74 
558 assuming -107 -8 86 -149 -36 -48 91 87 -7 132 -173 -102 169 89 119 117 44 103 
559 newVar 79
560 addClause 189 28 -233 
561 addClause -75 231 15 
562 addClause -18 32 229 
563 addClause 22 109 1 
564 addClause 232 113 -68 
565 addClause 165 -164 6 
566 addClause -69 -150 20 
567 addClause 23 -234 -159 
568 addClause 166 -87 -247 
569 addClause 4 -48 -95 
570 addClause -152 -29 -172 
571 addClause -100 106 -61 
572 addClause 23 194 52 
573 addClause -141 -193 -172 
574 addClause -59 -216 197 
575 addClause 259 116 6 
576 addClause 98 218 14 
577 addClause -23 -1 -31 
578 addClause -91 47 -15 
579 addClause 115 -72 -224 
580 addClause -54 39 257 
581 addClause 19 -207 36 
582 addClause 222 -76 98 
583 addClause 250 126 102 
584 addClause -239 119 92 
585 addClause -164 236 92 
586 addClause -226 -93 71 
587 addClause 237 -152 -96 
588 addClause 99 24 228 
589 addClause 44 -208 -65 
590 addClause 230 -184 134 
591 addClause 245 100 -161 
592 addClause -95 -131 -133 
593 addClause -25 57 -49 
594 addClause -223 38 259 
595 addClause -246 223 182 
596 addClause -130 -193 -103 
597 addClause 122 -170 201 
598 addClause 57 -66 169 
599 addClause 173 -7 83 
600 addClause -202 258 135 
601 addClause 187 51 119 
602 addClause -257 22 111 
603 addClause 216 231 -195 
604 addClause -38 232 249 
605 addClause -118 -181 146 
606 addClause 209 -45 -102 
607 addClause 122 -59 30 
608 addClause -183 -246 -198 
609 addClause 176 195 -153 
610 addClause 39 75 186 
611 addClause 69 -28 19 
612 addClause 42 -38 58 
613 addClause 21 -194 257 
614 addClause -116 -64 -13 
615 addClause -39 -158 -109 
616 addClause -144 7 153 
617 addClause -8 22 51 
618 addClause 230 240 -255 
619 addClause 201 182 205 
620 addClause -53 151 -8 
621 addClause 233 192 159 
622 addClause -134 182 56 
623 addClause -181 231 69 
624 addClause 164 -82 -81 
625 addClause 244 -73 -228 
626 addClause -18 198 216 
627 addClause 45 -80 216 
628 addClause 18 200 140 
629 addClause -52 3 138 
630 addClause 162 -139 -172 
631 addClause -164 157 -120 
632 addClause 100 -234 154 
633 addClause -109 -38 101 
634 addClause 183 -211 237 
635 addClause 246 87 103 
636 addClause -75 30 -192 
637 addClause 128 -41 -84 
638 addClause 172 -78 36 
639 addClause 56 -65 -173 
640 addClause 183 -136 -92 
641 addClause -252 -189 41 
642 addClause 25 -256 9 
643 addClause -230 205 197 
644 addClause 3 -51 41 
645 addClause -157 204 -182 
646 addClause -105 72 -78 
647 addClause 146 -141 -34 
648 addClause -89 -236 -204 
649 addClause 116 -190 222 
650 addClause -242 -182 -110 
651 addClause -168 -8 -105 
652 addClause 232 116 -246 
653 addClause -110 103 -169 
654 addClause -158 52 246 
655 addClause 97 204 -14 
656 addClause -29 78 -255 
657 addClause 40 -53 133 
658 addClause 90 121 -1 
659 addClause 229 -194 202 
660 addClause 241 -139 249 
661 addClause 174 218 -189 
662 addClause 118 196 195 
663 addClause 243 91 257 
664 addClause -115 -206 220 
665 addClause 208 179 -223 
666 addClause 91 109 -85 
667 addClause -229 50 -41 
668 addClause 216 242 239 
669 addClause 47 -212 58 
670 addClause -8 -5 -169 
671 addClause 59 230 -66 
672 addClause 216 -193 52 
673 addClause -222 66 -223 
674 addClause 233 -221 -241 
675 addClause 146 -228 17 
676 addClause 40 82 -85 
677 addClause 142 -246 -93 
678 addClause -256 -139 23 
679 addClause 155 -214 206 
680 addClause -155 53 247 
681 addClause -133 -176 -107 
682 addClause -132 154 222 
683 addClause 22 224 9 
684 addClause -118 -139 224 
685 addClause -208 226 -160 
686 addClause -241 -222 75 
687 addClause 22 36 144 
688 addClause -119 258 -203 
689 addClause -207 238 70 
690 addClause -111 -19 216 
691 addClause 19 -261 -120 
692 addClause -81 -217 230 
693 addClause 228 47 -131 
694 addClause -246 222 186 
695 addClause 152 1 -7 
696 addClause 52 156 187 
697 addClause 227 -69 62 
698 addClause -121 -169 260 
699 addClause -116 -55 -176 
700 addClause -258 -74 194 
701 addClause -220 -8 -246 
702 addClause 115 260 -25 
703 addClause 184 -149 62 
704 addClause -48 138 -223 
705 addClause 175 225 -68 
706 addClause -54 -32 -249 
707 addClause 216 -1 52 
708 addClause 92 227 150 
709 addClause 167 38 -13 
710 addClause -204 229 182 
711 addClause 117 -101 227 
712 addClause 232 -101 151 
713 addClause -252 200 -7 
714 addClause 106 -23 183 
715 addClause 146 -55 61 
716 addClause 89 149 256 
717 addClause -11 158 111 
718 addClause -260 47 218 
719 addClause -173 170 -107 
720 addClause 37 234 -159 
721 addClause -137 181 -30 
722 addClause -195 -141 -110 
723 addClause -144 231 -109 
724 addClause -195 196 120 
725 addClause -185 172 -101 
726 addClause 242 152 186 
727 addClause -40 69 -103 
728 addClause 173 -174 136 
729 addClause -232 204 68 
730 addClause -133 207 69 
731 addClause -201 -216 -77 
732 addClause -261 -220 -193 
733 addClause 251 -30 -59 
734 addClause 38 -82 4 
735 addClause -116 254 -193 
736 addClause -104 -135 204 
737 addClause 178 142 -100 
738 addClause -64 -202 -88 
739 addClause -250 182 -204 
740 addClause 129 -6 120 
741 addClause 253 -159 -26 
742 addClause -170 113 -2 
743 addClause -233 109 53 
744 addClause 81 -9 -144 
745 addClause 18 -240 128 
746 addClause 195 150 -93 
747 addClause 117 9 231 
748 addClause -3 204 -169 
749 addClause 134 135 -29 
750 addClause 210 145 65 
751 addClause -139 69 -235 
752 addClause 146 -43 -109 
753 addClause 106 215 176 
754 addClause 150 8 88 
755 addClause -88 -232 -74 
756 addClause -10 -127 196 
757 addClause -97 -215 -73 
758 addClause 197 -199 -41 
759 addClause 65 -241 57 
760 addClause -40 217 88 
761 addClause 164 -131 116 
762 addClause 154 235 198 
763 addClause 163 251 171 
764 addClause 103 18 218 
765 addClause 76 -123 -178 
766 addClause -235 -110 -178 
767 addClause -231 125 -201 
768 addClause 174 211 -78 
769 addClause -231 79 -149 
770 addClause 35 187 159 
771 addClause 168 34 -114 
772 addClause -131 160 -26 
773 addClause -105 157 -115 
774 addClause 102 177 -252 
775 addClause 29 248 -114 
776 addClause 16 -73 255 
777 addClause 203 -50 7 
778 addClause -138 -116 -20 
779 addClause -189 122 -113 
780 addClause 189 -105 -110 
781 addClause -90 -254 -237 
782 addClause -34 -47 -201 
783 addClause -15 -195 -188 
784 addClause -40 -104 82 
785 addClause 233 86 -112 
786 addClause -57 110 -50 
787 addClause 108 30 156 
788 addClause -215 226 130 
789 addClause -7 193 -13 
790 addClause 159 92 -144 
791 addClause 190 221 -78 
792 addClause -249 164 -76 
793 addClause 86 3 54 
794 addClause -73 -96 163 
795 addClause 134 1 117 
796 addClause 43 -156 192 
797 assuming 122 68 96 -92 44 5 -258 -35 -180 -259 143 -203 -38 175 126 32 51 -62 -161 229 -101 87 -169 -52 216 250 
