1 init
2 Data Structure Factory : CardinalityDataStructureYanMin
3 Phase Selection Strategy : SolutionPhaseSelectionStrategy
4 Learning Strategy : ActiveLearning/percent=0.039539270120495185
99 addClause -139 140 -91 
100 addClause 72 -29 -13 
101 addClause 104 -103 120 
102 addClause 62 135 3 
103 addClause 91 150 -85 
104 addClause 130 -80 144 
105 addClause -119 43 -15 
106 addClause -134 -27 -91 
107 addClause 74 99 -44 
108 addClause 158 -34 -40 
109 addClause -97 91 136 
110 addClause -105 19 -32 
111 addClause -164 162 69 
112 addClause -136 -165 -127 
113 addClause 68 -46 37 
114 addClause -12 -121 40 
115 addClause 153 -60 117 
116 addClause 109 56 -91 
117 addClause 67 -94 -56 
118 addClause 75 -57 -75 
119 addClause 84 -123 28 
120 addClause -58 145 -54 
121 addClause -113 151 155 
122 addClause 78 -91 64 
123 addClause 45 113 79 
124 addClause 125 -48 -91 
125 addClause 150 84 107 
126 addClause -117 113 -138 
127 addClause -72 -104 -138 
128 addClause 18 -56 -71 
129 addClause 76 -48 156 
130 addClause -96 30 -143 
131 addClause -156 -151 -148 
132 addClause -32 -107 46 
133 addClause 76 101 -125 
134 addClause -62 -18 -154 
135 addClause 47 110 76 
136 addClause -38 -23 71 
137 addClause 32 124 166 
138 addClause -88 128 104 
139 addClause -52 -47 165 
140 addClause -123 11 124 
141 addClause 106 -17 22 
142 addClause -137 -65 160 
143 addClause -65 83 76 
144 addClause -6 -96 -88 
145 addClause 35 3 -59 
146 addClause 99 110 -130 
147 addClause -24 157 8 
148 addClause 82 116 -151 
149 addClause -120 -87 -21 
150 addClause 25 -57 -25 
151 addClause 163 -50 147 
152 addClause 69 11 -22 
153 addClause -100 -39 -5 
154 addClause -157 -5 148 
155 addClause 121 -57 83 
156 addClause -41 56 -57 
157 addClause -49 -61 75 
158 addClause 65 -37 60 
159 addClause 88 46 -81 
160 addClause 57 71 -124 
161 addClause -74 -22 -87 
162 addClause -87 -35 54 
163 addClause -122 165 6 
164 addClause -160 62 -30 
165 addClause -68 -74 -47 
166 addClause 51 -79 -90 
167 addClause 43 -34 100 
168 addClause 141 7 23 
169 addClause 30 14 100 
170 addClause -85 59 -53 
171 addClause -43 -42 53 
172 addClause 34 -63 97 
173 addClause 108 -57 -53 
174 addClause -85 -109 58 
175 addClause 13 67 100 
176 addClause 21 -147 -145 
177 addClause 3 -27 -46 
178 addClause 156 95 114 
179 addClause -113 3 117 
180 addClause 76 -19 -124 
181 addClause 95 100 72 
182 addClause -126 -70 -156 
183 addClause 96 107 37 
184 addClause 44 -17 -78 
185 addClause 165 90 122 
186 addClause -86 -123 69 
187 addClause -47 -127 -117 
188 addClause -74 128 134 
189 addClause 38 20 104 
190 addClause 89 -77 -165 
191 addClause 120 -98 95 
192 addClause -105 -124 -130 
193 addClause 39 115 56 
194 addClause -70 75 8 
195 addClause -90 -36 -127 
196 addClause -60 11 156 
197 addClause 149 73 -96 
198 addClause -101 -34 -129 
199 addClause -37 80 -36 
200 addClause -168 54 125 
201 addClause 94 -67 71 
202 addClause -131 64 122 
203 addClause -129 -164 161 
204 addClause -94 -65 163 
205 addClause 162 112 163 
206 addClause -98 -54 124 
207 addClause 34 -4 151 
208 addClause 167 -50 50 
209 addClause -144 -77 -58 
210 addClause -163 166 -63 
211 addClause -117 18 104 
212 addClause 72 -128 147 
213 addClause 21 15 -6 
214 addClause 97 123 -153 
215 addClause 87 73 -145 
216 addClause 24 43 -20 
217 addClause -138 -73 -59 
218 addClause 142 80 32 
219 addClause 64 -21 -28 
220 addClause 166 37 -111 
221 addClause 150 132 78 
222 addClause 158 70 143 
223 addClause 22 119 -158 
224 addClause -134 -116 -143 
225 addClause -117 85 165 
226 addClause -32 101 131 
227 addClause 65 -38 87 
228 addClause 135 134 23 
229 addClause 51 139 -103 
230 addClause -152 144 28 
231 addClause 108 -112 66 
232 addClause -75 -31 67 
233 addClause -21 -122 -4 
234 addClause 154 123 -16 
235 addClause 150 -160 -93 
236 addClause -128 14 93 
237 addClause 104 6 -38 
238 addClause -68 -158 -30 
239 addClause 123 42 -156 
240 addClause -86 -162 142 
241 addClause 86 -23 -65 
242 addClause -48 125 -25 
243 addClause -151 -25 157 
244 addClause 1 -24 162 
245 addClause -123 117 79 
246 addClause -30 -152 -83 
247 addClause -44 -125 -20 
248 addClause 53 137 38 
249 addClause -117 122 -41 
250 addClause -52 103 -30 
251 addClause -125 65 -165 
252 addClause 2 -30 66 
253 addClause 28 -1 73 
254 addClause 108 158 68 
255 addClause -148 -93 -157 
256 addClause 61 -88 -5 
257 addClause 62 -66 61 
258 addClause 55 134 20 
259 addClause -93 108 -26 
260 addClause -91 141 -144 
261 addClause 33 134 123 
262 addClause -27 -78 41 
263 addClause -55 -20 114 
264 addClause -95 165 39 
265 addClause 51 132 78 
266 addClause -16 41 -37 
267 addClause 136 -17 9 
268 addClause 57 -100 -52 
269 addClause 25 -122 -53 
270 addClause -127 70 -41 
271 addClause 83 -101 -27 
272 addClause 27 -37 -51 
273 addClause -127 20 -8 
274 addClause -79 -45 -144 
275 addClause 146 -164 48 
276 addClause -12 81 -83 
277 addClause -20 -124 65 
278 addClause 50 -84 49 
279 addClause -124 -106 57 
280 addClause -49 54 59 
281 addClause 112 82 -84 
282 addClause -160 -9 165 
283 addClause 102 -1 10 
284 addClause 134 -12 -90 
285 addClause 67 -31 52 
286 addClause -33 136 -41 
287 addClause 57 -66 79 
288 addClause -133 -105 103 
289 addClause 108 74 -53 
290 addClause 74 11 -76 
291 addClause -56 -148 40 
292 addClause 91 -132 -109 
293 addClause -133 -153 -47 
294 addClause -19 114 -13 
295 addClause 127 78 39 
296 addClause 40 158 -28 
297 addClause -143 -29 25 
298 addClause -8 -154 118 
299 addClause 127 -92 -163 
300 addClause -24 4 -117 
301 addClause -111 -167 100 
302 addClause -86 2 119 
303 addClause 55 89 -10 
304 addClause 134 47 -99 
305 addClause 125 -145 -82 
306 addClause 157 -30 40 
307 addClause -139 -65 61 
308 addClause 156 151 127 
309 addClause 21 102 -163 
310 addClause -85 19 -17 
311 addClause 18 142 113 
312 addClause 98 126 -41 
313 addClause -94 73 -96 
314 addClause -75 43 -26 
315 addClause 117 33 -65 
316 addClause 127 53 56 
317 addClause -56 -154 92 
318 addClause -124 -143 52 
319 addClause -154 22 -47 
320 addClause -78 116 -110 
321 addClause -143 148 -133 
322 addClause -58 15 146 
323 addClause -37 152 -101 
324 addClause -76 -115 -164 
325 addClause -162 26 86 
326 addClause 143 -85 85 
327 addClause -120 130 -114 
328 addClause -138 72 54 
329 addClause 33 -128 138 
330 addClause -47 -51 76 
331 addClause -88 -5 -67 
332 addClause -54 -62 -152 
333 addClause -115 62 63 
334 addClause 81 -126 -34 
335 addClause -127 145 -76 
336 addClause 103 -104 102 
337 addClause 55 -116 128 
338 addClause 87 -101 92 
339 addClause 75 -64 165 
340 addClause 151 149 -51 
341 addClause -39 14 11 
342 addClause 137 -92 -5 
343 addClause 7 -143 106 
344 addClause 77 118 75 
345 addClause -85 157 32 
346 addClause -15 75 116 
347 addClause 148 -72 3 
348 addClause 101 71 58 
349 addClause 141 117 131 
350 addClause 6 -15 -107 
351 addClause 117 108 -118 
352 addClause 70 -119 136 
353 addClause -23 -105 -129 
354 addClause -7 -102 -165 
355 addClause 106 -147 -2 
356 addClause 102 166 -69 
357 addClause -105 132 -167 
358 addClause 44 162 166 
359 addClause -78 118 127 
360 addClause -102 -114 55 
361 addClause -116 -59 58 
362 addClause -70 -81 -128 
363 addClause 115 -71 50 
364 addClause -99 137 160 
365 addClause 9 164 82 
366 addClause -118 -97 110 
367 addClause -5 -6 -50 
368 addClause -163 -72 167 
369 addClause -34 118 77 
370 addClause -59 132 -116 
371 addClause 149 -132 -20 
372 addClause -166 159 -153 
373 addClause -30 -67 -55 
374 addClause 60 105 -68 
375 addClause -27 99 126 
376 addClause -59 72 36 
377 addClause 55 85 97 
378 addClause -127 149 83 
379 addClause -57 61 -103 
380 addClause 57 155 -120 
381 addClause 35 64 -68 
382 addClause -71 -107 55 
383 addClause 137 119 38 
384 addClause 113 -79 3 
385 addClause 34 152 86 
386 addClause 53 -97 -63 
387 addClause 112 129 -150 
388 addClause -162 -114 -122 
389 addClause 32 -7 -152 
390 addClause -61 -55 -76 
391 addClause -112 -122 -34 
392 addClause -118 102 -157 
393 addClause 107 -63 -6 
394 addClause -99 14 93 
395 addClause 148 1 38 
396 addClause -32 11 -51 
397 addClause 78 -98 84 
398 addClause -68 -147 102 
399 addClause 107 34 -27 
400 addClause -160 124 -128 
401 addClause 90 -112 1 
402 addClause 105 14 -120 
403 addClause -52 -94 -133 
404 addClause -168 -163 99 
405 addClause -131 129 -63 
406 addClause 58 -135 56 
407 addClause -168 -33 -162 
408 addClause -42 17 33 
409 addClause -105 123 -124 
410 addClause 63 25 -78 
411 addClause -5 68 159 
412 addClause -64 126 57 
413 addClause -160 -26 -38 
414 addClause -50 -54 -121 
415 addClause 61 116 93 
416 addClause 115 -32 129 
417 addClause 134 -15 -31 
418 addClause 86 -154 -69 
419 addClause -84 -35 143 
420 addClause -109 -138 -148 
421 addClause 59 -12 86 
422 addClause 151 -8 -61 
423 addClause 97 82 164 
424 addClause -44 160 147 
425 addClause -159 89 -161 
426 addClause 118 69 133 
427 addClause 132 10 -96 
428 addClause -145 26 121 
429 addClause -101 -30 -22 
430 addClause 5 154 -111 
431 addClause 85 77 -99 
432 addClause 104 64 79 
433 addClause -55 109 -131 
434 addClause 135 -115 70 
435 addClause -142 22 148 
436 addClause 84 -168 158 
437 addClause -25 28 -31 
438 addClause 9 -100 -9 
439 addClause -73 10 31 
440 addClause -161 142 -53 
441 addClause 59 10 21 
442 addClause 117 -44 51 
443 addClause 46 126 52 
444 addClause 3 87 -67 
445 addClause -143 -113 52 
446 addClause -23 56 59 
447 addClause -149 -33 -56 
448 addClause -68 -20 -142 
449 addClause -131 123 -85 
450 addClause 61 -105 -90 
451 addClause -149 -140 102 
452 addClause -48 121 54 
453 addClause 25 130 42 
454 addClause -128 -40 50 
455 addClause -25 163 -60 
456 addClause -166 -127 128 
457 addClause 2 -147 94 
458 addClause 124 121 39 
459 addClause -135 -153 -47 
460 addClause 139 -89 87 
461 addClause -54 7 164 
462 addClause 96 -151 -42 
463 addClause 124 50 29 
464 addClause -46 38 -18 
465 addClause 112 -157 -70 
466 addClause -58 -151 -167 
467 addClause 66 112 14 
468 addClause 18 159 167 
469 addClause 38 -152 -77 
470 addClause -161 -3 -150 
471 addClause -69 163 -112 
472 addClause -123 64 -52 
473 addClause -104 -33 67 
474 addClause -64 -91 32 
475 addClause 53 -140 -1 
476 addClause -114 -119 95 
477 addClause -143 3 -127 
478 addClause -3 -14 -19 
479 addClause 101 -83 24 
480 addClause -62 130 -88 
481 addClause -15 -99 -162 
482 addClause 30 156 74 
483 addClause 106 143 82 
484 addClause -23 -95 -110 
485 addClause -93 114 157 
486 addClause 166 42 -122 
487 addClause 137 -158 -14 
488 addClause 158 -64 -165 
489 addClause 82 -45 -44 
490 addClause 66 -157 -167 
491 addClause 107 39 163 
492 addClause 24 36 -114 
493 addClause -126 152 119 
494 addClause 156 -6 88 
495 addClause -149 78 60 
496 addClause 139 49 -58 
497 addClause -44 -127 141 
498 addClause -60 -162 157 
499 addClause 133 -35 -158 
500 addClause -104 49 154 
501 addClause -37 -31 -126 
502 addClause 47 -106 -114 
503 addClause -80 -42 -58 
504 addClause -156 -164 -73 
505 addClause 164 93 -89 
506 addClause -45 -144 -139 
507 addClause -69 114 128 
508 addClause -38 87 -86 
509 addClause -28 18 119 
510 addClause -9 -129 128 
511 addClause -104 20 -162 
512 addClause 108 132 -49 
513 solve
514 addClause 49 143 57 
515 addClause -79 -199 103 
516 addClause -42 10 -33 
517 addClause -134 -60 17 
518 addClause -98 128 -72 
519 addClause -32 -123 -134 
520 addClause 76 -174 210 
521 addClause -13 58 167 
522 addClause 138 -88 -213 
523 addClause 95 -83 -195 
524 addClause -194 24 202 
525 addClause 198 -96 -34 
526 addClause 168 -120 205 
527 addClause 131 -137 213 
528 addClause -19 -100 -26 
529 addClause 23 64 47 
530 addClause 3 168 23 
531 addClause -151 -162 -214 
532 addClause -129 152 163 
533 addClause 168 -183 -22 
534 addClause 134 217 -75 
535 addClause 126 -103 118 
536 addClause -3 73 89 
537 addClause 206 -106 196 
538 addClause -185 28 -163 
539 addClause 193 114 -114 
540 addClause -97 -8 -51 
541 addClause -59 -109 93 
542 addClause 22 -218 -147 
543 addClause 51 91 136 
544 addClause 8 -145 46 
545 addClause 99 -50 -69 
546 addClause 4 -163 64 
547 addClause 158 102 -137 
548 addClause -55 -158 163 
549 addClause 129 80 -114 
550 addClause -94 135 110 
551 addClause -58 -148 60 
552 addClause 150 -140 147 
553 addClause 115 -155 103 
554 addClause -6 88 -179 
555 addClause -153 -106 -89 
556 addClause -85 -152 112 
557 addClause 217 150 -3 
558 addClause 207 -29 101 
559 addClause 134 150 5 
560 addClause -14 -154 177 
561 addClause -45 118 204 
562 addClause 192 81 20 
563 addClause -209 146 -3 
564 addClause -167 -46 219 
565 addClause 188 -204 7 
566 addClause 194 -142 -104 
567 addClause 151 -57 19 
568 addClause 99 192 -219 
569 addClause -134 -44 -92 
570 addClause -100 -50 65 
571 addClause 182 25 -8 
572 addClause 136 -132 51 
573 addClause 211 -208 130 
574 addClause -150 -5 -147 
575 addClause -163 139 82 
576 addClause -52 76 176 
577 addClause 202 -68 77 
578 addClause -106 -217 -145 
579 addClause 34 -111 69 
580 addClause -92 -58 -85 
581 addClause 165 -57 -6 
582 addClause 169 -132 23 
583 addClause 164 175 -166 
584 addClause 25 75 -109 
585 addClause 62 178 -213 
586 addClause 6 195 76 
587 addClause -137 192 -176 
588 addClause -114 -167 109 
589 addClause -184 -90 -200 
590 addClause -115 25 120 
591 addClause 79 -97 45 
592 addClause 150 -43 -32 
593 addClause 204 33 -91 
594 addClause 112 -67 -116 
595 addClause -103 89 -149 
596 addClause -187 72 126 
597 addClause 216 41 -116 
598 addClause -46 43 -76 
599 addClause 140 -136 -28 
600 addClause -170 141 56 
601 addClause -142 -127 56 
602 addClause -17 -82 -210 
603 addClause 68 179 19 
604 addClause 215 82 -214 
605 addClause 197 -193 203 
606 addClause 184 78 166 
607 addClause -31 -154 -156 
608 addClause 157 10 66 
609 addClause 30 -186 102 
610 addClause -66 99 77 
611 addClause -20 -164 -23 
612 addClause 37 141 163 
613 addClause 25 6 -66 
614 addClause 29 99 -207 
615 addClause -48 96 -214 
616 addClause -169 -167 104 
617 addClause 48 -44 180 
618 addClause -158 -183 98 
619 addClause 154 172 13 
620 addClause -178 145 49 
621 addClause 143 34 -74 
622 addClause 112 111 -42 
623 addClause -20 13 108 
624 addClause -78 -180 -158 
625 addClause 17 212 220 
626 addClause -22 -161 -12 
627 addClause -41 16 41 
628 addClause 79 -69 64 
629 addClause 7 -74 -62 
630 addClause 90 -173 -180 
631 addClause 147 6 129 
632 addClause 159 -17 -39 
633 addClause 203 137 104 
634 addClause 214 110 -130 
635 addClause -139 183 -59 
636 addClause 219 -166 167 
637 addClause -184 77 87 
638 addClause 160 132 -192 
639 addClause 65 169 150 
640 addClause -176 -135 -126 
641 addClause 189 145 -98 
642 addClause -131 38 135 
643 addClause 5 65 199 
644 addClause 36 -204 -82 
645 addClause -52 151 105 
646 addClause -217 -58 87 
647 addClause 57 -48 -155 
648 addClause 204 -130 140 
649 addClause -146 207 145 
650 addClause 52 170 -129 
651 addClause -204 -185 2 
652 addClause 37 -32 -218 
653 addClause -138 163 -97 
654 addClause -121 59 209 
655 addClause 217 68 175 
656 addClause -107 90 -159 
657 addClause 47 171 -119 
658 addClause 218 208 62 
659 addClause -195 26 175 
660 addClause -184 -60 -56 
661 addClause 49 165 109 
662 addClause 216 -109 -62 
663 addClause 200 -159 213 
664 addClause 67 181 -143 
665 addClause 200 -158 96 
666 addClause 91 116 -159 
667 addClause -91 -12 -37 
668 addClause -218 8 -35 
669 addClause -130 -110 -147 
670 addClause 20 78 -108 
671 addClause 26 -91 104 
672 addClause -51 165 -217 
673 addClause 104 212 120 
674 addClause 41 144 146 
675 addClause 99 -217 79 
676 solve
677 addClause 68 137 25 
678 addClause 193 90 -261 
679 addClause 246 272 -288 
680 addClause -143 -235 61 
681 addClause 65 21 114 
682 addClause -29 228 225 
683 addClause -138 32 171 
684 addClause 228 -272 -184 
685 addClause -200 -261 191 
686 addClause -203 219 211 
687 addClause -95 3 -278 
688 addClause -22 -5 -206 
689 addClause 126 -243 230 
690 addClause -220 165 -180 
691 addClause 122 -257 49 
692 addClause 26 90 285 
693 addClause -259 -111 291 
694 addClause 6 159 122 
695 addClause -70 -281 55 
696 addClause -207 -55 -220 
697 addClause -70 -289 270 
698 addClause 121 275 -22 
699 addClause -255 94 127 
700 addClause 215 -153 161 
701 addClause -45 -272 215 
702 addClause 213 -3 152 
703 addClause 121 -257 283 
704 addClause 90 174 218 
705 addClause 283 106 64 
706 addClause 113 -175 -197 
707 addClause -154 -167 198 
708 addClause -152 -204 201 
709 addClause 267 -218 69 
710 addClause -94 -38 -266 
711 addClause 214 -64 285 
712 addClause -55 209 -29 
713 addClause 246 -268 202 
714 addClause 7 -134 -38 
715 addClause 146 -18 -141 
716 addClause -239 261 -200 
717 addClause 96 212 74 
718 addClause 185 -117 120 
719 addClause 175 -127 -257 
720 addClause 107 -218 289 
721 addClause -37 -218 -240 
722 addClause 56 240 163 
723 addClause -220 5 -109 
724 addClause -159 -237 -161 
725 addClause 23 84 -92 
726 addClause -24 130 -214 
727 addClause -201 281 58 
728 addClause -215 176 231 
729 addClause -100 -149 98 
730 addClause 291 281 -69 
731 addClause 238 -81 278 
732 addClause -86 -81 115 
733 addClause -114 290 274 
734 addClause -256 166 -108 
735 addClause -281 -212 -100 
736 addClause 180 -162 -36 
737 addClause -3 -126 153 
738 addClause 144 -198 -164 
739 addClause 100 39 -170 
740 addClause 270 187 -44 
741 addClause 79 36 -71 
742 addClause 160 254 -50 
743 addClause -264 -41 -275 
744 addClause -214 177 -105 
745 addClause -164 -216 241 
746 addClause 90 207 174 
747 addClause -209 -44 -208 
748 addClause -276 -218 -248 
749 addClause 92 -254 -213 
750 addClause -18 133 69 
751 addClause 77 223 148 
752 addClause 40 275 -103 
753 addClause 240 79 -106 
754 addClause -187 -225 127 
755 addClause 45 -154 208 
756 addClause -142 -225 212 
757 addClause -5 110 -103 
758 addClause 206 158 -91 
759 addClause -285 95 -204 
760 addClause -17 209 191 
761 addClause -276 -237 171 
762 addClause 18 244 -27 
763 addClause -63 -59 151 
764 addClause -247 -161 44 
765 addClause 218 -275 -215 
766 addClause 281 -225 109 
767 addClause 243 -200 244 
768 addClause 224 112 38 
769 addClause 156 248 117 
770 addClause -209 -193 103 
771 addClause -112 -58 50 
772 addClause -278 -137 171 
773 addClause -35 -273 232 
774 addClause 89 -281 142 
775 addClause -89 -95 -87 
776 addClause 41 197 285 
777 addClause 62 -117 168 
778 addClause -154 136 120 
779 addClause 150 -203 -262 
780 addClause 190 165 -97 
781 addClause 94 86 223 
782 addClause -124 -106 207 
783 addClause 163 125 -146 
784 addClause -17 191 -273 
785 addClause -74 230 65 
786 addClause -40 -139 -134 
787 addClause -171 165 160 
788 addClause 145 65 158 
789 addClause -85 -290 -212 
790 addClause 150 -234 67 
791 addClause -172 -214 137 
792 addClause 111 -65 198 
793 addClause 162 116 58 
794 addClause -58 -189 -33 
795 addClause -75 -288 169 
796 addClause -243 63 -52 
797 addClause -178 -1 -251 
798 addClause -260 -112 82 
799 addClause 190 6 131 
800 addClause 94 123 91 
801 addClause 185 192 90 
802 addClause -21 -286 -3 
803 addClause -23 -33 222 
804 addClause 102 63 -261 
805 addClause -289 179 -18 
806 addClause 70 -236 -131 
807 addClause 101 -161 72 
808 addClause -171 -94 -42 
809 addClause 218 66 -227 
810 addClause 28 -203 -142 
811 addClause 151 159 -225 
812 addClause -87 -15 118 
813 addClause -282 -49 225 
814 addClause -10 -122 -183 
815 addClause -193 167 120 
816 addClause 190 287 -18 
817 addClause 269 108 87 
818 addClause 215 208 -42 
819 addClause 247 -178 -103 
820 addClause 77 72 -157 
821 addClause 237 41 277 
822 addClause 64 171 -199 
823 addClause -90 -193 -6 
824 addClause 110 -180 101 
825 addClause 173 -119 183 
826 addClause -186 289 4 
827 addClause -158 -125 101 
828 addClause 284 48 151 
829 addClause -80 -151 24 
830 addClause 233 137 -185 
831 addClause -236 246 -25 
832 addClause -276 -176 -185 
833 addClause 73 -242 -203 
834 addClause -221 200 -160 
835 addClause -251 -135 256 
836 addClause -159 184 -204 
837 addClause 61 10 -275 
838 addClause 234 -269 -214 
839 addClause 261 -141 61 
840 addClause 288 -198 171 
841 addClause 239 243 -107 
842 addClause 140 104 209 
843 addClause 28 259 54 
844 addClause -277 -214 -60 
845 addClause -187 -175 -144 
846 addClause -291 -285 -177 
847 addClause 265 -187 -38 
848 addClause 147 -116 287 
849 addClause 137 258 -270 
850 addClause -249 -20 -217 
851 addClause -65 -177 -105 
852 addClause -65 -10 270 
853 addClause -14 291 -195 
854 addClause 286 -210 211 
855 addClause 64 32 262 
856 addClause 180 -71 -218 
857 addClause 152 158 -115 
858 addClause 165 11 164 
859 addClause -223 38 -53 
860 addClause 208 275 151 
861 addClause -153 -78 -27 
862 addClause 162 -44 93 
863 addClause 101 -103 210 
864 addClause -1 -112 13 
865 addClause 148 155 44 
866 addClause -86 229 141 
867 addClause 45 -216 -234 
868 addClause -191 -97 -207 
869 addClause 100 144 -118 
870 addClause 218 -50 176 
871 addClause 116 -169 -236 
872 addClause -18 -264 88 
873 addClause -13 195 162 
874 addClause -179 -247 -168 
875 addClause -245 165 -64 
876 addClause -70 -282 280 
877 addClause 177 31 55 
878 addClause 103 -51 196 
879 addClause -213 -223 -133 
880 addClause -102 -273 -147 
881 addClause -186 216 -180 
882 addClause -107 -65 50 
883 addClause 28 103 19 
884 addClause -8 -4 101 
885 addClause 179 265 -83 
886 addClause -148 -100 262 
887 solve
888 addClause 91 281 9 
889 addClause 192 109 -183 
890 addClause 226 -185 -252 
891 addClause 140 -356 -135 
892 addClause 259 359 294 
893 addClause 203 -102 154 
894 addClause -13 -351 -282 
895 addClause -211 -110 -363 
896 addClause 173 -371 182 
897 addClause 193 -76 150 
898 addClause 325 -349 48 
899 addClause -51 339 184 
900 addClause -47 79 24 
901 addClause 200 257 -94 
902 addClause -186 210 72 
903 addClause 93 -90 -368 
904 addClause -399 -141 -38 
905 addClause -78 258 159 
906 addClause 20 -399 66 
907 addClause -241 38 -190 
908 addClause 120 -138 -83 
909 addClause -115 183 224 
910 addClause 248 -292 -243 
911 addClause -214 -23 356 
912 addClause -210 164 -124 
913 addClause 272 -359 -144 
914 addClause 82 -191 -278 
915 addClause 132 398 59 
916 addClause 6 132 366 
917 addClause 274 64 -203 
918 addClause -137 323 -45 
919 addClause 282 -182 310 
920 addClause -350 46 67 
921 addClause 189 196 134 
922 addClause -154 -260 239 
923 addClause -59 86 -127 
924 addClause -22 254 105 
925 addClause 90 -188 386 
926 addClause -351 -46 245 
927 addClause 380 21 44 
928 addClause -279 146 341 
929 addClause 260 -20 38 
930 addClause 20 300 -288 
931 addClause -307 -351 -289 
932 addClause 242 43 73 
933 addClause -142 -396 298 
934 addClause -154 55 276 
935 addClause -103 252 -161 
936 addClause -30 -387 -371 
937 addClause -245 37 355 
938 addClause -87 268 35 
939 addClause -41 -251 -200 
940 addClause 104 -210 -7 
941 addClause 125 332 -129 
942 addClause 384 -387 308 
943 addClause 261 114 88 
944 addClause 153 -283 -58 
945 addClause -153 -245 -362 
946 addClause -165 293 -370 
947 addClause 264 74 27 
948 addClause -26 -368 -359 
949 addClause 225 -4 -110 
950 addClause -30 312 -270 
951 addClause -275 203 -148 
952 addClause -400 -188 374 
953 addClause 16 114 172 
954 addClause -385 41 182 
955 addClause -91 285 -140 
956 addClause -382 -107 134 
957 addClause 243 39 -193 
958 addClause 394 -154 -95 
959 addClause -235 87 346 
960 addClause -205 -329 -48 
961 addClause -212 -21 309 
962 addClause -172 282 35 
963 addClause -197 202 -84 
964 addClause -201 147 -206 
965 addClause 16 99 279 
966 addClause -61 -205 18 
967 addClause -130 -195 136 
968 addClause 77 -365 -161 
969 addClause -116 169 -271 
970 addClause 365 125 391 
971 addClause -387 92 35 
972 addClause -378 224 314 
973 addClause -307 349 -128 
974 addClause 53 -280 -268 
975 addClause 376 196 16 
976 addClause -152 -395 345 
977 addClause 323 242 -263 
978 addClause 227 298 195 
979 addClause -365 60 308 
980 addClause 335 19 256 
981 addClause -130 258 -136 
982 addClause 136 -382 -268 
983 addClause 183 -43 303 
984 addClause -387 -120 398 
985 addClause 221 -112 105 
986 addClause 221 302 153 
987 addClause 195 -186 86 
988 addClause -309 274 -187 
989 addClause 229 191 367 
