1 init
2 using solver PARAMS
3 Random Walk 0.13151186082889232
4 DBS simplification allowed
150 addClause -98 -44 -31 
151 addClause -73 129 -131 
152 addClause -15 85 -137 
153 addClause -131 64 97 
154 addClause -46 -7 97 
155 addClause -102 80 9 
156 addClause 83 84 92 
157 addClause 61 148 -98 
158 addClause 11 132 -32 
159 addClause 95 -88 -89 
160 addClause 65 113 -118 
161 addClause 27 -103 49 
162 addClause 113 35 -128 
163 addClause -147 -143 -91 
164 addClause 12 125 -73 
165 addClause -116 -117 -62 
166 addClause 59 33 -34 
167 addClause 16 -65 142 
168 addClause -80 -33 121 
169 addClause -57 71 -87 
170 addClause -84 144 85 
171 addClause -97 37 128 
172 addClause -8 -111 21 
173 addClause 137 2 -140 
174 addClause -64 -128 -109 
175 addClause 89 36 -64 
176 addClause 16 -84 32 
177 addClause 35 26 62 
178 addClause 44 58 -42 
179 addClause 135 54 -74 
180 addClause -52 -124 8 
181 addClause -21 10 -146 
182 addClause 108 -35 -39 
183 addClause -127 53 -6 
184 addClause -100 -108 124 
185 addClause 113 -82 69 
186 addClause -145 4 -129 
187 addClause -60 -122 -100 
188 addClause 122 65 -68 
189 addClause -138 -67 80 
190 addClause 77 -127 62 
191 addClause -83 38 29 
192 addClause -78 73 -145 
193 addClause 39 -142 69 
194 addClause 45 135 65 
195 addClause 138 148 -65 
196 addClause -16 65 46 
197 addClause 81 -43 -69 
198 addClause 130 56 -64 
199 addClause 94 49 28 
200 addClause 49 100 -37 
201 addClause -119 137 -36 
202 addClause 22 80 -47 
203 addClause 25 58 129 
204 addClause 83 25 127 
205 addClause -51 -11 -28 
206 addClause 67 -121 -35 
207 addClause -73 -18 -112 
208 addClause -39 -101 -41 
209 addClause -62 59 45 
210 addClause 139 58 71 
211 addClause -21 99 -88 
212 addClause 87 -39 -132 
213 addClause 122 106 86 
214 addClause -145 4 -143 
215 addClause 66 17 146 
216 addClause 5 -58 109 
217 addClause 25 -127 -25 
218 addClause -149 102 -138 
219 addClause 145 4 62 
220 addClause 130 108 133 
221 addClause -89 34 138 
222 addClause -25 -73 -144 
223 addClause 138 63 59 
224 addClause 31 111 59 
225 addClause -35 5 -55 
226 addClause 119 -147 -69 
227 addClause -70 -145 -50 
228 addClause 95 -123 118 
229 addClause -147 3 86 
230 addClause 28 89 -134 
231 addClause 30 13 38 
232 addClause -60 -104 81 
233 addClause -39 -21 53 
234 addClause 72 -23 136 
235 addClause -3 -141 -71 
236 addClause 81 76 -2 
237 addClause -11 -71 144 
238 addClause -39 47 3 
239 addClause -141 94 79 
240 addClause 65 122 -84 
241 addClause 142 16 -7 
242 addClause 34 56 55 
243 addClause 23 104 37 
244 addClause 133 27 103 
245 addClause 60 52 -5 
246 addClause -111 112 118 
247 addClause 85 23 -101 
248 addClause -28 -72 -37 
249 addClause -85 -140 102 
250 addClause 49 59 124 
251 addClause 44 42 64 
252 addClause -5 10 -75 
253 addClause -125 134 -51 
254 addClause -7 -128 -11 
255 addClause -93 129 67 
256 addClause -128 115 -86 
257 addClause 126 -142 130 
258 addClause -144 51 99 
259 addClause 134 12 124 
260 addClause 98 149 -91 
261 addClause -89 -31 -42 
262 addClause 31 99 -135 
263 addClause 72 108 97 
264 addClause -9 136 -100 
265 addClause 44 -67 46 
266 addClause 100 95 87 
267 addClause 75 -82 -149 
268 addClause -10 119 68 
269 addClause 72 23 118 
270 addClause -71 -122 149 
271 addClause -7 -126 76 
272 addClause -17 34 98 
273 addClause -56 -39 44 
274 addClause -87 54 46 
275 addClause -118 -144 111 
276 addClause 56 43 66 
277 addClause 108 138 -79 
278 addClause 73 -109 94 
279 addClause -89 115 39 
280 addClause -29 -17 -58 
281 addClause 139 28 140 
282 addClause 75 -127 3 
283 addClause 53 -74 -59 
284 addClause 50 -115 12 
285 addClause 56 -76 108 
286 addClause 47 -96 -46 
287 addClause -81 -1 -79 
288 addClause 64 -9 146 
289 addClause 95 -34 74 
290 addClause -123 -109 144 
291 addClause -53 -25 -20 
292 addClause 125 -15 -120 
293 addClause -148 -127 -60 
294 addClause 134 -32 -90 
295 addClause 80 -128 -7 
296 addClause 129 98 139 
297 addClause -29 95 -31 
298 addClause -35 -45 102 
299 addClause -118 -10 18 
300 addClause 83 17 -41 
301 addClause 118 117 -8 
302 addClause -93 122 -149 
303 addClause 69 -3 -138 
304 addClause 124 69 51 
305 addClause 95 52 -8 
306 addClause 144 133 72 
307 addClause 84 -83 128 
308 addClause 31 113 118 
309 addClause -54 123 -38 
310 addClause 45 100 -77 
311 addClause -25 -12 46 
312 addClause -37 64 -56 
313 addClause 146 -93 94 
314 addClause -142 105 93 
315 addClause 121 12 -80 
316 addClause 41 55 97 
317 addClause 50 -130 4 
318 addClause 87 -54 -24 
319 addClause -135 -87 -72 
320 addClause -5 51 -67 
321 addClause -117 128 85 
322 addClause 127 -39 61 
323 addClause -68 -150 -46 
324 addClause 84 80 1 
325 addClause 131 120 7 
326 addClause 78 -138 112 
327 addClause -6 121 -102 
328 addClause -96 42 -147 
329 addClause -52 89 67 
330 addClause 13 -59 101 
331 addClause 19 -59 -88 
332 addClause -119 92 58 
333 addClause -72 81 -113 
334 addClause -12 87 -14 
335 addClause 78 -73 82 
336 addClause 110 -61 -46 
337 addClause -2 96 -109 
338 addClause 25 -60 -98 
339 addClause -35 145 -71 
340 addClause -139 -33 -38 
341 addClause 97 -68 147 
342 addClause -148 64 -107 
343 addClause -145 95 135 
344 addClause -46 71 -62 
345 addClause 109 -64 -79 
346 addClause -8 132 -110 
347 addClause -89 98 -136 
348 addClause -43 57 100 
349 addClause -2 -53 94 
350 addClause -122 133 139 
351 addClause 45 67 -16 
352 addClause -64 49 -109 
353 addClause 53 -43 -83 
354 addClause -34 59 129 
355 addClause -134 104 128 
356 addClause -29 -45 -57 
357 addClause 66 -26 60 
358 addClause -68 -132 132 
359 addClause 76 -135 109 
360 addClause -3 -54 60 
361 addClause -45 101 137 
362 addClause 123 -116 2 
363 addClause -104 -147 108 
364 addClause -125 26 -52 
365 addClause 98 -30 7 
366 addClause 148 74 -66 
367 addClause -44 -73 -99 
368 addClause -50 -142 3 
369 addClause 109 29 -96 
370 addClause -66 -71 77 
371 addClause 34 58 23 
372 addClause -80 -134 -54 
373 addClause 125 69 102 
374 addClause 139 -4 52 
375 addClause 85 -52 -146 
376 addClause 14 -50 -63 
377 addClause -91 68 -62 
378 addClause 148 54 -146 
379 addClause -6 123 -104 
380 assuming 112 -43 -117 127 -128 143 116 -104 -8 -139 -90 -67 -120 131 19 
381 addClause 126 -162 199 
382 addClause -164 22 -175 
383 addClause -9 -127 25 
384 addClause -2 -97 172 
385 addClause -185 162 -7 
386 addClause 168 199 -158 
387 addClause -32 -58 -72 
388 addClause -138 138 22 
389 addClause -98 -85 200 
390 addClause 209 32 -189 
391 addClause 148 -53 31 
392 addClause -67 -134 75 
393 addClause 78 159 204 
394 addClause 47 -89 143 
395 addClause -161 87 148 
396 addClause -60 -101 -135 
397 addClause -125 -61 -8 
398 addClause 212 -120 80 
399 addClause 3 -207 -46 
400 addClause -39 28 114 
401 addClause -157 -18 -54 
402 addClause -166 163 -46 
403 addClause -96 60 -130 
404 addClause 91 -4 139 
405 addClause 74 202 -183 
406 addClause 165 -91 123 
407 addClause -66 -137 78 
408 addClause -154 -206 -113 
409 addClause 2 126 -17 
410 addClause -153 -19 -52 
411 addClause 20 129 -146 
412 addClause 204 -13 -89 
413 addClause 93 -93 -104 
414 addClause -62 14 -66 
415 addClause -19 -22 -189 
416 addClause -220 56 -10 
417 addClause 168 147 -220 
418 addClause 175 -201 -23 
419 addClause -194 -95 32 
420 addClause 98 208 67 
421 addClause 82 108 66 
422 addClause -185 -209 -193 
423 addClause -73 47 178 
424 addClause 18 -91 170 
425 addClause -23 194 212 
426 addClause 182 -205 -107 
427 addClause 187 -88 -125 
428 addClause -184 -139 -4 
429 addClause -5 -164 -218 
430 addClause 204 -88 -31 
431 addClause -54 -213 122 
432 addClause -119 -64 201 
433 addClause 205 -91 -205 
434 addClause -54 -195 -12 
435 addClause -178 -176 88 
436 addClause -173 143 -83 
437 addClause -43 -78 96 
438 addClause 53 -40 -104 
439 addClause 69 161 -138 
440 addClause -156 111 -217 
441 addClause -59 -52 178 
442 addClause -27 -7 148 
443 addClause 14 104 51 
444 addClause 214 20 133 
445 addClause 161 93 85 
446 addClause -9 93 167 
447 addClause -51 -68 -197 
448 addClause -139 -86 128 
449 addClause -203 -207 188 
450 addClause -53 -4 43 
451 addClause 33 -208 -89 
452 addClause -109 -8 106 
453 addClause -213 83 91 
454 addClause -19 -207 103 
455 addClause -30 15 109 
456 addClause -148 -7 -59 
457 addClause -45 -28 -80 
458 addClause -214 -206 129 
459 addClause -112 -65 -210 
460 addClause -58 172 129 
461 addClause -107 -112 101 
462 addClause 120 21 190 
463 addClause -111 -116 52 
464 addClause -163 32 -67 
465 addClause -165 164 92 
466 addClause -83 -56 6 
467 addClause -193 77 -167 
468 addClause -41 180 186 
469 addClause -134 -7 1 
470 addClause -147 -94 114 
471 addClause -10 -29 75 
472 addClause 98 -18 72 
473 addClause -74 -180 68 
474 addClause -11 -55 9 
475 addClause 202 20 -207 
476 addClause 175 -120 -41 
477 addClause 88 -66 202 
478 addClause -138 88 -70 
479 addClause -84 -118 24 
480 addClause 59 122 199 
481 addClause 135 188 215 
482 addClause -134 203 7 
483 addClause 14 -150 73 
484 addClause 98 -51 12 
485 addClause -139 60 -169 
486 addClause -99 -129 -48 
487 addClause 209 -43 176 
488 addClause 152 -98 -32 
489 addClause -77 -37 -106 
490 addClause 93 53 85 
491 addClause 190 -65 7 
492 addClause -136 87 129 
493 addClause -22 209 -43 
494 addClause 80 184 155 
495 addClause 148 -69 36 
496 addClause 38 76 102 
497 addClause -101 90 117 
498 addClause 211 -10 93 
499 addClause 208 6 -173 
500 addClause 5 -74 147 
501 addClause 182 -105 132 
502 addClause -185 -13 76 
503 addClause -154 -133 -37 
504 addClause 83 154 105 
505 addClause -83 -93 166 
506 addClause 106 183 175 
507 addClause -38 -154 -60 
508 addClause 98 188 59 
509 addClause -41 22 -9 
510 addClause 34 187 81 
511 addClause -101 -114 -170 
512 addClause 21 168 14 
513 addClause -75 45 62 
514 addClause -145 -159 -46 
515 addClause 51 -183 -149 
516 addClause -219 -105 -209 
517 addClause -159 194 -119 
518 addClause 220 -58 134 
519 addClause 107 27 126 
520 addClause -41 -126 37 
521 addClause 77 -29 -127 
522 addClause -140 -101 -73 
523 addClause -121 -39 131 
524 addClause 209 -172 -71 
525 addClause 130 209 12 
526 addClause 148 158 121 
527 addClause -59 -28 -47 
528 addClause 12 -147 -65 
529 addClause -27 -180 -46 
530 addClause -151 -204 26 
531 addClause 211 166 -48 
532 addClause -55 74 -61 
533 addClause 106 -102 -164 
534 addClause -103 -125 202 
535 addClause 113 115 83 
536 addClause 170 41 -149 
537 addClause 90 -83 -190 
538 addClause -211 -94 99 
539 addClause -142 -149 -199 
540 addClause -83 -215 141 
541 addClause -202 -50 95 
542 addClause -118 218 98 
543 addClause 203 75 120 
544 addClause 133 -215 211 
545 addClause 171 78 136 
546 addClause -105 -151 197 
547 addClause -211 192 -33 
548 addClause -158 -23 204 
549 addClause -140 24 106 
550 addClause 67 -52 56 
551 addClause -197 -112 -74 
552 addClause 176 -9 144 
553 addClause 85 92 -150 
554 addClause 180 168 -54 
555 addClause -131 60 -61 
556 addClause -29 180 -217 
557 addClause 193 209 10 
558 assuming -212 -85 160 -27 35 -204 135 -221 60 -83 23 174 -67 70 99 -162 105 -56 183 127 -119 -185 
