1 init
2 Data Structure Factory : MixedDataStructureSingleWL
3 Order : PureOrder/period=69
4 Phase Selection Strategy : RSATLastLearnedClausesPhaseSelectionStrategy
5 Learning Strategy : FixedLengthLearning/maxlength=18
386 addClause 86 125 -83 
387 addClause -25 -1 102 
388 addClause -61 -36 66 
389 addClause -55 -115 -135 
390 addClause 138 -104 83 
391 addClause 56 133 -151 
392 addClause 16 168 82 
393 addClause -136 53 93 
394 addClause -163 150 155 
395 addClause 99 133 55 
396 addClause 58 -21 -129 
397 addClause -58 -5 90 
398 addClause 109 21 1 
399 addClause -168 -101 77 
400 addClause -13 -61 60 
401 addClause -46 70 33 
402 addClause 135 -99 -49 
403 addClause -8 145 -161 
404 addClause 141 164 -28 
405 addClause 135 -99 -68 
406 addClause 156 -143 -137 
407 addClause -39 58 148 
408 addClause 86 -19 146 
409 addClause 149 72 135 
410 addClause -11 109 41 
411 addClause 159 4 -93 
412 addClause -81 121 144 
413 addClause 126 147 106 
414 addClause 30 -26 98 
415 addClause 86 36 96 
416 addClause 28 -100 -64 
417 addClause 142 133 -101 
418 addClause 33 -157 -124 
419 addClause -112 -56 -12 
420 addClause 122 82 74 
421 addClause -22 160 124 
422 addClause -155 -172 -75 
423 addClause -127 116 -150 
424 addClause -77 -41 -39 
425 addClause -156 -43 17 
426 addClause -10 137 103 
427 addClause 168 152 -157 
428 addClause 146 140 -71 
429 addClause 119 -133 -171 
430 addClause 25 50 46 
431 addClause -170 143 -169 
432 addClause 124 -111 89 
433 addClause 78 -106 117 
434 addClause 118 -106 -27 
435 addClause -101 36 -61 
436 addClause -80 -127 -44 
437 addClause -53 -135 37 
438 addClause 142 154 -100 
439 addClause 52 -47 -3 
440 addClause 149 -77 139 
441 addClause -133 53 49 
442 addClause -14 -120 81 
443 addClause 112 141 -61 
444 addClause -169 80 -126 
445 addClause -161 61 68 
446 addClause 100 -153 -128 
447 addClause 8 7 30 
448 addClause 31 68 39 
449 addClause 48 140 -147 
450 addClause -102 136 -66 
451 addClause -36 -125 3 
452 addClause -33 149 24 
453 addClause -126 61 139 
454 addClause -39 67 143 
455 addClause -5 25 -9 
456 addClause -20 -53 68 
457 addClause 144 -68 -161 
458 addClause 132 -159 34 
459 addClause -168 166 -126 
460 addClause 113 89 -167 
461 addClause -50 -68 8 
462 addClause -10 -46 66 
463 addClause -124 83 -43 
464 addClause -58 -79 -62 
465 addClause 47 141 14 
466 addClause -161 87 -24 
467 addClause -145 166 -123 
468 addClause -127 44 -77 
469 addClause 16 114 93 
470 addClause -45 76 144 
471 addClause -112 95 156 
472 addClause 95 25 -55 
473 addClause 81 72 -12 
474 addClause -170 148 45 
475 addClause 106 -36 -42 
476 addClause 30 -18 -155 
477 addClause -159 -93 -149 
478 addClause -110 9 -143 
479 addClause 148 -29 69 
480 addClause -142 79 162 
481 addClause -139 149 103 
482 addClause 135 111 4 
483 addClause 44 70 -119 
484 addClause -76 -63 -3 
485 addClause -171 -160 90 
486 addClause 49 -100 22 
487 addClause 80 -111 152 
488 addClause -85 155 98 
489 addClause 43 98 155 
490 addClause -103 109 -33 
491 addClause -46 23 -66 
492 addClause -70 -127 -138 
493 addClause 33 -65 110 
494 addClause 122 152 -117 
495 addClause 87 -77 -158 
496 addClause 137 -10 71 
497 addClause -162 -30 -40 
498 addClause -140 74 114 
499 addClause 3 99 133 
500 addClause -121 -140 -8 
501 addClause 85 -91 -61 
502 addClause -90 -115 93 
503 addClause 147 -105 -17 
504 addClause -52 26 -151 
505 addClause 90 111 169 
506 addClause -35 -32 4 
507 addClause 136 -63 -57 
508 addClause -60 -94 44 
509 addClause -142 -83 -14 
510 addClause 115 -100 -36 
511 addClause -43 39 -128 
512 addClause -100 -85 13 
513 addClause 89 57 23 
514 addClause 149 -50 -140 
515 addClause 48 -38 78 
516 addClause 12 -138 139 
517 addClause 135 78 170 
518 addClause -109 43 41 
519 addClause -19 163 168 
520 addClause 140 -47 41 
521 addClause -82 -41 -125 
522 addClause -80 -61 -165 
523 addClause -110 -21 66 
524 addClause 63 82 127 
525 addClause -13 24 -127 
526 addClause -124 -52 107 
527 assuming 36 -110 -72 -81 88 -118 -94 122 -25 -59 37 -28 -56 152 -129 -4 -29 
