1 init
2 Phase Selection Strategy : UserFixedPhaseSelectionStrategy
3 Learning Strategy : ActiveLearning/percent=0.9023273851547625
174 addClause -140 85 187 
175 addClause -83 -42 -51 
176 addClause -58 34 19 
177 addClause -150 193 -14 
178 addClause 59 51 22 
179 addClause -54 114 175 
180 addClause -86 -84 79 
181 addClause 164 -159 -135 
182 addClause 130 -129 182 
183 addClause 91 -95 -189 
184 addClause -28 93 167 
185 addClause 83 6 -100 
186 addClause 85 90 -139 
187 addClause 187 65 -47 
188 addClause -133 -104 -122 
189 addClause -139 72 -165 
190 addClause -26 32 75 
191 addClause 82 -117 -74 
192 addClause 197 109 -180 
193 addClause -44 -150 97 
194 addClause -56 -168 -115 
195 addClause 114 -117 -66 
196 addClause 131 92 60 
197 addClause 163 -139 131 
198 addClause 196 96 188 
199 addClause -160 -46 -21 
200 addClause -167 4 -116 
201 addClause 57 -58 80 
202 addClause 85 122 131 
203 addClause 179 -70 158 
204 addClause -185 67 124 
205 addClause -14 -41 -94 
206 addClause -27 -70 -153 
207 addClause 76 158 -70 
208 addClause -25 111 -20 
209 addClause -168 136 181 
210 addClause -123 -166 141 
211 addClause 4 -35 40 
212 addClause 107 61 170 
213 addClause 72 -80 -198 
214 addClause -46 -173 -180 
215 addClause -26 -147 151 
216 addClause -101 -82 153 
217 addClause 113 77 -101 
218 addClause -137 -133 -193 
219 addClause -67 -28 63 
220 addClause 125 -85 -79 
221 addClause -8 -122 29 
222 addClause -178 -18 -14 
223 addClause -39 -103 -131 
224 addClause -74 -131 121 
225 addClause -182 -148 185 
226 addClause 157 176 -87 
227 addClause 16 -95 -58 
228 addClause 184 19 196 
229 addClause 148 -49 -188 
230 addClause -14 65 197 
231 addClause 192 -115 -130 
232 addClause -91 -66 -199 
233 addClause 191 30 33 
234 addClause -196 -127 -143 
235 addClause 48 70 -162 
236 addClause 149 -170 182 
237 addClause 95 -63 21 
238 addClause 164 -63 -130 
239 addClause 17 156 -181 
240 addClause -112 -18 13 
241 addClause 10 -18 -87 
242 addClause 195 -148 -144 
243 addClause -125 -142 -13 
244 addClause -190 -126 181 
245 addClause 70 -153 163 
246 addClause 104 159 -40 
247 addClause -124 -25 91 
248 addClause -50 -181 116 
249 addClause 136 39 -61 
250 addClause 104 -5 46 
251 addClause 16 162 -195 
252 addClause -159 -171 -115 
253 addClause 116 -175 101 
254 addClause 113 -190 -105 
255 addClause -129 -121 147 
256 addClause -68 -195 33 
257 addClause -166 -17 -116 
258 addClause -109 -99 -191 
259 addClause 94 95 -191 
260 addClause 156 150 138 
261 addClause 184 186 92 
262 addClause 158 -126 185 
263 addClause -168 -166 5 
264 addClause 89 -181 -73 
265 addClause 191 2 -77 
266 addClause 122 -66 118 
267 addClause 63 -154 110 
268 addClause -13 -151 -141 
269 addClause -61 44 -189 
270 addClause 104 -148 101 
271 addClause -46 -157 -48 
272 addClause 116 12 -119 
273 addClause 180 -189 111 
274 addClause 16 115 -2 
275 addClause -127 -13 -138 
276 addClause -153 -106 164 
277 addClause 3 149 -157 
278 addClause 6 15 -37 
279 addClause 191 109 -59 
280 addClause -90 165 -192 
281 addClause -58 161 -7 
282 addClause -167 4 19 
283 addClause 36 -69 127 
284 addClause 9 88 112 
285 addClause -20 -134 9 
286 addClause 8 -166 166 
287 addClause 10 -98 173 
288 addClause 181 -149 -151 
289 addClause 162 -142 -37 
290 addClause -188 -86 186 
291 addClause -103 -51 -85 
292 addClause -42 18 183 
293 addClause -82 -192 -30 
294 addClause -73 100 108 
295 addClause -74 87 -23 
296 addClause -184 -178 -19 
297 addClause 142 6 -135 
298 addClause 41 -149 -1 
299 addClause 128 -161 -92 
300 addClause -114 -6 148 
301 addClause -184 -179 61 
302 addClause 116 34 170 
303 addClause -109 102 -94 
304 addClause -44 -27 43 
305 addClause 24 -7 80 
306 addClause 81 91 118 
307 addClause -151 -18 -195 
308 addClause -4 -28 -142 
309 addClause 59 -49 -61 
310 addClause 26 -126 151 
311 addClause -102 115 -149 
312 addClause 151 -127 193 
313 addClause 38 74 148 
314 addClause -46 -174 -85 
315 addClause -189 -20 22 
316 addClause 172 68 198 
317 addClause -151 -40 -108 
318 addClause -28 -105 -115 
319 addClause 170 36 124 
320 addClause -4 194 136 
321 addClause 63 -21 -191 
322 addClause 38 9 -63 
323 addClause -162 -100 70 
324 addClause -9 36 -141 
325 addClause 63 72 160 
326 addClause 191 -128 -55 
327 addClause 138 64 -159 
328 addClause 112 132 -184 
329 addClause -2 -155 -152 
330 addClause -34 82 137 
331 addClause 59 18 120 
332 addClause 187 59 51 
333 addClause -155 -115 24 
334 addClause 61 -17 -180 
335 addClause 57 42 -128 
336 addClause 23 -133 -103 
337 addClause 15 -37 -101 
338 addClause -73 -104 112 
339 addClause 184 -108 -179 
340 addClause -141 28 -8 
341 addClause 15 130 -151 
342 addClause 43 -169 -107 
343 addClause -27 -31 -23 
344 addClause 160 -87 133 
345 addClause 158 83 153 
346 addClause -154 58 2 
347 addClause -65 113 -54 
348 addClause -9 78 -2 
349 addClause -154 146 -196 
350 addClause -17 81 29 
351 addClause -127 -142 81 
352 addClause 88 -94 51 
353 addClause -5 44 77 
354 addClause -56 145 152 
355 addClause -113 172 -178 
356 addClause -185 60 -80 
357 addClause 131 -33 114 
358 addClause -122 107 70 
359 addClause -15 -77 -91 
360 addClause -36 84 99 
361 addClause 97 111 -194 
362 addClause -193 -13 134 
363 addClause 46 -133 70 
364 addClause 104 -72 1 
365 addClause -132 189 -65 
366 addClause -172 48 -95 
367 addClause -9 2 -185 
368 addClause 165 -167 -90 
369 addClause 120 50 -50 
370 addClause -97 -38 -169 
371 addClause -1 -184 -144 
372 addClause -170 183 -188 
373 addClause 153 -24 177 
374 addClause -189 9 15 
375 addClause -117 4 117 
376 addClause -139 -192 -156 
377 addClause 197 119 -147 
378 addClause 185 -186 46 
379 addClause -115 179 -97 
380 addClause -84 -14 -23 
381 addClause 34 11 -4 
382 addClause -3 -37 143 
383 addClause 26 178 -10 
384 addClause -53 119 -60 
385 addClause 12 166 75 
386 addClause 51 -74 -91 
387 addClause 108 33 -4 
388 addClause -54 -97 145 
389 addClause 162 -179 -153 
390 addClause -142 178 114 
391 addClause -109 20 95 
392 addClause -92 -179 -113 
393 addClause 64 173 -138 
394 addClause -137 -3 88 
395 addClause 155 -75 -130 
396 addClause 22 -84 29 
397 addClause 92 -161 123 
398 addClause 34 15 -57 
399 addClause -75 -131 26 
400 addClause -73 -156 -162 
401 addClause -6 1 64 
402 addClause -144 168 -193 
403 addClause -155 -111 -66 
404 addClause -95 150 168 
405 addClause -64 71 96 
406 addClause -95 -78 -19 
407 addClause -134 88 185 
408 addClause 75 48 -110 
409 addClause -99 149 29 
410 addClause 185 138 -156 
411 addClause -131 -136 -187 
412 addClause -190 69 120 
413 addClause 138 132 -135 
414 addClause 191 -16 150 
415 addClause 101 -12 -20 
416 addClause 53 23 -131 
417 addClause -43 143 5 
418 addClause -34 -64 97 
419 addClause 113 -5 194 
420 addClause -155 27 -114 
421 addClause -125 -182 16 
422 addClause -15 -117 -106 
423 addClause -119 55 169 
424 addClause 58 97 -142 
425 addClause -5 -41 131 
426 addClause -193 113 -47 
427 addClause -153 98 -115 
428 addClause -160 -23 122 
429 addClause 90 -119 -165 
430 addClause -175 38 -142 
431 addClause 184 169 40 
432 addClause 22 188 -186 
433 addClause -194 69 176 
434 addClause 56 63 -78 
435 addClause 193 149 20 
436 addClause -127 -154 -194 
437 addClause 152 112 -45 
438 addClause 59 65 53 
439 addClause 172 114 39 
440 addClause -25 186 -55 
441 addClause 178 162 -49 
442 addClause -184 30 -35 
443 addClause -26 100 119 
444 addClause 89 -170 20 
445 addClause 186 70 -169 
446 addClause -6 72 -9 
447 addClause 1 188 197 
448 addClause 114 179 -2 
449 addClause 58 133 -97 
450 addClause -82 -18 -163 
451 addClause 167 -147 183 
452 addClause -110 170 15 
453 addClause 59 90 64 
454 addClause 132 75 -124 
455 addClause 195 104 130 
456 addClause -195 -79 -115 
457 addClause -173 45 100 
458 addClause -34 -57 42 
459 addClause -30 98 -59 
460 addClause -198 -54 -103 
461 addClause -110 38 64 
462 addClause 40 -111 55 
463 addClause 19 -10 119 
464 addClause -123 33 -151 
465 addClause -177 -106 163 
466 addClause 118 -57 -66 
467 addClause 8 94 -1 
468 addClause 35 -42 -100 
469 addClause -49 3 55 
470 addClause -59 -21 -123 
471 addClause -199 162 12 
472 addClause -185 -148 11 
473 addClause 64 29 17 
474 addClause 46 -133 60 
475 addClause -58 -178 39 
476 addClause -199 87 -31 
477 addClause -128 56 42 
478 addClause 6 123 193 
479 addClause -108 4 -69 
480 addClause -19 -170 -50 
481 addClause -35 117 -75 
482 addClause -13 -176 64 
483 addClause 99 -91 -96 
484 addClause -54 -75 -106 
485 addClause 39 -165 -152 
486 addClause -27 40 -189 
487 addClause -134 -73 178 
488 addClause 60 27 67 
489 addClause -187 -29 43 
490 addClause -38 -102 -150 
491 addClause 183 148 -58 
492 addClause -53 4 -190 
493 addClause -69 127 73 
494 addClause 164 -117 27 
495 addClause 12 -199 -168 
496 addClause -52 126 -171 
497 addClause 181 -114 -7 
498 addClause 36 172 37 
499 addClause 136 -156 -31 
500 addClause 3 5 34 
501 addClause 179 119 79 
502 addClause 33 -144 37 
503 addClause 109 -183 125 
504 addClause 69 146 -149 
505 addClause -51 50 57 
506 addClause -155 171 -18 
507 addClause -155 135 -117 
508 addClause -138 166 -4 
509 addClause 186 123 103 
510 addClause 145 146 -139 
511 addClause 99 -19 35 
512 addClause -65 -142 125 
513 addClause -94 11 -56 
514 addClause 49 189 -90 
515 addClause 147 148 -126 
516 addClause -133 94 -156 
517 addClause 185 -25 -99 
518 addClause 151 -110 3 
519 addClause -153 -39 -46 
520 addClause 153 -109 -20 
521 addClause -60 -149 150 
522 addClause -96 -164 -107 
523 addClause -161 75 -91 
524 addClause 123 -135 -143 
525 addClause 109 -181 38 
526 addClause -57 172 171 
527 addClause -169 -73 -139 
528 addClause 101 185 -181 
529 addClause 142 37 24 
530 addClause 35 -43 -16 
531 addClause 77 87 -47 
532 addClause -18 78 -172 
533 addClause -171 97 -49 
534 addClause -37 25 -75 
535 addClause 50 87 -54 
536 addClause 121 -179 111 
537 addClause -147 176 -156 
538 addClause 125 -173 160 
539 addClause -181 114 -154 
540 addClause -136 19 131 
541 addClause 150 41 74 
542 addClause 127 42 124 
543 addClause 39 75 -21 
544 addClause 128 73 135 
545 addClause 182 -182 -25 
546 addClause -112 -46 -101 
547 addClause 185 -80 -146 
548 addClause 8 -76 133 
549 addClause -133 -47 6 
550 addClause 54 -101 -151 
551 addClause 154 -118 -42 
552 addClause 86 -165 -126 
553 addClause 115 157 -173 
554 addClause -44 -46 73 
555 addClause -78 -193 143 
556 addClause -50 -16 155 
557 addClause 83 50 98 
558 addClause 68 -84 41 
559 addClause 21 -94 89 
560 addClause -37 144 -115 
561 addClause -87 -95 68 
562 addClause 132 -102 157 
563 addClause -163 -96 -30 
564 addClause -170 -40 112 
565 addClause 144 168 -129 
566 addClause -163 -96 71 
567 addClause 28 197 163 
568 addClause -192 -167 -143 
569 addClause -161 -56 -167 
570 addClause 158 123 -45 
571 addClause -90 -176 -158 
572 addClause -58 116 177 
573 addClause 54 86 -191 
574 addClause 59 -179 119 
575 addClause 74 130 -188 
576 addClause -166 75 -83 
577 addClause -17 78 -174 
578 addClause -121 134 96 
579 addClause -29 -79 -183 
580 addClause -113 -194 156 
581 addClause 195 -169 192 
582 addClause -197 -165 -15 
583 addClause -74 -61 174 
584 addClause -2 -142 -39 
585 addClause -20 18 -65 
586 addClause 163 121 -110 
587 addClause 37 108 135 
588 addClause -67 -162 164 
589 addClause 172 141 -188 
590 addClause -58 57 190 
591 addClause -49 -31 -18 
592 addClause -10 29 -194 
593 addClause -30 113 19 
594 addClause 35 -18 125 
595 addClause -151 179 35 
596 addClause -144 148 -54 
597 addClause -165 162 164 
598 addClause 84 47 -34 
599 addClause 59 -17 -167 
600 addClause -17 -91 144 
601 addClause -123 152 -126 
602 addClause 198 153 195 
603 addClause -35 69 148 
604 solve
605 addClause -179 -95 -258 
606 addClause -288 -227 300 
607 addClause 155 -106 -307 
608 addClause 252 -44 -204 
609 addClause -221 -200 -120 
610 addClause -341 283 -251 
611 addClause 46 194 -143 
612 addClause -287 -156 -122 
613 addClause -68 223 -349 
614 addClause 78 52 -129 
615 addClause -300 -150 -44 
616 addClause 169 -197 296 
617 addClause -293 326 273 
618 addClause 194 108 -68 
619 addClause 305 295 -171 
620 addClause -316 40 228 
621 addClause -212 -215 -273 
622 addClause -17 -171 31 
623 addClause 180 208 -351 
624 addClause -323 20 109 
625 addClause 337 -40 -90 
626 addClause 176 56 -130 
627 addClause -207 87 -66 
628 addClause -244 -195 -41 
629 addClause 257 44 7 
630 addClause -82 -235 -273 
631 addClause -178 324 -276 
632 addClause -253 330 253 
633 addClause 17 273 188 
634 addClause -34 334 -74 
635 addClause -352 217 110 
636 addClause -37 -256 310 
637 addClause 93 -205 -286 
638 addClause 224 107 16 
639 addClause 162 330 -145 
640 addClause -157 282 -68 
641 addClause 8 -114 -259 
642 addClause 190 -321 231 
643 addClause 259 -225 328 
644 addClause 204 -194 -222 
645 addClause -152 -98 -308 
646 addClause 262 -16 -292 
647 addClause -155 113 295 
648 addClause -164 -172 312 
649 addClause 262 -89 -61 
650 addClause 270 92 306 
651 addClause 175 198 -46 
652 addClause -267 186 -314 
653 addClause 265 -86 -97 
654 addClause -310 31 100 
655 addClause 256 82 -239 
656 addClause 10 -293 -22 
657 addClause 186 -82 -101 
658 addClause -108 -70 -242 
659 addClause -53 275 114 
660 addClause 294 37 150 
661 addClause 171 239 -311 
662 addClause -61 184 73 
663 addClause 144 110 -160 
664 addClause -287 242 -6 
665 addClause 45 -316 33 
666 addClause -82 269 209 
667 addClause -73 113 38 
668 addClause -92 82 -134 
669 addClause -164 329 37 
670 addClause 275 -97 -52 
671 addClause -40 192 -147 
672 addClause 300 221 185 
673 addClause 43 -146 81 
674 addClause -302 284 77 
675 addClause -310 315 -69 
676 addClause 270 3 228 
677 addClause -197 306 225 
678 addClause 249 153 261 
679 addClause 161 75 -166 
680 addClause 148 -223 270 
681 addClause -153 -133 -313 
682 addClause -65 -255 284 
683 addClause 210 -226 -94 
684 addClause -148 251 -295 
685 addClause -334 -153 199 
686 addClause 137 34 -92 
687 addClause 236 85 169 
688 addClause 67 -227 -204 
689 addClause 153 194 -140 
690 addClause -175 93 -17 
691 addClause -197 199 273 
692 addClause 56 88 -245 
693 addClause -194 222 -46 
694 addClause -87 -335 264 
695 addClause -252 -217 54 
696 addClause 52 157 -186 
697 addClause -10 200 16 
698 addClause 166 -278 -185 
699 addClause -33 -311 187 
700 addClause 95 -227 248 
701 addClause -226 -151 289 
702 addClause -77 5 -195 
703 addClause 330 57 117 
704 addClause -173 -320 -213 
705 addClause -314 -97 288 
706 addClause -67 -329 191 
707 addClause 342 11 127 
708 addClause -348 316 83 
709 addClause 66 27 -294 
710 addClause 275 31 -201 
711 addClause 204 -256 38 
712 addClause 29 -319 -352 
713 addClause 39 44 -33 
714 addClause 197 -347 -186 
715 addClause -316 -218 234 
716 addClause -256 -216 -101 
717 addClause 308 -350 222 
718 addClause 116 -243 283 
719 addClause 313 311 312 
720 addClause -188 -309 -203 
721 addClause 327 15 329 
722 addClause 200 -54 204 
723 addClause 330 299 -158 
724 addClause -41 302 -202 
725 addClause -141 -30 92 
726 addClause 180 -328 27 
727 addClause 99 -221 -80 
728 addClause -7 -318 7 
729 addClause 54 -24 259 
730 addClause -149 238 79 
731 addClause -255 181 91 
732 addClause -134 -53 -347 
733 addClause 270 105 -159 
734 addClause 170 313 -204 
735 addClause 219 -223 34 
736 addClause 153 297 -21 
737 addClause -205 292 -331 
738 addClause -215 -274 -262 
739 addClause 229 -234 -131 
740 addClause 1 124 130 
741 addClause -89 47 -288 
742 addClause -217 -161 -18 
743 addClause -10 234 -201 
744 addClause 41 -151 -17 
745 addClause -334 -202 138 
746 addClause -295 -138 -224 
747 addClause 210 -35 -224 
748 addClause -113 -190 -63 
749 addClause 306 -298 -277 
750 addClause 119 -217 89 
751 addClause -54 80 -280 
752 addClause 345 11 351 
753 addClause -41 -98 -146 
754 addClause 43 263 252 
755 addClause 16 -177 -111 
756 addClause 95 -334 180 
757 addClause 298 185 31 
758 addClause -189 81 -209 
759 addClause 191 -252 122 
760 addClause -4 -72 101 
761 addClause -112 42 -13 
762 addClause 257 -89 -272 
763 addClause 70 62 -168 
764 addClause 125 -187 -287 
765 addClause -289 -225 -235 
766 addClause -134 191 257 
767 addClause -226 109 -318 
768 addClause 69 288 -99 
769 addClause 350 -262 285 
770 addClause -266 115 122 
771 addClause 180 -169 305 
772 addClause -349 142 -37 
773 addClause 87 -80 49 
774 addClause -125 22 -205 
775 addClause -142 257 340 
776 addClause -335 -249 227 
777 addClause 140 282 -6 
778 addClause 218 82 163 
779 addClause -6 -89 180 
780 addClause -190 204 161 
781 addClause -132 -59 -33 
782 addClause -347 -45 144 
783 addClause 188 346 320 
784 addClause -271 -36 -289 
785 addClause 141 -287 19 
786 addClause -44 -118 218 
787 addClause -341 -126 -316 
788 addClause 332 -152 12 
789 addClause 333 86 -157 
790 addClause -42 236 17 
791 addClause -71 -135 -143 
792 addClause 188 257 -231 
793 addClause 68 -318 307 
794 addClause -315 264 330 
795 addClause 72 -158 220 
796 addClause -147 205 166 
797 addClause -18 -61 -310 
798 addClause -64 247 22 
799 addClause 201 -43 22 
800 addClause -200 -251 102 
801 addClause -115 -271 305 
802 addClause 77 146 -240 
803 addClause -287 294 -45 
804 addClause -94 89 11 
805 addClause 266 -63 -207 
806 addClause 119 -264 196 
807 addClause 97 268 -255 
808 addClause -108 111 175 
809 addClause 163 -290 -206 
810 addClause 145 -108 -92 
811 addClause 257 9 312 
812 addClause 239 61 -163 
813 addClause -324 159 56 
814 addClause 32 274 226 
815 addClause 321 245 -183 
816 addClause -125 -242 -143 
817 addClause 199 -294 -252 
818 addClause -97 -154 -94 
819 addClause -27 -227 169 
820 addClause 39 22 227 
821 addClause 346 222 -244 
822 addClause -28 -255 79 
823 addClause 83 333 130 
824 addClause -339 187 234 
825 addClause 148 198 351 
826 addClause -88 154 149 
827 addClause 211 -75 -352 
828 addClause -267 105 259 
829 addClause 115 112 -224 
830 addClause -84 285 -202 
831 addClause 298 240 -69 
832 addClause 169 217 -39 
833 addClause -67 -43 229 
834 addClause -1 -70 125 
835 addClause 156 -152 -210 
836 addClause -304 -26 -249 
837 addClause -303 -69 180 
838 addClause 101 212 -168 
839 addClause -59 -99 -198 
840 addClause 260 -171 193 
841 addClause -111 14 226 
842 addClause 219 13 -182 
843 addClause 347 14 319 
844 addClause -314 232 282 
845 addClause -329 -44 -239 
846 addClause -67 179 134 
847 addClause 76 -73 -254 
848 addClause -200 -283 -153 
849 addClause 121 -249 76 
850 addClause 273 81 288 
851 addClause -330 1 -164 
852 addClause -269 -271 -312 
853 addClause 34 133 137 
854 addClause -91 156 101 
855 addClause -49 64 -116 
856 addClause -266 140 15 
857 addClause -9 235 322 
858 addClause 283 43 219 
859 addClause 157 -93 135 
860 addClause -207 130 74 
861 addClause -183 313 334 
862 addClause 79 -23 204 
863 addClause 349 79 -98 
864 addClause -236 -60 103 
865 addClause -10 15 -43 
866 addClause -178 39 67 
867 addClause -63 207 -316 
868 addClause -321 -232 161 
869 addClause 11 -311 -19 
870 addClause -28 -293 233 
871 addClause -171 58 258 
872 addClause -47 205 -256 
873 addClause -12 295 -5 
874 addClause 104 -39 -271 
875 addClause -115 117 -259 
876 addClause 156 254 -239 
877 addClause -213 105 -137 
878 addClause 14 83 -203 
879 addClause -238 -73 168 
880 addClause -29 -71 339 
881 addClause 263 296 109 
882 addClause 118 337 114 
883 addClause 291 131 25 
884 addClause 246 -183 -63 
885 addClause -199 -44 -90 
886 addClause -39 -321 42 
887 addClause -161 298 -251 
888 addClause -142 -107 73 
889 addClause 222 24 -148 
890 addClause 152 44 -291 
891 addClause -153 257 -177 
892 addClause -31 47 16 
893 addClause 312 -240 -142 
894 addClause -86 -101 -212 
895 addClause 232 -210 3 
896 addClause 242 113 295 
897 addClause -193 -84 -229 
898 addClause -213 -198 274 
899 addClause -257 83 -343 
900 addClause -34 -182 22 
901 addClause 221 -213 90 
902 addClause -124 184 -247 
903 addClause 126 -35 -324 
904 addClause -32 160 204 
905 addClause 191 125 319 
906 addClause 195 -261 -194 
907 addClause -300 116 258 
908 addClause 342 -106 -151 
909 addClause 334 -2 153 
910 addClause 192 182 -71 
911 addClause -175 327 253 
912 addClause -255 -11 240 
913 addClause 197 147 -65 
914 addClause 241 -223 -236 
915 addClause -112 186 263 
916 addClause 351 239 84 
917 addClause 228 300 -78 
918 addClause -109 -246 158 
919 addClause -331 -201 133 
920 addClause -279 -57 -155 
921 addClause -309 93 293 
922 addClause -3 -47 -236 
923 addClause 222 151 250 
924 addClause -268 21 223 
925 addClause -214 -30 101 
926 addClause -54 -199 -316 
927 addClause -289 -12 260 
928 addClause 176 -274 -104 
929 addClause 29 -10 220 
930 addClause 43 98 -58 
931 addClause -19 -235 107 
932 addClause 64 -215 13 
933 addClause -291 -169 184 
934 addClause 272 220 32 
935 addClause -219 125 -35 
936 addClause 253 -123 -48 
937 addClause 153 288 241 
938 addClause -327 349 -130 
939 addClause -210 -232 -322 
940 addClause 18 -18 -232 
941 addClause -21 11 -16 
942 addClause -27 219 84 
943 addClause -318 -117 292 
944 addClause 189 -90 -340 
945 addClause 109 11 83 
946 addClause 94 -68 -103 
947 addClause 18 159 233 
948 addClause -23 73 117 
949 addClause -140 203 85 
950 addClause 167 -78 296 
951 addClause -240 209 290 
952 addClause 107 178 -216 
953 addClause 29 -307 -109 
954 addClause -245 172 124 
955 addClause 78 -255 -204 
956 addClause 104 258 149 
957 addClause -308 234 -78 
958 addClause 331 -17 145 
959 addClause 204 62 13 
960 addClause 201 -121 215 
961 addClause -132 42 165 
962 addClause -212 267 -165 
963 addClause 152 50 247 
964 addClause 225 257 161 
965 addClause 311 136 19 
966 addClause 99 -142 236 
967 addClause 150 -72 -47 
968 addClause 292 72 169 
969 addClause -210 -244 30 
970 addClause -90 235 -18 
971 addClause 104 126 160 
972 addClause 140 -174 -197 
973 addClause -20 -243 326 
974 addClause 24 44 -318 
975 addClause -209 288 74 
976 addClause -237 -39 293 
977 addClause 45 -182 -140 
978 addClause 153 142 -4 
979 addClause 119 -180 171 
980 addClause 335 -286 -126 
981 addClause -236 -83 283 
982 addClause -208 -94 68 
983 addClause -262 -109 -121 
984 addClause -201 224 -146 
985 addClause 65 -220 66 
986 addClause -226 169 -174 
987 addClause 324 91 -216 
988 addClause 247 256 141 
989 addClause -248 100 165 
