1 init
2 using solver LEARNING
3 Random Walk
4 DBS simplification allowed
91 addClause 103 -8 -46 
92 addClause -103 14 48 
93 addClause -81 60 -58 
94 addClause -68 -53 61 
95 addClause 21 -3 26 
96 addClause 103 98 24 
97 addClause -58 -63 -55 
98 addClause 80 65 15 
99 addClause 99 1 -2 
100 addClause -51 -90 13 
101 addClause 69 101 -51 
102 addClause 29 38 -100 
103 addClause 10 -53 6 
104 addClause 82 -6 -56 
105 addClause -31 -25 -77 
106 addClause -83 -89 57 
107 addClause 53 -64 -46 
108 addClause 81 54 -75 
109 addClause 29 22 76 
110 addClause -102 -101 -67 
111 addClause -55 85 -84 
112 addClause -54 -37 97 
113 addClause 50 -97 80 
114 addClause -102 41 95 
115 addClause 38 71 -35 
116 addClause -90 -48 -65 
117 addClause -58 -72 -87 
118 addClause -69 -27 97 
119 addClause 58 -87 -9 
120 addClause 21 29 -27 
121 addClause 67 -27 96 
122 addClause -98 51 -70 
123 addClause -78 -79 -71 
124 addClause 48 104 -62 
125 addClause 37 -66 -10 
126 addClause -76 -44 -58 
127 addClause -7 -86 15 
128 addClause -23 -36 -57 
129 addClause -95 40 -85 
130 addClause -90 -84 9 
131 addClause -47 55 -52 
132 addClause -101 -28 -2 
133 addClause -102 -99 71 
134 addClause -4 -34 52 
135 addClause -99 -19 11 
136 addClause -71 -30 63 
137 addClause 63 30 100 
138 addClause -3 -6 -24 
139 addClause -101 35 -90 
140 addClause -94 -100 59 
141 addClause -42 69 -56 
142 addClause -46 76 19 
143 addClause 105 60 -95 
144 addClause 67 -47 -10 
145 addClause 13 18 42 
146 addClause 76 -95 44 
147 addClause 19 -50 -94 
148 addClause 62 27 21 
149 addClause 55 -31 -63 
150 addClause 19 47 -59 
151 addClause -13 -20 -64 
152 addClause -53 -89 -19 
153 addClause -68 23 -86 
154 addClause -38 -2 -28 
155 addClause 76 -51 63 
156 addClause -61 84 -58 
157 addClause -78 73 91 
158 addClause -49 -90 74 
159 addClause -43 65 29 
160 addClause 17 96 -46 
161 addClause -56 67 -4 
162 addClause 16 -66 1 
163 addClause -40 -93 -32 
164 addClause -45 -42 2 
165 addClause 97 -41 -51 
166 addClause -46 -78 -104 
167 addClause -60 34 -69 
168 addClause 73 -16 -78 
169 addClause 10 37 38 
170 addClause -41 10 -84 
171 addClause -77 -87 17 
172 addClause 60 -39 -87 
173 addClause 74 -53 -26 
174 addClause -73 73 -94 
175 addClause 94 -60 -43 
176 addClause -89 -74 15 
177 addClause 89 31 32 
178 addClause 73 -20 -6 
179 addClause -91 103 34 
180 addClause -95 1 -18 
181 addClause 23 -30 -85 
182 addClause 95 -70 -13 
183 addClause -92 -16 80 
184 addClause -15 -92 78 
185 addClause 41 91 -40 
186 addClause 40 96 -68 
187 addClause -82 -90 -6 
188 addClause -94 -4 52 
189 addClause 64 -75 -29 
190 addClause 26 70 24 
191 addClause 88 -27 -100 
192 addClause 43 -80 -1 
193 addClause 104 82 98 
194 addClause 32 -89 86 
195 addClause -77 -38 82 
196 addClause 66 -94 6 
197 addClause 41 -106 -102 
198 addClause -71 -10 51 
199 addClause 71 -45 43 
200 addClause -75 -5 101 
201 addClause -40 41 76 
202 addClause 102 -82 -64 
203 addClause 102 35 -45 
204 addClause 77 102 -1 
205 addClause -81 -67 -103 
206 addClause 96 -81 -102 
207 addClause 92 80 64 
208 addClause 33 5 -75 
209 addClause 56 91 -3 
210 addClause -75 24 -20 
211 addClause 66 -40 35 
212 addClause 14 -92 8 
213 addClause -44 -80 73 
214 addClause 39 69 -9 
215 addClause -59 -3 32 
216 addClause -46 -20 -31 
217 addClause -77 14 16 
218 addClause -98 -20 -77 
219 addClause -14 -36 7 
220 addClause -90 -37 -76 
221 addClause 48 -14 59 
222 addClause 95 -67 -28 
223 addClause 10 -63 -18 
224 addClause -62 87 -52 
225 addClause -70 90 28 
226 addClause 76 61 -13 
227 addClause -45 64 -40 
228 addClause -87 -95 -86 
229 addClause 39 -39 -53 
230 addClause -97 -93 -61 
231 addClause 56 -90 40 
232 addClause 49 -22 71 
233 addClause -23 29 -92 
234 addClause 12 2 70 
235 addClause -55 96 104 
236 addClause -57 104 -36 
237 addClause 39 -34 75 
238 addClause 64 -98 13 
239 addClause 19 -82 -59 
240 addClause 40 78 -86 
241 addClause 87 -21 -12 
242 addClause -2 28 -15 
243 addClause 44 -92 -55 
244 addClause -86 -69 6 
245 addClause 16 -75 -105 
246 addClause -62 43 -33 
247 addClause 21 44 35 
248 addClause -27 9 85 
249 addClause 23 -104 -36 
250 addClause -77 31 92 
251 addClause -28 47 103 
252 addClause 50 -12 83 
253 addClause 93 -37 -86 
254 addClause -64 -101 35 
255 addClause -46 103 90 
256 addClause -25 98 24 
257 addClause 61 -45 48 
258 addClause -73 74 -89 
259 addClause 97 17 22 
260 addClause 21 -38 32 
261 addClause 56 -39 -36 
262 addClause -104 103 13 
263 addClause -85 -95 63 
264 addClause -33 -16 36 
265 addClause -74 69 9 
266 addClause 50 31 32 
267 addClause -47 -76 -36 
268 addClause 93 -80 -18 
269 addClause 56 -94 86 
270 assuming 93 -89 -106 24 -42 60 -73 92 -9 -43 
271 addClause 138 -29 181 
272 addClause 202 -38 96 
273 addClause -136 183 -48 
274 addClause 94 159 208 
275 addClause -107 -204 -54 
276 addClause -150 169 -10 
277 addClause -168 139 -190 
278 addClause 40 -175 88 
279 addClause 183 -210 -91 
280 addClause 91 -155 -60 
281 addClause 43 -102 199 
282 addClause -53 -203 45 
283 addClause 49 -53 -211 
284 addClause -35 -203 15 
285 addClause -210 -78 6 
286 addClause -7 -49 68 
287 addClause -195 -44 213 
288 addClause 121 -19 118 
289 addClause 27 7 -151 
290 addClause -215 100 191 
291 addClause 143 -29 -194 
292 addClause 164 126 152 
293 addClause -116 -86 -57 
294 addClause 198 -130 208 
295 addClause 86 -16 -136 
296 addClause 29 -26 -67 
297 addClause -21 198 76 
298 addClause 180 162 -58 
299 addClause 112 211 -19 
300 addClause 25 86 214 
301 addClause 76 25 -85 
302 addClause -153 -190 -185 
303 addClause 32 -72 -85 
304 addClause -115 -188 -203 
305 addClause 50 20 83 
306 addClause -197 -44 -97 
307 addClause -118 33 28 
308 addClause -66 -131 -49 
309 addClause 58 -15 3 
310 addClause -72 -131 160 
311 addClause -95 57 103 
312 addClause -169 173 91 
313 addClause 9 110 24 
314 addClause 118 -20 -164 
315 addClause -198 -75 151 
316 addClause -67 -131 182 
317 addClause -206 -195 -8 
318 addClause -70 82 165 
319 addClause 45 -17 9 
320 addClause 121 5 167 
321 addClause 47 49 119 
322 addClause 84 -112 91 
323 addClause 105 -133 119 
324 addClause 9 67 4 
325 addClause -13 64 -134 
326 addClause -179 92 -118 
327 addClause -16 198 144 
328 addClause -175 -205 24 
329 addClause -154 48 -30 
330 addClause 127 -161 -80 
331 addClause 50 27 -165 
332 addClause 181 -179 -45 
333 addClause -126 191 152 
334 addClause 207 -191 119 
335 addClause -90 -15 131 
336 addClause -68 86 138 
337 addClause 123 46 143 
338 addClause 207 -93 179 
339 addClause -117 124 -29 
340 addClause 179 165 -109 
341 addClause 209 -148 103 
342 addClause -206 -36 31 
343 addClause -107 -37 59 
344 addClause 22 -83 -118 
345 addClause 191 -86 33 
346 addClause -10 -201 -59 
347 addClause 83 178 212 
348 addClause -120 13 -169 
349 addClause 92 5 -213 
350 addClause 53 -125 2 
351 addClause -174 151 9 
352 addClause 37 172 -11 
353 addClause -127 212 197 
354 addClause 72 -20 177 
355 addClause -109 181 -176 
356 addClause 102 2 61 
357 addClause -143 -5 166 
358 addClause -25 -74 -80 
359 addClause -146 -196 67 
360 addClause -10 -102 93 
361 addClause 205 -29 -158 
362 addClause -73 -107 106 
363 addClause 137 -153 -64 
364 addClause -126 185 74 
365 addClause -39 124 212 
366 addClause 158 131 169 
367 addClause -71 -43 -76 
368 addClause -127 170 -15 
369 addClause 2 -10 -19 
370 addClause -159 155 176 
371 addClause 65 4 102 
372 addClause -198 -71 196 
373 addClause 24 -103 101 
374 addClause 101 -150 116 
375 addClause -45 82 15 
376 addClause 178 103 185 
377 addClause 113 54 209 
378 addClause 74 90 -179 
379 addClause -115 163 -155 
380 addClause 147 55 -56 
381 addClause 197 -54 189 
382 addClause 86 85 -182 
383 addClause -60 -38 -162 
384 addClause 135 143 -119 
385 addClause 37 -108 45 
386 addClause 160 138 -170 
387 addClause -207 -39 205 
388 addClause 169 149 -202 
389 addClause 51 -48 125 
390 addClause -134 182 119 
391 addClause -16 65 -89 
392 addClause 27 -46 197 
393 addClause 15 -165 103 
394 addClause 102 -53 68 
395 addClause 181 -81 -164 
396 addClause 183 42 -210 
397 addClause 170 -207 -193 
398 addClause -188 117 -102 
399 addClause -72 -213 203 
400 addClause 57 134 116 
401 addClause -8 -165 152 
402 addClause 58 39 185 
403 addClause -43 -201 -45 
404 addClause -47 -169 -204 
405 addClause -151 -59 122 
406 addClause -191 -167 158 
407 addClause 165 -167 9 
408 addClause -142 114 -13 
409 addClause 58 -65 -77 
410 addClause -177 205 -32 
411 addClause -13 71 126 
412 addClause 71 188 -172 
413 addClause 109 -157 213 
414 addClause 79 -208 -132 
415 addClause -54 -26 74 
416 addClause -74 34 -4 
417 addClause 89 55 18 
418 addClause 133 -205 -215 
419 addClause -134 167 -170 
420 addClause 64 -63 -86 
421 addClause 191 -210 13 
422 addClause -144 -97 109 
423 addClause 6 -193 -57 
424 addClause -90 88 77 
425 addClause -201 45 -56 
426 addClause 87 203 77 
427 addClause -70 38 -20 
428 addClause 194 21 174 
429 addClause 84 -201 -1 
430 addClause 208 164 77 
431 addClause 4 -111 144 
432 addClause -162 -213 -183 
433 addClause -24 -6 142 
434 addClause -213 -45 15 
435 addClause -145 -215 -105 
436 addClause 24 14 -150 
437 addClause 124 125 -115 
438 addClause -81 56 -132 
439 addClause -105 92 192 
440 addClause -116 -6 -193 
441 addClause -180 -29 -168 
442 addClause -40 170 79 
443 addClause 167 68 -106 
444 addClause 163 -65 -201 
445 addClause -13 20 -210 
446 addClause -56 -67 -148 
447 addClause -118 -170 52 
448 addClause -4 -129 206 
449 addClause -208 25 -54 
450 addClause -25 -31 -112 
451 addClause 8 -111 22 
452 addClause -120 -116 -124 
453 addClause 123 190 151 
454 addClause -85 198 108 
455 addClause -138 153 -119 
456 addClause -158 13 149 
457 addClause -16 6 121 
458 addClause 107 -17 105 
459 addClause -91 90 28 
460 addClause -80 189 -28 
461 addClause -200 123 -131 
462 addClause -182 -59 112 
463 addClause 206 -79 -98 
464 addClause -130 198 158 
465 addClause 162 20 -39 
466 addClause 165 15 201 
467 addClause 34 81 -214 
468 addClause 71 -26 -12 
469 addClause 90 156 -119 
470 addClause -104 -30 38 
471 addClause 136 8 152 
472 addClause -80 -87 -151 
473 addClause 10 46 -72 
474 addClause -39 195 -136 
475 addClause -45 111 -1 
476 addClause 175 210 -126 
477 addClause 31 -47 -133 
478 addClause -41 80 -210 
479 addClause 189 64 23 
480 addClause 8 127 88 
481 addClause 153 -120 -135 
482 addClause -157 159 -59 
483 addClause -53 -197 86 
484 addClause -197 -183 -33 
485 addClause 99 150 -120 
486 addClause 102 -37 -152 
487 addClause 56 16 124 
488 addClause -116 72 -205 
489 addClause 54 207 186 
490 addClause 175 87 -202 
491 addClause 4 183 72 
492 addClause -63 43 19 
493 addClause 74 -64 134 
494 addClause -20 -140 213 
495 addClause -96 -43 -23 
496 addClause -209 -157 -73 
497 addClause 153 -45 -147 
498 addClause -195 112 113 
499 addClause -158 22 -3 
500 addClause -163 -157 92 
501 addClause 55 -20 193 
502 addClause 6 -104 135 
503 addClause -195 168 213 
504 addClause -106 -24 -17 
505 addClause 165 97 15 
506 addClause -11 -213 -96 
507 addClause -85 -202 147 
508 addClause 153 -176 -111 
509 addClause -214 84 52 
510 addClause 59 -197 -74 
511 addClause -75 74 -215 
512 addClause -127 -5 73 
513 addClause -22 -43 -15 
514 addClause -52 -109 -36 
515 addClause 64 -187 82 
516 addClause -51 -172 49 
517 addClause 151 94 -177 
518 addClause -121 210 -1 
519 addClause -57 132 31 
520 addClause -78 97 -24 
521 addClause -3 60 169 
522 addClause 214 103 -134 
523 addClause 90 63 100 
524 addClause 171 -73 -152 
525 addClause 116 -38 -209 
526 addClause 187 65 -121 
527 addClause 79 68 155 
528 addClause -168 183 64 
529 addClause 194 -207 18 
530 addClause -97 49 43 
531 addClause 101 81 -70 
532 addClause -130 -3 48 
533 addClause -107 40 -188 
534 addClause 193 -43 -187 
535 addClause 106 -42 -171 
536 addClause -186 -57 -83 
537 addClause 14 182 -183 
538 addClause 146 45 74 
539 addClause -148 150 1 
540 addClause -97 -212 115 
541 addClause 157 -3 -118 
542 addClause 203 -199 37 
543 assuming -155 -162 -45 -140 -161 -87 50 -124 -152 -48 26 -184 -18 6 -11 119 -199 3 121 -207 -90 
544 addClause -146 -190 92 
545 addClause -15 174 46 
546 addClause 196 -205 -26 
547 addClause 75 39 203 
548 addClause -211 -142 -19 
549 addClause -207 -178 -91 
550 addClause 67 -179 19 
551 addClause -139 109 98 
552 addClause 123 -130 -9 
553 addClause 198 -182 197 
554 addClause 56 -152 -220 
555 addClause 194 -64 -47 
556 addClause -142 -176 -51 
557 addClause 73 -180 -209 
558 addClause 113 -110 134 
559 addClause -34 204 220 
560 addClause 128 115 -46 
561 addClause 192 139 -216 
562 addClause -214 87 -183 
563 addClause -95 139 -160 
564 addClause -157 227 -226 
565 addClause 4 -144 -87 
566 addClause -201 74 5 
567 addClause -209 221 -11 
568 addClause -49 138 109 
569 addClause -47 173 102 
570 addClause 130 -220 -206 
571 addClause -221 71 -45 
572 addClause 70 -202 -131 
573 addClause -202 138 -76 
574 addClause 149 130 15 
575 addClause 124 -157 -176 
576 addClause 153 -121 223 
577 addClause -130 -80 19 
578 addClause -143 7 116 
579 addClause 212 -165 7 
580 addClause 230 61 -212 
581 addClause -81 -225 113 
582 addClause -216 -38 -207 
583 addClause -88 75 -56 
584 addClause -49 -3 66 
585 addClause 6 169 -158 
586 addClause -12 -124 63 
587 addClause -217 134 92 
588 addClause 43 4 -29 
589 addClause -130 -64 -165 
590 addClause 220 -13 216 
591 addClause 138 -4 63 
592 addClause -108 -65 -117 
593 addClause 54 -47 -74 
594 assuming 106 -29 83 -103 229 -142 192 182 72 112 42 -37 68 188 -29 56 177 209 231 149 -202 -37 102 
