1 init
2 Data Structure Factory : CardinalityDataStructureYanMax
3 Order : PureOrder/period=16
4 Phase Selection Strategy : PhaseInLastLearnedClauseSelectionStrategy
5 Learning Strategy : ActiveLearning/percent=0.9267748167369434
210 addClause 54 -94 -24 
211 addClause 69 47 18 
212 addClause -64 72 -3 
213 addClause -54 -22 -7 
214 addClause 20 33 -67 
215 addClause 4 8 -85 
216 addClause -18 -50 58 
217 addClause 35 30 60 
218 addClause -30 -11 -30 
219 addClause 26 34 73 
220 addClause 33 -40 -86 
221 addClause 30 -94 -1 
222 addClause 32 -25 93 
223 addClause -12 24 -88 
224 addClause 56 7 -56 
225 addClause 26 -26 94 
226 addClause -71 -7 56 
227 addClause -35 -3 90 
228 addClause -73 57 55 
229 addClause -60 -63 -76 
230 addClause 31 -91 -31 
231 addClause 86 58 -37 
232 addClause 57 -39 -62 
233 addClause -70 -2 -23 
234 addClause 71 77 -49 
235 addClause 63 12 -12 
236 addClause 12 -36 13 
237 addClause 93 21 81 
238 addClause 54 -74 91 
239 addClause 81 74 -56 
240 addClause 91 -10 37 
241 addClause 79 -47 31 
242 addClause 54 64 50 
243 addClause 79 37 -69 
244 addClause 85 32 -64 
245 addClause 62 66 9 
246 addClause -66 -48 -81 
247 addClause 10 -97 -26 
248 addClause -56 -48 58 
249 addClause 23 10 25 
250 addClause -32 58 -11 
251 addClause -63 -1 55 
252 addClause -21 30 20 
253 addClause -56 -11 19 
254 addClause 20 47 -27 
255 addClause 44 -11 8 
256 addClause 48 -33 19 
257 addClause 60 -57 16 
258 addClause 24 67 7 
259 addClause 68 74 -4 
260 addClause 56 -9 -7 
261 addClause -65 -86 11 
262 addClause 96 23 59 
263 addClause 82 77 32 
264 addClause 7 -2 92 
265 addClause -65 -66 -62 
266 addClause 44 -80 -2 
267 addClause -77 51 -51 
268 addClause 63 -41 -40 
269 addClause -53 43 -35 
270 addClause -34 48 -6 
271 addClause -24 -89 -26 
272 addClause -7 82 56 
273 addClause -28 96 76 
274 addClause 29 -52 33 
275 addClause 74 -2 85 
276 addClause -94 9 16 
277 addClause -51 20 -82 
278 addClause -15 67 61 
279 addClause -70 -24 -7 
280 addClause 29 -13 -49 
281 addClause 91 38 -53 
282 addClause 30 -92 -53 
283 addClause -90 -94 68 
284 addClause 50 -53 -37 
285 addClause 65 56 -89 
286 addClause 26 5 -1 
287 addClause 85 54 -73 
288 addClause -72 -39 83 
289 addClause 80 49 34 
290 addClause 79 94 93 
291 addClause -57 84 63 
292 addClause 74 -73 58 
293 addClause -77 -79 -35 
294 addClause -87 -14 -30 
295 addClause -87 -62 -90 
296 addClause 13 56 -15 
297 addClause 69 41 81 
298 addClause 63 66 -45 
299 addClause -98 -55 93 
300 addClause 32 77 87 
301 addClause -67 15 9 
302 addClause -87 32 -75 
303 solve
304 addClause 53 -218 -135 
305 addClause -215 11 -42 
306 addClause -168 183 -171 
307 addClause 216 176 154 
308 addClause -9 -167 151 
309 addClause 79 -201 -93 
310 addClause -181 171 -40 
311 addClause 166 189 97 
312 addClause -39 -153 -81 
313 addClause -104 20 -162 
314 addClause 97 -167 91 
315 addClause -212 -5 51 
316 addClause 160 -27 -14 
317 addClause -113 23 171 
318 addClause 55 -129 179 
319 addClause 152 -39 19 
320 addClause 29 -185 155 
321 addClause 200 -76 -192 
322 addClause -64 -210 94 
323 addClause -50 210 -76 
324 addClause -196 63 -78 
325 addClause -78 -101 168 
326 addClause -119 98 71 
327 addClause -191 -147 75 
328 addClause 106 -188 -112 
329 addClause 156 146 -114 
330 addClause 34 66 -47 
331 addClause 31 183 150 
332 addClause -226 148 -108 
333 addClause -42 -56 -50 
334 addClause 18 78 171 
335 addClause 222 132 -77 
336 addClause -229 176 149 
337 addClause 76 -179 -15 
338 addClause -37 -83 -42 
339 addClause -161 -231 -31 
340 addClause -214 -101 -80 
341 addClause 99 214 -179 
342 addClause 20 -39 -150 
343 addClause -171 157 94 
344 addClause -50 89 36 
345 addClause -22 181 64 
346 addClause -194 81 127 
347 addClause -151 165 -123 
348 addClause -72 25 -47 
349 addClause 168 -130 -177 
350 addClause 53 210 48 
351 addClause 182 230 -149 
352 addClause -79 199 -89 
353 addClause -123 172 199 
354 addClause -225 201 -174 
355 addClause 228 -84 173 
356 addClause 174 24 65 
357 addClause 31 106 -56 
358 addClause 43 97 -54 
359 addClause -149 -79 81 
360 addClause 214 122 217 
361 addClause 131 22 177 
362 addClause 40 -51 -186 
363 addClause -145 49 -81 
364 addClause -104 -1 -209 
365 addClause -83 216 227 
366 addClause 46 -182 -69 
367 addClause 138 -77 -30 
368 addClause -223 143 -213 
369 addClause -172 -55 -114 
370 addClause -223 43 35 
371 addClause -126 218 -8 
372 addClause 33 -32 10 
373 addClause -114 55 -230 
374 addClause -23 137 50 
375 addClause 145 -16 -53 
376 addClause -11 -118 189 
377 addClause -75 14 91 
378 addClause 119 206 -137 
379 addClause -77 75 211 
380 addClause -216 -189 -60 
381 addClause 107 -135 -99 
382 addClause -71 214 -27 
383 addClause -217 97 -30 
384 addClause 139 -212 18 
385 addClause 105 -130 -96 
386 addClause -138 -6 188 
387 addClause 141 -178 2 
388 addClause -36 -130 209 
389 addClause 183 -160 40 
390 addClause 109 -159 -102 
391 addClause 64 -17 -139 
392 addClause -101 221 -3 
393 addClause 159 -57 171 
394 addClause 160 188 -76 
395 addClause 201 127 -206 
396 addClause 49 224 134 
397 addClause -84 -126 -80 
398 addClause -122 101 -118 
399 addClause -88 37 -32 
400 addClause 114 -30 86 
401 addClause -14 85 185 
402 addClause -92 77 62 
403 addClause -41 184 137 
404 addClause -119 176 187 
405 addClause -95 230 -171 
406 addClause 213 -232 -147 
407 addClause 85 19 118 
408 addClause -53 182 -218 
409 addClause -94 42 156 
410 addClause -168 -98 -2 
411 addClause -92 -118 106 
412 addClause 188 128 185 
413 addClause -106 -107 -81 
414 addClause 48 -57 -96 
415 addClause 184 -170 197 
416 addClause 134 131 104 
417 addClause 223 23 148 
418 addClause 193 -101 -102 
419 addClause -43 69 30 
420 addClause 161 127 -115 
421 addClause -124 203 164 
422 addClause -35 -19 67 
423 addClause -20 178 100 
424 addClause -203 201 71 
425 addClause 189 81 105 
426 addClause -106 75 136 
427 addClause 201 59 187 
428 addClause -109 -31 164 
429 addClause -48 -60 95 
430 addClause 229 -116 -12 
431 addClause -125 -103 -185 
432 addClause -5 -59 178 
433 addClause -113 222 -66 
434 addClause 177 -51 34 
435 addClause -231 65 48 
436 addClause 158 -105 206 
437 addClause -232 127 -135 
438 addClause -205 -208 182 
439 addClause -50 -127 -135 
440 addClause -228 -198 -149 
441 addClause 16 -27 159 
442 addClause -162 11 -174 
443 addClause 10 -193 -171 
444 addClause 64 28 -148 
445 addClause 67 -33 51 
446 addClause -124 178 205 
447 addClause 181 226 -49 
448 addClause 208 -7 -107 
449 addClause 211 -30 50 
450 addClause 187 169 -74 
451 addClause 104 -85 -66 
452 addClause 202 -12 -206 
453 addClause 99 197 200 
454 addClause -58 98 -17 
455 addClause 154 166 -213 
456 addClause 96 139 146 
457 addClause 57 92 55 
458 addClause 230 -162 187 
459 addClause 114 -185 12 
460 addClause -162 102 53 
461 addClause -200 -226 -167 
462 addClause 138 5 -103 
463 addClause 121 21 -25 
464 addClause 20 155 89 
465 addClause -34 58 164 
466 addClause -88 202 165 
467 addClause 16 -201 -179 
468 addClause -110 -144 -65 
469 addClause -194 180 97 
470 addClause 160 -199 -120 
471 addClause 119 -15 99 
472 addClause -160 -119 -136 
473 addClause -100 -145 101 
474 addClause -222 -179 -96 
475 addClause 52 -112 17 
476 addClause 51 24 79 
477 addClause -192 -76 -206 
478 addClause -142 -10 -71 
479 addClause -31 142 195 
480 addClause 25 197 -190 
481 addClause -213 52 209 
482 addClause -95 -178 98 
483 addClause -2 205 49 
484 addClause -228 -4 81 
485 addClause -133 49 -45 
486 addClause -70 -100 134 
487 addClause -152 4 -185 
488 addClause -34 -132 -147 
489 addClause -127 -31 -2 
490 addClause -168 2 60 
491 addClause 49 -191 152 
492 addClause -59 216 -72 
493 addClause 90 8 29 
494 addClause -69 -118 -173 
495 addClause 177 -92 228 
496 addClause -133 -19 76 
497 addClause 19 9 -104 
498 addClause -70 -173 -11 
499 addClause -95 157 -63 
500 addClause 205 -180 -15 
501 addClause -226 82 -134 
502 addClause -127 82 -145 
503 addClause -32 -102 126 
504 addClause 214 -118 -104 
505 addClause -134 201 152 
506 addClause 80 -228 114 
507 addClause 166 104 170 
508 addClause -112 10 -154 
509 addClause 39 158 -121 
510 addClause 116 185 -190 
511 addClause -146 -195 60 
512 addClause -65 148 71 
513 addClause -113 199 14 
514 addClause 13 43 -176 
515 addClause -152 215 196 
516 addClause 17 -218 24 
517 addClause 185 74 82 
518 addClause 36 -107 -162 
519 addClause -204 12 -24 
520 addClause -50 -224 87 
521 addClause 15 2 168 
522 addClause -145 63 -154 
523 addClause -94 22 114 
524 addClause 64 -75 -109 
525 addClause -184 122 -179 
526 addClause 172 -194 192 
527 addClause -50 -207 -36 
528 addClause -25 197 19 
529 addClause -8 103 89 
530 addClause -1 -231 -89 
531 addClause 224 -37 -186 
532 addClause -108 -65 156 
533 addClause 28 205 106 
534 addClause 145 -2 -2 
535 addClause -23 96 -73 
536 addClause -73 187 -37 
537 addClause -37 -55 -172 
538 addClause 63 219 124 
539 addClause -14 89 87 
540 addClause 64 -162 4 
541 addClause -130 110 -115 
542 addClause -125 18 -135 
543 addClause 86 -121 -90 
544 addClause 215 -2 110 
545 addClause -55 86 63 
546 addClause 170 204 -179 
547 addClause -185 57 -1 
548 addClause 160 124 -187 
549 addClause -38 -161 46 
550 addClause -118 87 -20 
551 addClause 53 175 -211 
552 addClause -41 -183 -109 
553 addClause -154 -201 -47 
554 addClause -154 130 -41 
555 addClause -205 49 53 
556 addClause -213 -6 -46 
557 addClause -228 190 -91 
558 addClause -136 61 10 
559 addClause -101 -56 -116 
560 addClause -62 -131 -86 
561 addClause 202 -81 196 
562 addClause 179 7 -43 
563 addClause 218 47 168 
564 addClause -126 -12 122 
565 addClause -28 147 -164 
566 addClause -36 120 -126 
567 addClause 62 -145 219 
568 addClause -193 8 46 
569 addClause -133 -86 -28 
570 addClause -52 -122 -149 
571 addClause -190 221 -107 
572 addClause -50 206 -75 
573 addClause -221 -114 -30 
574 addClause -101 -133 93 
575 addClause 180 42 -33 
576 addClause -51 175 -28 
577 addClause 53 142 111 
578 addClause 35 108 -44 
579 addClause 150 -98 44 
580 addClause 100 76 228 
581 addClause 107 -100 99 
582 addClause -104 156 60 
583 addClause -152 -71 34 
584 addClause 37 -107 -20 
585 addClause -13 172 -140 
586 addClause -56 -169 106 
587 addClause -34 -82 -224 
588 addClause -157 -126 -45 
589 addClause 179 177 -159 
590 addClause 124 -220 -19 
591 addClause -91 85 -192 
592 addClause -54 130 222 
593 addClause -156 -178 5 
594 addClause -174 107 -51 
595 addClause -7 -27 212 
596 addClause -60 -56 -199 
597 addClause -94 94 46 
598 addClause -147 204 -58 
599 addClause -54 -189 149 
600 addClause 138 -114 -132 
601 addClause -201 9 -27 
602 addClause -77 120 9 
603 addClause -140 114 31 
604 addClause 23 105 149 
605 addClause -80 44 -36 
606 addClause 146 -88 -123 
607 addClause -144 -223 -19 
608 addClause 211 -123 -97 
609 addClause -53 -117 -186 
610 addClause -138 131 80 
611 addClause -141 25 -37 
612 addClause 127 65 -104 
613 addClause -51 173 106 
614 addClause -174 -196 -168 
615 addClause -11 85 132 
616 addClause 95 -2 129 
617 addClause -196 221 -62 
618 addClause -70 43 145 
619 addClause 90 -116 132 
620 addClause -39 209 217 
621 addClause 80 77 115 
622 addClause -210 231 184 
623 addClause 68 132 -86 
624 addClause 144 -70 18 
625 addClause -81 215 -216 
626 addClause -65 -86 106 
627 addClause -137 85 197 
628 addClause 151 115 -95 
629 addClause 76 155 208 
630 addClause 151 -89 -231 
631 addClause -216 -157 -91 
632 addClause 7 210 186 
633 addClause 177 -142 -17 
634 addClause 63 -204 50 
635 addClause -156 209 167 
636 addClause 185 -17 177 
637 addClause 226 68 -167 
638 addClause 194 -90 180 
639 addClause 7 201 -172 
640 addClause 6 12 -108 
641 addClause -88 -194 30 
642 addClause -121 -203 -157 
643 addClause 131 81 190 
644 addClause -173 -200 -179 
645 addClause 31 -73 141 
646 addClause -124 54 130 
647 addClause -47 112 -128 
648 addClause -157 -26 188 
649 addClause 148 -182 145 
650 addClause -89 -106 54 
651 addClause 16 -105 -166 
652 addClause -84 -88 -86 
653 addClause 214 -27 26 
654 addClause 119 -94 63 
655 addClause -79 179 158 
656 addClause -141 -182 -80 
657 addClause 64 -170 -48 
658 addClause -144 104 -215 
659 addClause 100 119 18 
660 addClause 123 166 -194 
661 addClause -216 79 -126 
662 addClause 68 -31 -232 
663 addClause 153 159 -22 
664 addClause -224 59 208 
665 addClause -128 216 30 
666 addClause -75 103 10 
667 addClause -114 -73 -23 
668 addClause -118 -95 -108 
669 addClause -194 -101 -187 
670 addClause 7 -75 142 
671 addClause 185 179 125 
672 addClause -27 -43 63 
673 addClause 114 -59 134 
674 addClause -165 87 170 
675 addClause 90 -48 -132 
676 addClause -220 -76 -74 
677 addClause 12 -129 -179 
678 addClause 159 -106 225 
679 addClause 24 128 214 
680 addClause 77 63 80 
681 addClause -144 -220 127 
682 addClause 217 216 107 
683 addClause 173 -132 96 
684 addClause 103 -221 -15 
685 addClause 95 -155 -117 
686 addClause -52 202 134 
687 addClause -105 138 -62 
688 addClause -232 -181 -53 
689 addClause 43 160 -104 
690 addClause -22 -124 -222 
691 addClause -43 -153 -41 
692 addClause 67 204 -203 
693 addClause -66 -74 190 
694 addClause 79 224 -29 
695 addClause -172 198 135 
696 addClause 6 -77 -58 
697 addClause 95 83 -149 
698 addClause -202 -34 -57 
699 addClause 108 78 -38 
700 addClause 73 118 -29 
701 addClause -149 112 -165 
702 addClause 94 -49 -66 
703 addClause -189 203 -205 
704 addClause 186 28 -4 
705 addClause -171 -165 -180 
706 addClause 157 227 -176 
707 addClause 133 -189 207 
708 addClause -67 -173 158 
709 solve
710 addClause 133 50 -255 
711 addClause -114 83 -108 
712 addClause -170 262 234 
713 addClause 225 277 -224 
714 addClause 36 102 -255 
715 addClause 32 203 -149 
716 addClause 220 6 -264 
717 addClause 63 -12 -106 
718 addClause 34 70 -2 
719 addClause -148 11 -135 
720 addClause 42 220 -230 
721 addClause -111 -44 -203 
722 addClause 97 -111 201 
723 addClause -111 -183 -111 
724 addClause 112 -98 174 
725 addClause -107 -255 -67 
726 addClause -159 -29 -150 
727 addClause 140 -58 -86 
728 addClause -97 246 -40 
729 addClause 132 244 -34 
730 addClause -203 -40 -193 
731 addClause -220 -33 -156 
732 addClause 100 -73 131 
733 addClause -112 -128 7 
734 addClause -215 -64 259 
735 addClause -231 -198 -88 
736 addClause 175 -1 -147 
737 addClause -159 -101 219 
738 addClause -118 257 -16 
739 addClause 54 236 70 
740 addClause -40 119 174 
741 addClause 230 -61 -239 
742 addClause 223 -160 -254 
743 addClause -48 -171 16 
744 addClause 66 -256 -112 
745 addClause 185 -248 115 
746 addClause 108 -60 186 
747 addClause 4 -242 -250 
748 addClause -210 122 58 
749 addClause -236 201 99 
750 addClause 146 -130 57 
751 addClause -204 -86 9 
752 addClause 59 52 -206 
753 addClause -119 -238 -79 
754 addClause 97 -145 -66 
755 addClause 11 -4 -28 
756 addClause 72 -264 -171 
757 addClause 261 -212 -156 
758 addClause 2 -258 25 
759 addClause -206 267 -228 
760 addClause 91 -259 -34 
761 addClause 31 -8 139 
762 addClause 256 243 -36 
763 addClause 141 -58 99 
764 addClause -131 -99 109 
765 addClause -148 103 -106 
766 addClause 78 -123 -182 
767 addClause 103 -225 -32 
768 addClause 120 251 116 
769 addClause 242 -75 -243 
770 addClause 160 -253 -210 
771 addClause 72 87 238 
772 addClause -213 53 186 
773 addClause 127 263 -143 
774 addClause 112 -279 -97 
775 addClause -203 105 -78 
776 addClause -118 -119 250 
777 addClause 132 -156 59 
778 addClause 50 -62 -100 
779 addClause -50 226 -262 
780 addClause -70 210 190 
781 addClause -58 235 -44 
782 addClause -126 27 234 
783 addClause 167 17 244 
784 addClause -72 -269 224 
785 addClause 49 229 -44 
786 addClause 207 -151 58 
787 addClause -244 141 -190 
788 addClause -158 228 124 
789 addClause 239 -134 -101 
790 addClause 254 254 -33 
791 addClause -184 147 244 
792 addClause 227 73 247 
793 addClause -242 -257 -12 
794 addClause -262 191 192 
795 addClause 255 150 -253 
796 addClause -175 -214 -50 
797 addClause -222 159 20 
798 addClause -42 -23 -68 
799 addClause -21 273 46 
800 addClause 33 98 215 
801 addClause -159 269 -98 
802 addClause -51 41 13 
803 addClause -220 -184 -183 
804 addClause -46 235 35 
805 addClause 147 -109 249 
806 addClause 186 68 -259 
807 addClause -114 107 20 
808 addClause 196 -83 -176 
809 addClause 153 44 -245 
810 addClause -275 234 130 
811 addClause 224 -127 182 
812 addClause 130 139 174 
813 addClause 89 136 -215 
814 addClause 116 24 193 
815 addClause -123 -215 194 
816 addClause 134 -240 -232 
817 addClause -212 -137 3 
818 addClause 16 -98 -169 
819 addClause -214 142 -271 
820 addClause -102 77 -87 
821 addClause -240 126 -53 
822 addClause -7 -246 26 
823 addClause 145 -275 164 
824 addClause 147 70 147 
825 addClause 98 -238 -16 
826 addClause 217 -25 148 
827 addClause 154 44 213 
828 addClause -155 54 81 
829 addClause -60 -141 22 
830 addClause 129 51 236 
831 addClause -134 172 -4 
832 addClause 44 113 -108 
833 addClause 254 -99 -139 
834 addClause 203 42 -127 
835 addClause 159 -241 -81 
836 addClause 207 -67 -153 
837 addClause 67 230 -261 
838 addClause -33 93 107 
839 addClause 8 246 -145 
840 addClause -12 -142 -114 
841 addClause -17 279 -269 
842 addClause -136 -193 249 
843 addClause 176 124 -117 
844 addClause 175 -26 113 
845 addClause -134 -155 180 
846 addClause -168 -267 -158 
847 addClause -126 -215 -112 
848 addClause -266 -273 -143 
849 addClause 140 239 -152 
850 addClause -191 62 219 
851 addClause -91 270 31 
852 addClause -162 131 147 
853 addClause -40 -276 -172 
854 addClause -221 210 -118 
855 addClause 17 -117 -133 
856 addClause 260 23 276 
857 solve
